title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
Gladiator,457640427.0,"Action,Adventure,Drama",2000.0,8.5,1672447.0,"['Vindobona', 'Zucchabar']",Counter(),0.0
Poison Ivy 4: The Secret Society,,,2008.0,,,[],Counter(),0.0
Black Mask 2: City of Masks,,,2002.0,,,[],Counter(),0.0
Chocolat,152699946.0,"Drama,Romance",2000.0,7.2,204501.0,[],Counter(),0.0
The Guns of Navarone,,,1961.0,,,"['Turkey', 'Kheros', 'Navarone', 'Navarone', 'Navarone', 'Mandrakos', 'Navarone']",Counter({'Turkey': 1}),0.14285714285714285
Time Runner,,"Action,Adventure,Sci-Fi",1993.0,4.1,1168.0,[],Counter(),0.0
Angels & Insects,,,1996.0,,,['England'],Counter({'England': 1}),1.0
Funny Bones,532268.0,"Comedy,Drama",1995.0,6.7,3935.0,"['Las Vegas', 'Blackpool', 'England', 'Blackpool']","Counter({'Las Vegas': 1, 'England': 1})",0.5
Swept from the Sea,283081.0,,1998.0,,,"['Cornwall', 'England', 'America', 'Cornwall']","Counter({'Cornwall': 2, 'England': 1})",0.75
The Legend of 1900,259127.0,,1998.0,,,['New Orleans'],Counter({'New Orleans': 1}),1.0
National Lampoon's Barely Legal,83439.0,,2003.0,,,['Cleveland'],Counter({'Cleveland': 1}),1.0
Images,,,1972.0,,,['London'],Counter({'London': 1}),1.0
My Bloody Valentine,100734718.0,,2009.0,,,[],Counter(),0.0
The Deep Blue Sea,1105041.0,"Drama,Romance",2011.0,6.2,16894.0,['London'],Counter({'London': 1}),1.0
Edge of Madness,,Drama,2002.0,6.2,744.0,[],Counter(),0.0
The Bride,,,1985.0,,,['Venice'],Counter({'Venice': 1}),1.0
An American Werewolf in London,61973249.0,,1981.0,,,"['Yorkshire', 'London', 'London', 'New York']","Counter({'London': 2, 'Yorkshire': 1, 'New York': 1})",1.0
Shirley Valentine,6353913.0,"Comedy,Drama,Romance",1989.0,7.2,9119.0,"['Greece', 'Mykonos', 'Greece', 'Britain', 'Greece']",Counter(),0.0
Our Lady of the Assassins,,,2000.0,,,['Medellín'],Counter(),0.0
Havoc,,,2005.0,,,[],Counter(),0.0
11:14,,,2003.0,,,[],Counter(),0.0
Younger and Younger,,"Comedy,Drama,Fantasy",1993.0,4.9,666.0,[],Counter(),0.0
Raising Victor Vargas,,"Drama,Romance",2002.0,7.2,5732.0,['New York'],Counter({'New York': 1}),1.0
The Sundowners,,"Drama,Western",1960.0,7.1,4956.0,"['Cawndilla', 'Cawndilla']",Counter(),0.0
Diary of a Wimpy Kid: Dog Days,75014170.0,"Comedy,Family",2012.0,6.3,30830.0,[],Counter(),0.0
Daybreakers,,"Action,Horror,Sci-Fi",2009.0,6.4,136517.0,['the United States'],Counter(),0.0
The Walker,,"Crime,Drama,Mystery",2007.0,5.8,5953.0,"['Washington', 'D. C.', 'United States']",Counter({'Washington': 1}),0.3333333333333333
Stir of Echoes: The Homecoming,,,2007.0,,,"['Iraq', 'Chicago', 'Iraq', 'Iraq']",Counter({'Chicago': 1}),0.25
Slayers The Motion Picture,,,1995.0,,,[],Counter(),0.0
Raging Sharks,,,,,,[],Counter(),0.0
The Truth About Spring,,"Adventure,Comedy,Drama",1965.0,6.4,749.0,['Philadelphia'],Counter({'Philadelphia': 1}),1.0
Feast of July,293274.0,"Crime,Drama,Mystery",1995.0,6.1,610.0,"['Selmouth', 'Addisford', 'Addisford', 'Addisford', 'Addisford', 'London', 'Aylesburgh', 'Addisford', 'London', 'Addisford', 'Selmouth', 'Addisford', 'Selmouth', 'Dublin', 'Selmouth', 'Selmouth', 'Dublin']","Counter({'London': 2, 'Dublin': 2})",0.23529411764705882
Rescue Dawn,7177143.0,,2006.0,,,"['Laos', 'Province', 'America', 'Thailand']",Counter(),0.0
Riverworld,,,2010.0,,,['Singapore'],Counter(),0.0
Penelope,21156270.0,,2007.0,,,[],Counter(),0.0
Bagdad Cafe,,,1987.0,,,['Rosenheim'],Counter(),0.0
Rock-A-Doodle,11657385.0,,1992.0,,,['City'],Counter(),0.0
National Lampoon's Van Wilder,38275483.0,,2002.0,,,[],Counter(),0.0
Born to Be Wild,,,1995.0,,,[],Counter(),0.0
A Serious Man,31312437.0,"Comedy,Drama",2009.0,7.0,152312.0,[],Counter(),0.0
SuperBabies: Baby Geniuses 2,9448644.0,,2004.0,,,[],Counter(),0.0
Justice for Annie: A Moment of Truth Movie,,,1996.0,,,[],Counter(),0.0
The Traveler,,,2010.0,,,[],Counter(),0.0
The Majestic,,,2001.0,,,"['Hollywood', 'Lawson', 'Washington', 'D.C.', 'Lawson', 'Lawson']","Counter({'Lawson': 3, 'Hollywood': 1, 'Washington': 1})",0.8333333333333334
Death and the Maiden,2100000.0,"Drama,Mystery,Thriller",1994.0,7.2,27371.0,[],Counter(),0.0
Never Let Me Go,11509512.0,,2010.0,,,"['Hailsham', 'Hailsham', 'Hailsham']",Counter(),0.0
Unknown,136123083.0,,2011.0,,,"['Berlin', 'Bosnia', 'U.S.', 'Saudi Arabia', 'Berlin']",Counter({'Berlin': 2}),0.4
Truth about Kerry,,,2011.0,,,"['Ireland', 'Ireland']",Counter({'Ireland': 2}),1.0
Beastly Boyz,,,2006.0,,,[],Counter(),0.0
The Little Mermaid,,,1994.0,,,[],Counter(),0.0
Blue Collar Comedy Tour: One For the Road,,,2006.0,,,"['Fairbanks', 'Alaska', 'Florida']","Counter({'Fairbanks': 1, 'Alaska': 1, 'Florida': 1})",1.0
Strawberry Shortcake and the Baby Without a Name,,,,,,[],Counter(),0.0
The Thief of Bagdad,,"Adventure,Family,Fantasy",1940.0,7.4,14875.0,"['Bagdad', 'Basra', 'Basra', 'Baghdad', 'Bagdad']",Counter({'Bagdad': 2}),0.4
A Lad from Old Ireland,,,1910.0,,,"['America', 'Ireland']",Counter({'Ireland': 1}),0.5
Deadline,,"Drama,Horror,Thriller",2009.0,4.6,5905.0,[],Counter(),0.0
Shine,35892330.0,"Biography,Drama,Music",1996.0,7.6,57314.0,"['America', 'London', 'London', 'Australia']",Counter({'London': 2}),0.5
Thunderbirds,28283637.0,"Action,Adventure,Comedy",2004.0,4.3,14648.0,"['London', 'London', 'London']",Counter({'London': 3}),1.0
A Prize of Gold,,"Adventure,Crime,Drama",1955.0,6.0,369.0,"['Berlin', 'England', 'Germany']","Counter({'Berlin': 1, 'England': 1})",0.6666666666666666
Seven Hills of Rome,,,1958.0,,,"['Italy', 'Italy']",Counter({'Italy': 2}),1.0
Perfumed Garden,,,2000.0,,,"['India', 'Rajasthan']",Counter(),0.0
In the Electric Mist,,,2008.0,,,"['Iberia Parish', 'Hollywood']",Counter({'Hollywood': 1}),0.5
Shattered Glass,2944752.0,,2003.0,,,"['Washington', 'DC', 'Bethesda', 'Palo Alto']","Counter({'Washington': 1, 'Bethesda': 1, 'Palo Alto': 1})",0.75
Rudo y Cursi,11091868.0,"Comedy,Drama,Sport",2008.0,6.7,9424.0,"['Tlachtlán', 'Jalisco', 'Mexico', 'Mexico City', 'Tlachtlán']",Counter({'Mexico': 1}),0.2
American Buffalo,632054.0,Drama,1996.0,5.8,4102.0,[],Counter(),0.0
Direct Action,,"Action,Crime,Thriller",2004.0,5.0,1792.0,[],Counter(),0.0
Down,,,2003.0,,,['New York City'],Counter(),0.0
The MatchMaker,3392080.0,"Comedy,Romance",1997.0,6.5,6015.0,"['Boston', 'Massachusetts', 'Ireland', 'Ballinagra', 'Ballinagra', 'Boston', 'Boston', 'Boston']","Counter({'Boston': 4, 'Massachusetts': 1, 'Ireland': 1})",0.75
Scooby-Doo: In The Beginning,,,2009.0,,,"['Coolsville', 'Ohio']",Counter({'Ohio': 1}),0.5
The Fugitive,,"Drama,History",1947.0,6.3,2659.0,[],Counter(),0.0
Chronos,,,1985.0,,,"['Egypt', 'Rome']","Counter({'Egypt': 1, 'Rome': 1})",1.0
Alexander,167298192.0,,2004.0,,,"['Egypt', 'Persia', 'Macedon', 'Bowra', 'London', 'the Persian Empire', 'Macedonia', 'Thebes', 'Persepolis', 'Amun', 'India', 'India']","Counter({'Egypt': 1, 'Persia': 1, 'Macedon': 1, 'London': 1, 'Macedonia': 1, 'Thebes': 1})",0.5
Journey to the 7th Planet,,,1962.0,,,[],Counter(),0.0
The Relic,33956608.0,,1997.0,,,"['Chicago', 'Chicago', 'Chicago']",Counter({'Chicago': 3}),1.0
The Informant,,,1997.0,,,"['the Republic of Ireland', 'Belfast']",Counter({'Belfast': 1}),0.5
Ghost Ship,68349884.0,"Horror,Mystery,Thriller",2002.0,5.6,111614.0,[],Counter(),0.0
Papillon,53267000.0,"Biography,Crime,Drama",1973.0,8.0,140375.0,"['France', 'French Guiana']",Counter(),0.0
Tigerland,139692.0,,2000.0,,,"['Vietnam', 'Tigerland', 'Vietnam', ""'"", 'Nam', 'Vietnam', 'Mexico', 'Vietnam', 'Vietnam', 'Mexico']",Counter({'Mexico': 2}),0.2
History Is Made at Night,,,1999.0,,,"['Helsinki', 'Finland', 'Helsinki', 'New York', 'the United States']","Counter({'Finland': 1, 'New York': 1})",0.4
The Reader,108901967.0,,2008.0,,,"['Berlin', 'Krakow', 'New York']","Counter({'Berlin': 1, 'Krakow': 1, 'New York': 1})",1.0
The Doomsday Machine,,,1972.0,,,[],Counter(),0.0
The Cheetah Girls,,,2003.0,,,['Manhattan'],Counter({'Manhattan': 1}),1.0
Bhopal: Prayer for Rain,,,2012.0,,,"['Bhopal', 'India', 'Bhopal']",Counter(),0.0
Slam Dance,406881.0,,1987.0,,,[],Counter(),0.0
Apt Pupil,,"Crime,Drama,Thriller",1998.0,6.7,42354.0,"['California', 'Bowden', 'Israel']","Counter({'California': 1, 'Bowden': 1})",0.6666666666666666
Brassed Off,,,1996.0,,,"['Grimley', 'London', 'London']",Counter({'London': 2}),0.6666666666666666
The Prestige,109676311.0,"Drama,Mystery,Sci-Fi",2006.0,8.5,1475443.0,"['Colorado Springs', 'London']","Counter({'Colorado Springs': 1, 'London': 1})",1.0
The Perfect Score,10876805.0,,2004.0,,,[],Counter(),0.0
The Core,73498611.0,,2003.0,,,['United States'],Counter(),0.0
Snakehead Terror,,,2004.0,,,[],Counter(),0.0
Fatal Desire,,,2006.0,,,"['Atlantic City', 'New Jersey', 'Atlantic City']","Counter({'Atlantic City': 2, 'New Jersey': 1})",1.0
Flyboys,17834865.0,,2006.0,,,"['America', 'France', 'Texas', 'France', 'France', 'Paris']","Counter({'Texas': 1, 'Paris': 1})",0.3333333333333333
Blue Collar Comedy Tour: The Movie,,"Comedy,Documentary",2003.0,7.1,4780.0,['Phoenix'],Counter({'Phoenix': 1}),1.0
Robin Hood,321669730.0,,2010.0,,,"['France', 'England', 'Nottingham', 'England', 'London', 'England', 'Nottingham', 'Nottingham', 'England']","Counter({'England': 4, 'Nottingham': 3, 'London': 1})",0.8888888888888888
Alien,104931801.0,,1979.0,,,['Thedus'],Counter(),0.0
Kongi's Harvest,,Drama,1970.0,6.2,50.0,[],Counter(),0.0
Ballistic: Ecks vs. Sever,19924033.0,"Action,Crime,Mystery",2002.0,3.7,21276.0,['Berlin'],Counter({'Berlin': 1}),1.0
Flying Tigers,,"Action,Drama,Romance",1942.0,6.7,4336.0,"['China', 'the United States']",Counter({'China': 1}),0.5
The Big White,,,2005.0,,,[],Counter(),0.0
The Tenant,1924733.0,,1976.0,,,['Paris'],Counter({'Paris': 1}),1.0
Strange Behavior,,,1981.0,,,"['Galesburg', 'Illinois']","Counter({'Galesburg': 1, 'Illinois': 1})",1.0
Fair Game,24188922.0,"Biography,Drama,Thriller",2010.0,6.8,51572.0,"['U.S.', 'Gabon', 'Niger', 'Iraq', 'Iraq']",Counter(),0.0
Final Days of Planet Earth,,,2006.0,,,['San Francisco'],Counter({'San Francisco': 1}),1.0
The Glass Shield,3291163.0,,1995.0,,,[],Counter(),0.0
Salvador,,,1986.0,,,"['El Salvador', 'El Salvador']",Counter(),0.0
Mysterious Island,,,1961.0,,,[],Counter(),0.0
Capricorn One,,,1977.0,,,[],Counter(),0.0
Life with Judy Garland: Me and My Shadows,,,2001.0,,,"['Hollywood', 'America', ""New York's"", 'Australia', 'Melbourne', 'Los Angeles', 'London']","Counter({'Hollywood': 1, 'Melbourne': 1, 'Los Angeles': 1, 'London': 1})",0.5714285714285714
We Need to Talk about Kevin,6038942.0,,2011.0,,,[],Counter(),0.0
Killer Wave,,,2006.0,,,"['US', 'UK', 'Canada', 'France']",Counter({'Canada': 1}),0.25
Deuces Wild,6282446.0,,2002.0,,,"['Brooklyn', 'Los Angeles']","Counter({'Brooklyn': 1, 'Los Angeles': 1})",1.0
Yanks,,,1979.0,,,"['Normandy', 'England', 'Lancashire', 'Arizona', 'England']","Counter({'England': 2, 'Normandy': 1, 'Arizona': 1})",0.8
Porky's,111289673.0,,1982.0,,,['Florida'],Counter({'Florida': 1}),1.0
Married Life,2843997.0,,2007.0,,,[],Counter(),0.0
The Incredible Shrinking Man,1430000.0,,1957.0,,,['California'],Counter({'California': 1}),1.0
Far from Heaven,29027914.0,,2002.0,,,"['Connecticut', 'Miami', 'Baltimore']","Counter({'Connecticut': 1, 'Miami': 1, 'Baltimore': 1})",1.0
Escape from East Berlin,,,1962.0,,,"['East Berlin', 'West Berlin', 'East Germany', 'West Berlin']","Counter({'West Berlin': 2, 'East Berlin': 1})",0.75
Imaginary Heroes,291118.0,,2004.0,,,[],Counter(),0.0
It's a Wonderful Afterlife,,,2010.0,,,"['Britain', 'London', 'Southall', 'Southall']",Counter({'London': 1}),0.25
Tarzan and the Jungle Boy,,,1968.0,,,[],Counter(),0.0
He Walked by Night,,"Crime,Film-Noir,Thriller",1948.0,7.0,6936.0,"['Los Angeles', 'Hollywood', 'Los Angeles', 'Vienna']","Counter({'Los Angeles': 2, 'Hollywood': 1, 'Vienna': 1})",1.0
Emma,22231658.0,,1996.0,,,"['England', 'London']","Counter({'England': 1, 'London': 1})",1.0
Astro Boy,44093014.0,"Action,Adventure,Animation",2009.0,6.2,40654.0,['Metro City'],Counter(),0.0
Voces inocentes,,,2004.0,,,"['El Salvador', 'the United States', 'Chava', 'the United States', 'El Salvador']",Counter(),0.0
Spring Fever,,"Comedy,Drama,Sport",1982.0,4.7,181.0,[],Counter(),0.0
Free Willy,153698625.0,"Adventure,Drama,Family",1993.0,6.0,84608.0,['Washington'],Counter({'Washington': 1}),1.0
Smile,,,2005.0,,,"['Malibu', 'California', 'China', 'China']","Counter({'China': 2, 'Malibu': 1, 'California': 1})",1.0
Stargate,196567262.0,,1994.0,,,"['Giza', 'Egypt', 'Creek Mountain', 'Colorado']","Counter({'Egypt': 1, 'Colorado': 1})",0.5
The Three Musketeers,,,1994.0,,,"['Paris', 'France', 'Paris', 'France', 'England', 'France', 'Paris', 'England', 'England', 'France', 'France', 'France', 'France', 'England']","Counter({'England': 4, 'Paris': 3})",0.5
Eulogy,,"Comedy,Drama",2004.0,6.4,9416.0,[],Counter(),0.0
The Bridge on the River Kwai,33300000.0,,1957.0,,,"['Singapore', 'Thailand', 'Burma', 'Japan', 'Ceylon']",Counter({'Ceylon': 1}),0.2
Frida,25885000.0,,2002.0,,,"['New York City', 'the United States', 'Mexico', 'Mexico', 'San Ángel', 'Mexico', 'Coyoacán', 'Paris', 'Mexico', 'Mexico City', 'Mexico']","Counter({'Mexico': 5, 'Paris': 1})",0.5454545454545454
When Strangers Appear,,,2001.0,,,[],Counter(),0.0
Scooby-Doo 2: Monsters Unleashed,181466833.0,"Adventure,Comedy,Family",2004.0,5.3,66880.0,['Coolsville'],Counter(),0.0
Assault on Precinct 13,35294470.0,,2005.0,,,['Detroit'],Counter({'Detroit': 1}),1.0
The Winslow Boy,,,1999.0,,,"['London', 'Osbourne', 'England']","Counter({'London': 1, 'England': 1})",0.6666666666666666
Forever Mine,,,1999.0,,,[],Counter(),0.0
The Experts,169203.0,Comedy,1989.0,4.9,2781.0,"['New York City', 'Nebraska', 'the Soviet Union', 'Nebraska', 'Indian Springs', 'Nebraska', 'USSR', 'the Soviet Union', 'US']","Counter({'Nebraska': 3, 'Indian Springs': 1})",0.4444444444444444
The Burning,,Horror,1981.0,6.3,23179.0,[],Counter(),0.0
Nightmare,,Horror,1981.0,5.6,4604.0,['Florida'],Counter({'Florida': 1}),1.0
Bandido,1650000.0,,1956.0,,,['U.S.'],Counter(),0.0
Project Nim,410077.0,Documentary,2011.0,7.4,8640.0,[],Counter(),0.0
I am Josh Polonski's Brother,,,2001.0,,,['Manhattan'],Counter({'Manhattan': 1}),1.0
Sucker Punch,89792502.0,,2011.0,,,"['Japan', 'Fort Wayne']",Counter({'Fort Wayne': 1}),0.5
Inspector Gadget 2,,,2003.0,,,"['Riverton', 'Riverton']",Counter({'Riverton': 2}),1.0
The Painted Veil,26809273.0,,2006.0,,,"['London', 'London', 'China', 'Venice', 'Shanghai', 'China', 'Mei-tan-fu', 'London']","Counter({'London': 3, 'China': 2, 'Venice': 1})",0.75
Charlie and the Chocolate Factory,474968763.0,"Adventure,Comedy,Family",2005.0,6.7,540617.0,"['Dusseldorf', 'Buckinghamshire', 'Atlanta', 'Denver', 'Russia']","Counter({'Atlanta': 1, 'Denver': 1, 'Russia': 1})",0.6
Sam's Lake,,,2009.0,,,[],Counter(),0.0
Mixed Blood,,,1985.0,,,"[""New York's""]",Counter(),0.0
Smoke Signals,,"Comedy,Drama",1998.0,7.2,12796.0,"['Plummer', 'Idaho', 'Phoenix', 'Arizona', 'Phoenix']","Counter({'Phoenix': 2, 'Plummer': 1, 'Idaho': 1, 'Arizona': 1})",1.0
The Woods,,,2006.0,,,[],Counter(),0.0
The Night the Animals Talked,,,1970.0,,,['Bethlehem'],Counter({'Bethlehem': 1}),1.0
Half Past Dead,19233280.0,"Action,Crime,Thriller",2002.0,4.6,17014.0,[],Counter(),0.0
The Vineyard,,Horror,1989.0,4.7,1111.0,[],Counter(),0.0
A Day at the Beach,,Drama,1970.0,6.2,431.0,[],Counter(),0.0
Monks: The Transatlantic Feedback,,,2006.0,,,"['America', 'Germany', 'U.S.', 'America', 'Chicago', 'Vietnam']",Counter({'Chicago': 1}),0.16666666666666666
Police Story,,,1985.0,,,[],Counter(),0.0
The Magical Legend of the Leprechauns,,,1999.0,,,"['Kerry', 'Ireland', 'Carrick']",Counter({'Ireland': 1}),0.3333333333333333
Bhopal Express,,,1999.0,,,"['Bhopal', 'India']",Counter(),0.0
"On the Other Hand, Death",,"Crime,Drama,Mystery",2008.0,6.4,836.0,"['Hollis', 'Hollis', 'Hollis', 'Albany', 'Hollis', 'Hollis', 'Albany', 'West Albany', 'Hollis']","Counter({'Hollis': 6, 'Albany': 2})",0.8888888888888888
Rose Red,,,2002.0,,,"['Seattle', 'Seattle', 'Seattle']",Counter({'Seattle': 3}),1.0
The Four Musketeers,,"Action,Adventure,Romance",1974.0,6.9,11978.0,"['France', 'La Rochelle', 'Saint Cloud', 'Armentieres', 'England', 'America', 'France', 'La Rochelle', 'Armentieres']","Counter({'Saint Cloud': 1, 'England': 1})",0.2222222222222222
Son of the Pink Panther,,"Comedy,Crime",1993.0,3.9,6081.0,['Lugash'],Counter(),0.0
Getting Away with Murder,,Comedy,1996.0,4.7,1491.0,[],Counter(),0.0
Night Watch,,,1995.0,,,"['Amsterdam', 'Hong Kong', 'New York', 'Amsterdam', 'Hong Kong']","Counter({'Amsterdam': 2, 'New York': 1})",0.6
The Super,11000863.0,,1991.0,,,['New York'],Counter({'New York': 1}),1.0
The Odessa File,,,1974.0,,,"['Egypt', 'Israel']",Counter({'Egypt': 1}),0.5
Sherlock Holmes and the Case of the Silk Stocking,,,2004.0,,,['London'],Counter({'London': 1}),1.0
I Was A Teenage Faust,,,2002.0,,,['Indiana'],Counter({'Indiana': 1}),1.0
Henry V,,,1944.0,,,"['London', 'Ely', 'France', 'Dauphin', 'Southampton', 'France', 'France', 'Harfleur', 'Harfleur', 'Agincourt', 'France', 'France', 'England']","Counter({'London': 1, 'Ely': 1, 'Dauphin': 1, 'Southampton': 1, 'England': 1})",0.38461538461538464
White Noise: The Light,8240000.0,,2007.0,,,[],Counter(),0.0
The Factory,,,2011.0,,,"['New York', 'Buffalo', 'New York']","Counter({'New York': 2, 'Buffalo': 1})",1.0
The Attic: The Hiding of Anne Frank,,,1988.0,,,"['Netherlands', 'Amsterdam', 'Vienna', 'Vienna', 'Amsterdam']","Counter({'Amsterdam': 2, 'Vienna': 2})",0.8
Dreaming of Joseph Lees,,,,,,['England'],Counter({'England': 1}),1.0
A Great Wall,,,1986.0,,,"['China', 'the United States', 'China']",Counter({'China': 2}),0.6666666666666666
A Clockwork Orange,26589355.0,,1971.0,,,['London'],Counter({'London': 1}),1.0
Alice in Wonderland,1024299904.0,"Adventure,Family,Fantasy",2010.0,6.4,448515.0,"['Underland', 'China']",Counter({'China': 1}),0.5
Hollywood Wives: The New Generation,,,2003.0,,,"['Hollywood', 'Hollywood', 'Hollywood']",Counter({'Hollywood': 3}),1.0
Promise at Dawn,,,1970.0,,,"['Russia', 'France', 'Paris']","Counter({'Russia': 1, 'Paris': 1})",0.6666666666666666
Eye of the Needle,,,1981.0,,,"['England', 'Germany']",Counter({'England': 1}),0.5
Omen III: The Final Conflict,20471382.0,,1981.0,,,"['U.S.', 'Great Britain', 'England', 'England']",Counter({'England': 2}),0.5
Goodbye America,,,1997.0,,,['Olongapo City'],Counter(),0.0
Latitude Zero,,,1969.0,,,['New York City'],Counter(),0.0
The Princess and the Pea,,"Adventure,Animation,Family",2002.0,6.3,395.0,['the Pig Kingdom'],Counter(),0.0
The Eye,56964642.0,,2008.0,,,['Mexico'],Counter({'Mexico': 1}),1.0
Madame Blueberry,,,1998.0,,,[],Counter(),0.0
DuckTales the Movie: Treasure of the Lost Lamp,18115724.0,"Adventure,Animation,Comedy",1990.0,6.8,29144.0,"['Duckburg', 'Duckberg', 'Duckburg']",Counter(),0.0
Things We Lost in the Fire,8547733.0,Drama,2007.0,7.1,29995.0,[],Counter(),0.0
Free Money,,,1998.0,,,[],Counter(),0.0
The Body in the Library,,,1984.0,,,[],Counter(),0.0
The Dukes of Hazzard,111069515.0,,2005.0,,,"['Hazzard County', 'Georgia', 'Hazzard County', 'Hazzard', 'Atlanta', 'Hazzard', 'Hazzard', 'Atlanta', 'Georgia']","Counter({'Georgia': 2, 'Atlanta': 2})",0.4444444444444444
Buick Riviera,,Drama,2008.0,6.4,265.0,"['Bosnia', 'America']",Counter(),0.0
The Beach,,,2000.0,,,"['Thailand', 'Bangkok']",Counter(),0.0
A Shot at Glory,,"Drama,Sport",2000.0,6.2,2510.0,"['Kilnockie', 'Dublin', 'Ireland']","Counter({'Dublin': 1, 'Ireland': 1})",0.6666666666666666
Through the Glass,,,2008.0,,,[],Counter(),0.0
Candy,16408286.0,,1968.0,,,[],Counter(),0.0
Jacob,,,1994.0,,,['Haran'],Counter(),0.0
Amazing Grace,32120360.0,,2006.0,,,"['Bath', 'Somerset', 'London', 'Bristol', 'Glasgow', 'Liverpool', 'the British Empire']","Counter({'Bath': 1, 'Somerset': 1, 'London': 1, 'Bristol': 1, 'Glasgow': 1, 'Liverpool': 1})",0.8571428571428571
Pope John Paul II,,,2005.0,,,"['Poland', 'Kraków', 'Poland', 'Rome', 'Poland', 'Kraków', 'Poland', 'Kraków', 'Nowa Huta', 'USSR', 'Mexico', 'Puebla', 'Italy', 'Mexico', 'Poland', 'U.S.', 'Poland', 'U.S.', 'Poland']","Counter({'Poland': 7, 'Mexico': 2, 'Rome': 1, 'Italy': 1})",0.5789473684210527
Crazy Moon,,"Comedy,Drama,Romance",1987.0,6.3,696.0,[],Counter(),0.0
In the Name of the Son,,,2007.0,,,['the United States'],Counter(),0.0
Dead Calm,,"Horror,Thriller",1989.0,6.8,44696.0,[],Counter(),0.0
Eagle in a Cage,,,1972.0,,,[],Counter(),0.0
Laser Mission,,,1990.0,,,"['the United States', 'United States', 'United States']",Counter(),0.0
Invictus,122233971.0,,2009.0,,,"['South Africa', 'South Africa', 'New Zealand', 'Robben Island']",Counter(),0.0
"The Karate Kid, Part III",38956288.0,,1989.0,,,"['Vietnam', 'Tahiti', 'Los Angeles', 'Los Angeles', 'New Jersey', 'Okinawa']","Counter({'Los Angeles': 2, 'New Jersey': 1})",0.5
Sodom and Gomorrah,2300000.0,,1962.0,,,"['Sodom', 'Gomorrah', 'Sodom', 'Sodom', 'Sodom', 'Gomorrah', 'Sodom', 'Sodom', 'Sodom', 'Sodom', 'Sodom']",Counter(),0.0
Roman Holiday,12000000.0,,1953.0,,,"['Rome', 'Rome', 'Rome']",Counter({'Rome': 3}),1.0
Stormbreaker,,,2006.0,,,"['the United Kingdom', 'Chelsea', 'UK', 'London']","Counter({'Chelsea': 1, 'London': 1})",0.5
The Four Feathers,29882645.0,,2002.0,,,"['Sudan', 'London', 'Sudan', 'Sudan', 'Omdurman', 'England']","Counter({'Sudan': 3, 'London': 1, 'England': 1})",0.8333333333333334
Going Back,,,2001.0,,,['Vietnam'],Counter(),0.0
Psycho Beach Party,,"Comedy,Horror,Mystery",2000.0,6.0,6787.0,[],Counter(),0.0
A Dennis the Menace Christmas,,,2007.0,,,[],Counter(),0.0
The Cat's Meow,3646994.0,,2002.0,,,"['San Pedro', 'California', 'San Diego', 'Hollywood', 'Hollywood', 'Hollywood', 'San Diego', 'Hollywood', 'Mexico', 'Hollywood']","Counter({'Hollywood': 5, 'San Diego': 2, 'San Pedro': 1, 'California': 1, 'Mexico': 1})",1.0
Party Monster,742898.0,"Biography,Crime,Drama",2003.0,6.2,17454.0,"['New York', 'New York', 'New York']",Counter({'New York': 3}),1.0
Blood: The Last Vampire,,,2000.0,,,[],Counter(),0.0
Bullseye!,,"Comedy,Crime",1990.0,4.5,1593.0,[],Counter(),0.0
Donovan's Brain,,"Horror,Sci-Fi",1953.0,5.9,1753.0,[],Counter(),0.0
Beyond the Door III,,,1989.0,,,['Yugoslavia'],Counter(),0.0
Fearless,68072848.0,,2006.0,,,"['Japan', 'Tianjin', 'Tianjin', 'Tianjin', 'Shanghai']",Counter(),0.0
Waxwork,808114.0,"Comedy,Horror",1988.0,6.1,14571.0,[],Counter(),0.0
Dash and Lilly,,,1999.0,,,['the Soviet Union'],Counter(),0.0
Knight Moves,13668149.0,,1992.0,,,[],Counter(),0.0
Underworld,95708457.0,"Action,Fantasy,Thriller",2003.0,7.0,289870.0,[],Counter(),0.0
"Bright Lights, Big City",16118077.0,,1988.0,,,"['Pennsylvania', 'New York', 'New York']","Counter({'New York': 2, 'Pennsylvania': 1})",1.0
Darkness Falls,47488536.0,,2003.0,,,['Darkness Falls'],Counter(),0.0
Green Card,29888235.0,,1990.0,,,"['France', 'New York City', 'France']",Counter(),0.0
The Help,211608112.0,,2011.0,,,"['New York City', 'New York', 'Jackson', 'Mississippi', 'Jackson', 'Mississippi', 'Chicago', 'Illinois', 'New York City']","Counter({'Jackson': 2, 'Mississippi': 2, 'New York': 1, 'Chicago': 1, 'Illinois': 1})",0.7777777777777778
Love Happens,36088028.0,"Drama,Romance",2009.0,5.7,34230.0,['Seattle'],Counter({'Seattle': 1}),1.0
Source Code,147332697.0,"Action,Drama,Mystery",2011.0,7.5,559807.0,"['Afghanistan', 'Chicago', 'Chicago', 'Afghanistan', 'Chicago', 'Chicago', 'Chicago']",Counter({'Chicago': 5}),0.7142857142857143
The Last Kiss,15852401.0,,2006.0,,,[],Counter(),0.0
My Life In Ruins,20031211.0,,2008.0,,,['Greece'],Counter(),0.0
Full of It,486722.0,"Comedy,Drama",2007.0,5.5,3527.0,[],Counter(),0.0
