title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
Notorious,,,1946.0,,,"['Brazil', 'Rio de Janeiro']",Counter({'Brazil': 1}),0.5
Men in Black II,441818803.0,"Action,Adventure,Comedy",2002.0,6.2,411679.0,"['New York City', 'Massachusetts', 'Zartha', 'New York', 'Zartha']","Counter({'Massachusetts': 1, 'New York': 1})",0.4
Agents of Secret Stuff,,"Action,Comedy,Romance",2010.0,7.9,1203.0,[],Counter(),0.0
The Mystery of the Double Cross,,,1917.0,,,"['America', 'New York']",Counter({'New York': 1}),0.5
Batman: Year One,2335106.0,,2011.0,,,"['Gotham City', 'Gotham', 'Chicago', 'Gotham City', 'Gotham', 'Gotham']","Counter({'Gotham': 3, 'Chicago': 1})",0.6666666666666666
Frenchie,1450000.0,,1950.0,,,"['Bottleneck', 'Paris', 'New Orleans', 'Bottleneck', 'Chuckaluck', 'New Orleans', 'Bottleneck', 'Bottleneck', 'Chuckaluck', 'Bottleneck']","Counter({'New Orleans': 2, 'Paris': 1})",0.3
When in Rome,,,2002.0,,,"['Rome', 'New York', 'New York']","Counter({'New York': 2, 'Rome': 1})",1.0
World for Ransom,,"Crime,Drama,Film-Noir",1954.0,5.8,660.0,['Singapore'],Counter(),0.0
Way for a Sailor,,"Drama,Romance",1930.0,5.7,668.0,[],Counter(),0.0
Danny Roane: First Time Director,,,2006.0,,,[],Counter(),0.0
Finding North,,"Comedy,Drama,Romance",1998.0,6.4,335.0,['Texas'],Counter({'Texas': 1}),1.0
Bad News Bears,42349782.0,,1976.0,,,[],Counter(),0.0
Crime Wave,,,1954.0,,,[],Counter(),0.0
The Crossing,,,2000.0,,,"['New Jersey', 'Pennsylvania', 'Trenton', 'Washington', 'Trenton']","Counter({'Trenton': 2, 'New Jersey': 1, 'Pennsylvania': 1, 'Washington': 1})",1.0
Audrey Rose,,,1977.0,,,"['New York', 'India', 'India']",Counter({'New York': 1}),0.3333333333333333
City for Conquest,,"Drama,Sport",1940.0,7.2,2767.0,['New York'],Counter({'New York': 1}),1.0
Salsa,8892589.0,"Music,Romance",1988.0,4.8,1298.0,[],Counter(),0.0
Crossing Over,3030259.0,,2009.0,,,"['Mexico', 'Bangladesh', 'Bangladesh', 'America', 'U.S.', 'U.S.', 'Bangladesh', 'US', 'Australia', 'Nigeria', 'the United Kingdom', 'U.S.']",Counter({'Mexico': 1}),0.08333333333333333
Strictly Sexual,,"Comedy,Drama,Romance",2008.0,6.2,5558.0,"['Los Angeles', 'New York', 'Los Angeles']","Counter({'Los Angeles': 2, 'New York': 1})",1.0
Thanks A Million,,,1935.0,,,[],Counter(),0.0
A House Is Not a Home,,"Crime,Drama,History",1964.0,5.8,266.0,[],Counter(),0.0
Cotton Comes to Harlem,,,1970.0,,,[],Counter(),0.0
Anne of Green Gables,793000.0,"Comedy,Drama,Family",1934.0,7.0,1469.0,[],Counter(),0.0
Peter Pan,,"Adventure,Family,Fantasy",1924.0,7.1,1326.0,"['London', 'Neverland', 'Neverland']",Counter({'London': 1}),0.3333333333333333
I Am Sam,97818139.0,Drama,2001.0,7.6,156859.0,[],Counter(),0.0
The Girl in Black Stockings,,,1957.0,,,"['Kanab', 'Utah', 'Los Angeles']","Counter({'Kanab': 1, 'Utah': 1, 'Los Angeles': 1})",1.0
Songcatcher,3050934.0,,2000.0,,,['England'],Counter({'England': 1}),1.0
Freeway,142671.0,Thriller,1988.0,5.1,579.0,[],Counter(),0.0
I Now Pronounce You Chuck and Larry,186072214.0,,2007.0,,,"['New York City', 'Canada', 'Canada']",Counter({'Canada': 2}),0.6666666666666666
What a Woman!,,,1943.0,,,"['New York', 'Hollywood', 'Washington', 'D.C.']","Counter({'New York': 1, 'Hollywood': 1, 'Washington': 1})",0.75
*batteries not included,65088797.0,"Comedy,Family,Fantasy",1987.0,6.6,38348.0,['New York City'],Counter(),0.0
Mikey and Nicky,,,1975.0,,,[],Counter(),0.0
Savage Streets,,"Action,Crime,Drama",1984.0,6.2,5877.0,[],Counter(),0.0
The Boogens,,"Horror,Sci-Fi,Thriller",1981.0,5.5,3319.0,[],Counter(),0.0
Helen of Troy,,,2003.0,,,"['Sparta', 'Sparta', 'Paris', 'Athens', 'Athens', 'Sparta', 'Troy', 'Sparta', 'Troy', 'Troy', 'Troy', 'Troy', 'Troy', 'Paris', 'Troy', 'Paris', 'Paris', 'Paris', 'Troy', 'Troy', 'Paris', 'Sparta']","Counter({'Troy': 9, 'Paris': 6, 'Sparta': 5, 'Athens': 2})",1.0
The Arcadian,,,,,,[],Counter(),0.0
The D.I.,2500000.0,Drama,1957.0,7.3,1051.0,[],Counter(),0.0
Tub Girls,,Romance,1967.0,6.9,66.0,[],Counter(),0.0
Getting Nowhere Faster,,Documentary,2004.0,7.6,10.0,[],Counter(),0.0
Fireproof,33473297.0,"Drama,Romance",2008.0,6.4,24521.0,"['Albany', 'Georgia']","Counter({'Albany': 1, 'Georgia': 1})",1.0
The Net 2.0,,,2006.0,,,"['Istanbul', 'Istanbul']",Counter(),0.0
The Birth of a Race,,,1918.0,,,"['the United States', 'Germany', 'America']",Counter(),0.0
The Bangville Police,,,1913.0,,,[],Counter(),0.0
Halloween 5: The Revenge of Michael Myers,11642254.0,"Horror,Thriller",1989.0,4.9,48705.0,['Haddonfield'],Counter({'Haddonfield': 1}),1.0
Possessed,,,2000.0,,,['France'],Counter(),0.0
The Fairly OddParents in: Channel Chasers,,,2004.0,,,"['Dimmsdale', 'Maho Mushi', 'Maho Mushi']",Counter(),0.0
Obsession,4468000.0,,1976.0,,,"['New Orleans', 'Florence', 'Italy', 'Florence', 'New Orleans']","Counter({'New Orleans': 2, 'Florence': 2, 'Italy': 1})",1.0
How They Get There,,"Action,Comedy,Short",1997.0,7.1,1205.0,[],Counter(),0.0
Elvis and Anabelle,,,2007.0,,,[],Counter(),0.0
"It's Christmastime Again, Charlie Brown",,,1992.0,,,[],Counter(),0.0
The First Power,22424195.0,"Crime,Horror,Thriller",1990.0,5.7,5075.0,['Los Angeles'],Counter({'Los Angeles': 1}),1.0
Mumford,4555459.0,,1999.0,,,[],Counter(),0.0
The Chicken of Tomorrow,,,1948.0,,,[],Counter(),0.0
Dedication,250182.0,,2006.0,,,[],Counter(),0.0
Miami Blues,9888167.0,,1990.0,,,"['California', 'Miami']","Counter({'California': 1, 'Miami': 1})",1.0
Requiem for a Dream,7390108.0,,2000.0,,,"['Brighton Beach', 'Brooklyn', 'Coney Island', 'Manhattan', 'Florida', 'South Carolina', 'New York']","Counter({'Brooklyn': 1, 'Manhattan': 1, 'Florida': 1, 'South Carolina': 1, 'New York': 1})",0.7142857142857143
Wet Gold,,,1984.0,,,[],Counter(),0.0
Single,,,,,,[],Counter(),0.0
The Return of the Man from U.N.C.L.E,,,1983.0,,,[],Counter(),0.0
Revelation,,"Drama,Romance",1924.0,5.0,19.0,[],Counter(),0.0
Hysterical,,,1983.0,,,"['Hellview', 'Oregon']",Counter({'Oregon': 1}),0.5
The Chaos Factor,,,2000.0,,,['Cambodia'],Counter(),0.0
Nothing But Trouble,,,1944.0,,,['Orlandia'],Counter(),0.0
The Richest Girl in the World,,"Comedy,Romance",1934.0,6.3,1035.0,['America'],Counter(),0.0
Trombone Trouble,,"Animation,Comedy,Family",1944.0,6.7,506.0,[],Counter(),0.0
Bad Teacher,216197492.0,,2011.0,,,['Chicago'],Counter({'Chicago': 1}),1.0
Private Eyes,,"Action,Adventure,Comedy",1953.0,6.2,381.0,[],Counter(),0.0
Frostbiter: Wrath of the Wendigo,,,1996.0,,,[],Counter(),0.0
Crimes of Passion,2900000.0,,1984.0,,,[],Counter(),0.0
White Knight,,,,,,"['the United States', 'Mexico']",Counter({'Mexico': 1}),0.5
"Truth or Consequences, N.M.",122046.0,,1997.0,,,"['Las Vegas', 'Mexico']","Counter({'Las Vegas': 1, 'Mexico': 1})",1.0
Berkeley Square,,,1933.0,,,"['the United States', 'England', 'London']","Counter({'England': 1, 'London': 1})",0.6666666666666666
Camp Blood,,,1999.0,,,[],Counter(),0.0
Catlow,,"Comedy,Western",1971.0,5.6,1416.0,"['Fort Smith', 'Hermosillo', 'Mexico']","Counter({'Fort Smith': 1, 'Mexico': 1})",0.6666666666666666
The Pleasure of His Company,,Comedy,1961.0,6.7,924.0,['San Francisco'],Counter({'San Francisco': 1}),1.0
Zero to Sixty,,Comedy,1978.0,5.0,255.0,[],Counter(),0.0
What Just Happened?,,,2008.0,,,"['Hollywood', 'Cannes', 'France', 'Hollywood', 'Cannes', 'Hollywood']",Counter({'Hollywood': 3}),0.5
Shadow on the Wall,,"Comedy,Crime,Drama",1950.0,6.8,1441.0,[],Counter(),0.0
Flywheel,37000.0,Drama,2003.0,6.6,4744.0,[],Counter(),0.0
Dimples,,,1916.0,,,[],Counter(),0.0
Take Out,69816.0,Drama,2004.0,7.1,1407.0,"['New York City', 'the United States', 'Manhattan', 'New York City']",Counter({'Manhattan': 1}),0.25
Tombstone,56505065.0,"Biography,Drama,History",1993.0,7.8,172035.0,"['Tucson', 'Arizona', 'Tombstone', 'Arizona', 'Tombstone', 'Tombstone', 'U.S.', 'Glenwood Springs', 'Colorado', 'Denver', 'Los Angeles']","Counter({'Tombstone': 3, 'Arizona': 2, 'Tucson': 1, 'Glenwood Springs': 1, 'Colorado': 1, 'Denver': 1, 'Los Angeles': 1})",0.9090909090909091
All Over Me,150646.0,,1997.0,,,['New York City'],Counter(),0.0
The Lost Man,,"Crime,Drama,Romance",1969.0,6.0,226.0,[],Counter(),0.0
The Testaments: Of One Fold and One Shepherd,,Drama,2000.0,7.8,910.0,"['America', 'Jerusalem', 'Zarahemla']",Counter({'Jerusalem': 1}),0.3333333333333333
All the Pretty Horses,18133495.0,,2000.0,,,"['San Angelo', 'Texas', 'Mexico', 'Texas', 'Texas', 'Texas']","Counter({'Texas': 4, 'San Angelo': 1, 'Mexico': 1})",1.0
The Far Country,2500000.0,,1955.0,,,"['Dawson City', 'Skagway', 'Canada', 'Dawson']","Counter({'Skagway': 1, 'Canada': 1, 'Dawson': 1})",0.75
Inside Moves,,"Comedy,Drama,Romance",1980.0,7.0,2364.0,"['Oakland', 'California']","Counter({'Oakland': 1, 'California': 1})",1.0
Foolish Wives,,,1922.0,,,['Monte Carlo'],Counter(),0.0
Tarzan's Magic Fountain,,"Action,Adventure,Fantasy",1949.0,5.9,705.0,[],Counter(),0.0
Angels Fall,,,2007.0,,,"['Boston', 'Wyoming']","Counter({'Boston': 1, 'Wyoming': 1})",1.0
Dark Prince: The True Story of Dracula,,,2000.0,,,"['Hungary', 'Wallachia', 'Hungary']",Counter(),0.0
Puppet Master: Axis of Evil,,,2009.0,,,"['Berlin', 'Geneva', 'America', 'America']","Counter({'Berlin': 1, 'Geneva': 1})",0.5
Police Academy,81198894.0,,1984.0,,,[],Counter(),0.0
Hopalong Cassidy Returns,,"Drama,Western",1936.0,7.1,295.0,[],Counter(),0.0
The Ward,,,2010.0,,,[],Counter(),0.0
Professor Tom,,,1948.0,,,[],Counter(),0.0
Evenfall,,"Action,Short",2005.0,8.1,17.0,"['Hong Kong', 'London']",Counter({'London': 1}),0.5
The Joy Luck Club,32861136.0,Drama,1993.0,7.7,18735.0,['San Francisco'],Counter({'San Francisco': 1}),1.0
Toby Tortoise Returns,,"Animation,Comedy,Family",1936.0,6.6,1562.0,[],Counter(),0.0
Intermezzo,,,1939.0,,,[],Counter(),0.0
"Come Back, Little Sheba",3500000.0,"Drama,Romance",1952.0,7.5,5490.0,[],Counter(),0.0
Fires Within,,,1991.0,,,"['Miami', 'Cuba']","Counter({'Miami': 1, 'Cuba': 1})",1.0
Married Flirts,,,1924.0,,,[],Counter(),0.0
Come What May,,"Drama,Romance",2009.0,5.1,202.0,[],Counter(),0.0
The Razor's Edge,,,1946.0,,,"['Chicago', 'Illinois', 'the United States', 'Paris', 'Paris', 'Chicago', 'France', 'India', 'Paris', 'America']","Counter({'Paris': 3, 'Chicago': 2, 'Illinois': 1})",0.6
The Girls of Huntington House,,,1973.0,,,[],Counter(),0.0
Madagascar: Escape 2 Africa,602308178.0,"Adventure,Animation,Comedy",2008.0,6.6,253449.0,"['New York', 'New York', 'Monte Carlo']",Counter({'New York': 2}),0.6666666666666666
Another Fine Mess,,,1930.0,,,['South Africa'],Counter(),0.0
Cast Away,429632142.0,"Adventure,Drama,Romance",2000.0,7.8,651680.0,"['Memphis', 'Tennessee', 'Malaysia']","Counter({'Memphis': 1, 'Tennessee': 1})",0.6666666666666666
Dream a Little Dream,5552441.0,"Comedy,Drama,Romance",1989.0,5.8,8038.0,[],Counter(),0.0
The Pink Tail Fly,,,1965.0,,,[],Counter(),0.0
Predators,127234389.0,,2010.0,,,['Guatemala'],Counter(),0.0
Book of Dragons,,,2011.0,,,[],Counter(),0.0
Death Before Dishonor,4546244.0,,1987.0,,,['United States'],Counter(),0.0
Shark Attack films,,,1999.0,,,[],Counter(),0.0
Pretty Smart,,,1987.0,,,[],Counter(),0.0
Double Dribble,,"Animation,Comedy,Family",1946.0,6.6,1044.0,[],Counter(),0.0
Praying with Anger,1400000.0,,1992.0,,,"['the United States', 'India']",Counter(),0.0
Gee Whiz-z-z-z-z-z-z,,"Animation,Comedy,Family",1956.0,7.5,1264.0,[],Counter(),0.0
Laid to Rest,,"Horror,Thriller",2009.0,5.2,9175.0,['Atlanta'],Counter({'Atlanta': 1}),1.0
The Undefeated,8000000.0,"Action,Adventure,Drama",1969.0,6.6,7774.0,"['Mexico', 'Durango', 'Mexico', 'Mexico']","Counter({'Mexico': 3, 'Durango': 1})",1.0
Under Siege 2: Dark Territory,104324083.0,,1995.0,,,"['Denver', 'Colorado', 'Los Angeles', 'Denver', 'Los Angeles', 'U.S.', 'Washington']","Counter({'Denver': 2, 'Los Angeles': 2, 'Colorado': 1, 'Washington': 1})",0.8571428571428571
They,16130385.0,,2002.0,,,[],Counter(),0.0
The Gunfighter,1950000.0,Western,1950.0,7.7,13047.0,"['Cayenne', 'California']",Counter({'California': 1}),0.5
The Crush,13609396.0,"Crime,Drama,Romance",1993.0,5.8,22987.0,[],Counter(),0.0
Barbershop,77063924.0,"Comedy,Drama",2002.0,6.3,34079.0,"['Chicago', 'Chicago']",Counter({'Chicago': 2}),1.0
Frankenfish,,,2004.0,,,[],Counter(),0.0
Most High,,,2006.0,,,[],Counter(),0.0
Hounded,,,2001.0,,,"['Salt Lake City', 'Utah']","Counter({'Salt Lake City': 1, 'Utah': 1})",1.0
Way...Way Out,,,1966.0,,,"['the United States', 'the Soviet Union', 'US', 'US', 'U.S.']",Counter(),0.0
Rio Bravo,,Western,1959.0,8.0,69557.0,"['Rio Bravo', 'Texas', 'Presidio County', 'Texas', 'Presidio', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'United States', 'Presidio', 'Colorado']","Counter({'Colorado': 9, 'Texas': 2, 'Presidio': 2})",0.8125
A Friend to Die For,,,1994.0,,,[],Counter(),0.0
Space Is the Place,,,1974.0,,,"['Chicago', 'Oakland', 'Oakland']","Counter({'Oakland': 2, 'Chicago': 1})",1.0
"I Do, They Don't",,,2005.0,,,['Vegas'],Counter(),0.0
Good Guys Wear Black,18300000.0,,1978.0,,,"['United States', 'Paris', 'France', 'Nam', 'Vietnam', 'Los Angeles', 'California', 'U.S.']","Counter({'Paris': 1, 'Los Angeles': 1, 'California': 1})",0.375
The Bleeding House,,,2011.0,,,[],Counter(),0.0
The Black Marble,,,1980.0,,,[],Counter(),0.0
No Time for Love,,"Comedy,Romance",1943.0,6.8,1015.0,[],Counter(),0.0
The Wild Party,,"Drama,Romance",1929.0,6.2,578.0,[],Counter(),0.0
The Savages,9610042.0,"Comedy,Drama",2007.0,7.1,38997.0,"['Sun City', 'Arizona', 'Buffalo', 'New York', 'New York City', 'Buffalo', 'Kraków', 'Poland']","Counter({'Buffalo': 2, 'Sun City': 1, 'Arizona': 1, 'New York': 1, 'Poland': 1})",0.75
Sugar,,"Drama,Sport",2008.0,7.2,5225.0,"['San Pedro de Macoris', 'Iowa', 'the Dominican Republic', 'New York City']",Counter({'Iowa': 1}),0.25
Tarzan the Tiger,,"Action,Adventure",1929.0,5.3,155.0,"['Opar', 'England']",Counter({'England': 1}),0.5
A Daughter of the Gods,,,1916.0,,,[],Counter(),0.0
Everybody Does It,,"Comedy,Music,Romance",1949.0,6.6,330.0,"['New York City', 'New York', 'Palm Beach']","Counter({'New York': 1, 'Palm Beach': 1})",0.6666666666666666
Blue Steel,8217997.0,,1990.0,,,['New York City'],Counter(),0.0
The Clique,,,2008.0,,,"['Orlando', 'Westchester', 'NYC']","Counter({'Orlando': 1, 'Westchester': 1})",0.6666666666666666
The Ghosts of Girlfriends Past,102223269.0,,2009.0,,,[],Counter(),0.0
The Client,117615211.0,"Crime,Drama,Mystery",1994.0,6.7,75162.0,"['Louisiana', 'U.S.', 'New Orleans']","Counter({'Louisiana': 1, 'New Orleans': 1})",0.6666666666666666
Miami Rhapsody,5221281.0,"Comedy,Romance",1995.0,5.4,3582.0,[],Counter(),0.0
Spellbinder,657446.0,,1988.0,,,['Los Angeles'],Counter({'Los Angeles': 1}),1.0
Lovin' Molly,,"Drama,Romance",1974.0,5.5,621.0,['Texas'],Counter({'Texas': 1}),1.0
Beyond the Rainbow,,,1922.0,,,[],Counter(),0.0
Poetic Justice,27515786.0,"Drama,Romance",1993.0,6.1,17024.0,"['Los Angeles', 'Oakland', 'Oakland', 'Chicago', 'Chicago', 'Chicago', 'Oakland', 'Oakland', 'Oakland']","Counter({'Oakland': 5, 'Chicago': 3, 'Los Angeles': 1})",1.0
Silk Stockings,2250000.0,"Comedy,Musical,Romance",1957.0,6.8,4397.0,"['Paris', 'Paris', 'Moscow', 'Moscow', 'Paris', 'Moscow', 'Paris']","Counter({'Paris': 4, 'Moscow': 3})",1.0
Heidi,,"Drama,Family,Musical",1937.0,7.2,5062.0,"['Frankfurt', 'Germany']",Counter(),0.0
The Stupid Cupid,,,1944.0,,,[],Counter(),0.0
Ernest Goes to School,,"Comedy,Family,Sport",1994.0,4.6,3024.0,[],Counter(),0.0
Puppet Master 4,,,1993.0,,,[],Counter(),0.0
Mass Appeal,1945658.0,Drama,1984.0,6.7,1148.0,[],Counter(),0.0
Star Trek II: The Wrath of Khan,97000000.0,,1982.0,,,['Regula I.'],Counter(),0.0
Cats Don't Dance,3588602.0,,1997.0,,,"['Kokomo', 'Indiana', 'Hollywood', 'California']","Counter({'Kokomo': 1, 'Indiana': 1, 'Hollywood': 1, 'California': 1})",1.0
Bad Day on the Block,,"Drama,Thriller",1997.0,5.3,2024.0,"['Los Angeles', 'L.A.']",Counter({'Los Angeles': 1}),0.5
The Unholy,,,,,,[],Counter(),0.0
The 5th Monkey,,,1990.0,,,['Brazil'],Counter({'Brazil': 1}),1.0
Carnival in Costa Rica,,"Music,Romance",1947.0,5.8,196.0,"['Costa Rica', 'the United States', 'States', 'Costa Rica', 'Kansas', 'Costa Rica', 'Kansas', 'Costa Rica']",Counter({'Kansas': 2}),0.25
Raffles,,,1925.0,,,"['India', 'England', 'London']","Counter({'England': 1, 'London': 1})",0.6666666666666666
Task Force,,"Drama,War",1949.0,6.6,1208.0,"['Hawaii', 'Annapolis', 'Japan', 'Manchuria', 'Washington']","Counter({'Hawaii': 1, 'Annapolis': 1, 'Washington': 1})",0.6
Carbine Williams,1750000.0,"Biography,Crime,Drama",1952.0,6.9,2127.0,[],Counter(),0.0
Men at Work,16247964.0,,1990.0,,,['Las Playas'],Counter(),0.0
Our Vines Have Tender Grapes,,"Drama,Family",1945.0,7.6,2421.0,"['Wisconsin', 'Fuller Junction']",Counter({'Wisconsin': 1}),0.5
The Players Club,,,1998.0,,,['St. Louis'],Counter(),0.0
Lila,,"Crime,Horror,Romance",1968.0,4.8,399.0,[],Counter(),0.0
The Juggler,,"Drama,History,War",1953.0,6.5,746.0,"['Haifa', 'Israel', 'Germany']",Counter(),0.0
Dahmer,144008.0,,2002.0,,,"['Bath', 'Ohio', 'Milwaukee', 'Wisconsin']","Counter({'Bath': 1, 'Ohio': 1, 'Milwaukee': 1, 'Wisconsin': 1})",1.0
The Spook Who Sat By The Door,,,1973.0,,,"['Chicago', 'Chicago', 'Chicago', 'the United States', 'Chicago', 'Chicago', 'the United States', 'Chicago', 'America']",Counter({'Chicago': 6}),0.6666666666666666
ATM,,,2012.0,,,[],Counter(),0.0
Tillie and Gus,,Comedy,1933.0,6.9,545.0,"['Shanghai', 'China', 'Lone Gulch', 'Alaska', 'Seattle', 'Danville', 'Danville', 'Danville']","Counter({'Danville': 3, 'China': 1, 'Alaska': 1, 'Seattle': 1})",0.75
The Terminal Man,,,1974.0,,,[],Counter(),0.0
Physical Evidence,3560932.0,"Crime,Mystery,Romance",1989.0,5.2,2159.0,[],Counter(),0.0
Seven Pounds,168168201.0,"Drama,Mystery,Thriller",2008.0,7.6,318213.0,[],Counter(),0.0
Zombie bloodbath,,,1993.0,,,[],Counter(),0.0
That Forsyte Woman,3710000.0,,1949.0,,,['London'],Counter({'London': 1}),1.0
Mickey's Explorers,,,1930.0,,,[],Counter(),0.0
Empty Cradle,,,1993.0,,,[],Counter(),0.0
Pirates of Silicon Valley,,,1999.0,,,['San Francisco'],Counter({'San Francisco': 1}),1.0
Shining Victory,,Drama,1941.0,6.5,824.0,"['Budapest', 'London', 'China', 'China']","Counter({'China': 2, 'London': 1})",0.75
We Live Again,,"Drama,Romance,War",1934.0,6.3,546.0,['Moscow'],Counter({'Moscow': 1}),1.0
The Mothering Heart,,,1913.0,,,[],Counter(),0.0
Diamond Horseshoe,,"Musical,Romance",1945.0,6.5,312.0,[],Counter(),0.0
Supertwink,,,2006.0,,,[],Counter(),0.0
The Great Moment,,,1921.0,,,"['Nevada', 'Washington']","Counter({'Nevada': 1, 'Washington': 1})",1.0
The Long Shot,,,2004.0,,,"['Colorado', 'California']","Counter({'Colorado': 1, 'California': 1})",1.0
The Ballad of Jack and Rose,916051.0,,2005.0,,,['Vermont'],Counter({'Vermont': 1}),1.0
A Stolen Life,,Drama,1946.0,7.2,4200.0,"['Chile', 'Chile']",Counter(),0.0
"Captain Newman, M.D.",,,1963.0,,,['Arizona'],Counter({'Arizona': 1}),1.0
The Mississippi Gambler,3000000.0,"Romance,Western",1953.0,6.6,865.0,['New Orleans'],Counter({'New Orleans': 1}),1.0
Betty Boop's Ker-Choo,,,1933.0,,,[],Counter(),0.0
The Halliday Brand,,Western,1957.0,6.3,525.0,[],Counter(),0.0
Tree's a Crowd,,,,,,[],Counter(),0.0
Hey Arnold!: The Movie,15249308.0,,2002.0,,,[],Counter(),0.0
The Amati Girls,49136.0,,2001.0,,,['Philadelphia'],Counter({'Philadelphia': 1}),1.0
Frederic Remington: The Truth of Other Days,,,1991.0,,,[],Counter(),0.0
Bloodthirsty Butchers,,,1970.0,,,[],Counter(),0.0
Samurai Vampire Bikers From Hell,,,2002.0,,,"['Hollywood', 'California']","Counter({'Hollywood': 1, 'California': 1})",1.0
Killer Tomatoes Strike Back,,,1990.0,,,[],Counter(),0.0
West Bank Story,,"Comedy,Musical,Romance",2005.0,7.2,1710.0,['Beverly Hills'],Counter({'Beverly Hills': 1}),1.0
Up in Flames,,,1973.0,,,[],Counter(),0.0
Cadillac Man,27627310.0,"Comedy,Crime",1990.0,5.7,16160.0,['Queens'],Counter({'Queens': 1}),1.0
Face of a Fugitive,,,1959.0,,,"['Tangle Blue', 'Wyoming', 'Tangle Blue', 'Tangle Blue']",Counter({'Wyoming': 1}),0.25
Delgo,915840.0,,2007.0,,,"['Jhamora', 'Sedessa']",Counter(),0.0
Stephen Tobolowsky's Birthday Party,,"Comedy,Documentary,Drama",2005.0,7.8,307.0,"['Malibu', 'Los Angeles', 'LA']","Counter({'Malibu': 1, 'Los Angeles': 1, 'LA': 1})",1.0
The Red Lantern,,,1919.0,,,['China'],Counter({'China': 1}),1.0
Bartok the Magnificent,,,1999.0,,,"['Russia', 'Moscow', 'Moscow', 'St. Petersburg', 'Moscow']","Counter({'Moscow': 3, 'Russia': 1})",0.8
Self Medicated,,,2007.0,,,['Las Vegas'],Counter({'Las Vegas': 1}),1.0
Rings,,,2005.0,,,[],Counter(),0.0
The Sinister Urge,,,1961.0,,,[],Counter(),0.0
Play Girl,,,1941.0,,,"['Miami', 'Chicago', 'Chicago', 'New York City', 'Miami']","Counter({'Miami': 2, 'Chicago': 2})",0.8
The Package,10647219.0,"Action,Crime,Drama",1989.0,6.4,12039.0,"['the United States', 'the Soviet Union', 'Chicago', 'the United States', 'Chicago']",Counter({'Chicago': 2}),0.4
Love Bites,,"Comedy,Horror,Romance",1993.0,5.4,668.0,[],Counter(),0.0
The Yearling,,"Drama,Family,Western",1946.0,7.2,6584.0,"['Lake George', 'Florida']","Counter({'Lake George': 1, 'Florida': 1})",1.0
Intimate Strangers,,,1977.0,,,['Florida'],Counter({'Florida': 1}),1.0
Trancers 4: Jack of Swords,,,1994.0,,,[],Counter(),0.0
Gorky Park,15856028.0,"Crime,Drama,Mystery",1983.0,6.7,16620.0,"['New York', 'the Soviet Union', 'Russia', 'Stockholm', 'Russia']","Counter({'Russia': 2, 'New York': 1, 'Stockholm': 1})",0.8
The Unholy Wife,,"Crime,Drama,Film-Noir",1957.0,5.6,646.0,['Napa Valley'],Counter(),0.0
Parrish,,Drama,1961.0,6.5,1262.0,['Connecticut'],Counter({'Connecticut': 1}),1.0
The Tingler,,"Horror,Sci-Fi",1959.0,6.6,9867.0,[],Counter(),0.0
The Hills Have Eyes 2,67915885.0,,2007.0,,,['New Mexico'],Counter({'New Mexico': 1}),1.0
Recess Christmas: Miracle on Third Street,,,2001.0,,,[],Counter(),0.0
Arabian Nights,,,2000.0,,,"['Baghdad', 'Baghdad', 'Damascus', 'Damascus', 'Constantinople', 'Constantinople', 'Samarkand', 'Samarkand', 'Mecca', 'Baghdad', 'Yemen', 'Petra', 'Yemen']","Counter({'Damascus': 2, 'Mecca': 1})",0.23076923076923078
The Reading Room,,,2005.0,,,[],Counter(),0.0
Tom and Cherie,,,1955.0,,,[],Counter(),0.0
Morocco,,"Drama,Romance",1930.0,7.0,7747.0,['Morocco'],Counter({'Morocco': 1}),1.0
The Mist,57293715.0,"Horror,Sci-Fi,Thriller",2007.0,7.1,350048.0,[],Counter(),0.0
High Society,,"Comedy,Family",1955.0,6.1,418.0,[],Counter(),0.0
Money Talks,48407611.0,"Action,Comedy,Crime",1997.0,6.2,31742.0,[],Counter(),0.0
Will Success Spoil Rock Hunter?,4900000.0,,1957.0,,,[],Counter(),0.0
Fluke,3987649.0,"Drama,Family,Fantasy",1995.0,6.6,7614.0,[],Counter(),0.0
Toys in the Attic,,Drama,1963.0,6.7,1378.0,"['Illinois', 'New Orleans']","Counter({'Illinois': 1, 'New Orleans': 1})",1.0
Orchestra Wives,,"Drama,Musical,Romance",1942.0,6.8,1170.0,[],Counter(),0.0
One Hot Summer Night,,,1998.0,,,[],Counter(),0.0
Perils of Nyoka,,Drama,1942.0,7.3,184.0,[],Counter(),0.0
That Certain Woman,,"Drama,Romance",1937.0,6.4,1734.0,[],Counter(),0.0
A.D.,,,2010.0,,,"['Las Vegas', 'Nevada']","Counter({'Las Vegas': 1, 'Nevada': 1})",1.0
Grizzly Park,,,2008.0,,,"['Grizzly Park', 'Grizzly Park']",Counter(),0.0
Hangar 18,,Sci-Fi,1980.0,5.3,3112.0,['Arizona'],Counter({'Arizona': 1}),1.0
Garfield Gets Real,,,2007.0,,,[],Counter(),0.0
The Ox-Bow Incident,,,1943.0,,,"['Nevada', ""Bridger's Wells"", 'Hollywood']","Counter({'Nevada': 1, 'Hollywood': 1})",0.6666666666666666
