title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
Fight for the Planet,,Documentary,2009.0,8.1,15.0,[],Counter(),0.0
Dragon Tiger Gate,,,2006.0,,,[],Counter(),0.0
The President's Last Bang,6287722.0,,2005.0,,,[],Counter(),0.0
Pacar Ketinggalan Kereta,,"Drama,Romance",1989.0,7.1,198.0,[],Counter(),0.0
Yash,,,1996.0,,,[],Counter(),0.0
Annum Innum Ennum,,,2012.0,,,[],Counter(),0.0
[[Caltiki - Il mostro immortale]],,,1959.0,,,['Mexico City'],Counter(),0.0
Shakedown: Return of the Sontarans,,,1994.0,,,[],Counter(),0.0
Jayasimha,,Drama,1955.0,7.7,20.0,['Malava Kingdom'],Counter(),0.0
NANA 2,,,2006.0,,,[],Counter(),0.0
Paathshaala,,,2009.0,,,['Mirpurkhas'],Counter(),0.0
Outlaw,,"Action,Crime,Drama",2007.0,5.7,12863.0,"['London', 'Falklands', 'Afghanistan', 'Iraq']",Counter(),0.0
Romeoo,,,2007.0,,,"['Agraharam', 'Agraharam']",Counter(),0.0
Like a Dragon,,,2007.0,,,"['Kamurocho', 'Tokyo', 'Shinjuku', 'Kamurocho']",Counter({'Kamurocho': 2}),0.5
Strong Is the Seed,,,1949.0,,,"['Australia', 'Queanbeyan', 'England']",Counter(),0.0
Doctor in the House,,Comedy,1954.0,6.6,1662.0,"['London', 'London']",Counter(),0.0
Razia Sultan,,,,,,['Delhi'],Counter(),0.0
Rokkk,,,2010.0,,,[],Counter(),0.0
Disco Dancer,,,1982.0,,,['India'],Counter(),0.0
First Squad,,,2009.0,,,[],Counter(),0.0
The Full Monty,,"Comedy,Drama",1997.0,7.2,115550.0,"['Sheffield', 'South Yorkshire', 'Chippendale']",Counter(),0.0
Black Belly of the Tarantula,,,1971.0,,,[],Counter(),0.0
Pisau Cukur,,,2009.0,,,['Bangkok'],Counter(),0.0
The Kid Stakes,,,1927.0,,,['Woolloomooloo'],Counter(),0.0
Crossing Hennessy,439766.0,,2010.0,,,['Wan Chai'],Counter(),0.0
Just a Girl,,,1916.0,,,[],Counter(),0.0
Unnikrishnante Adyathe Christmas,,,1989.0,,,[],Counter(),0.0
Naajayaz,,,1995.0,,,[],Counter(),0.0
Evil Cat,,,1986.0,,,[],Counter(),0.0
Romantik Komedi,3974799.0,,2010.0,,,[],Counter(),0.0
Dragon Ball: Mystical Adventure,,,1988.0,,,"['Mifan', 'Mifan', 'Mifan']",Counter(),0.0
You Pet,7039663.0,,2011.0,,,[],Counter(),0.0
Far Cry,753264.0,"Action,Adventure,Sci-Fi",2008.0,3.2,15160.0,['Germany'],Counter(),0.0
Misty Island Rescue,,,2010.0,,,"['Sodor', 'Sodor', 'Sodor']",Counter(),0.0
Camera Buff,,,1989.0,,,"['Wielice', 'Kraków']",Counter(),0.0
Break Through!,,,2004.0,,,[],Counter(),0.0
Guru Sishyan,,,1988.0,,,[],Counter(),0.0
La vida por Peron,,,2005.0,,,['Argentina'],Counter(),0.0
Osmanli Kartali,,,1969.0,,,['the Russian Empire'],Counter(),0.0
Cannibal Ferox,,,1981.0,,,"['New York City', 'U.S.', 'Paraguay']",Counter({'New York City': 1}),0.3333333333333333
Skin,,"Drama,Short,Thriller",1995.0,6.6,187.0,"['Brixton', 'London']",Counter(),0.0
The Red Detachment of Women,,,1970.0,,,[],Counter(),0.0
The Plank,,Comedy,1967.0,6.7,1670.0,[],Counter(),0.0
Horrors of the Black Museum,,,1959.0,,,[],Counter(),0.0
L'etoile du nord,,,1982.0,,,"['Belgium', 'France']",Counter(),0.0
Rules of Dating,11016544.0,,2005.0,,,[],Counter(),0.0
Nam Naadu,,,2007.0,,,['Delhi'],Counter(),0.0
An Evening in Paris,,,1967.0,,,"['India', 'Paris', 'France', 'Paris']",Counter(),0.0
The Italian Straw Hat,,,1928.0,,,[],Counter(),0.0
Take Aim,,,1975.0,,,['USSR'],Counter(),0.0
Aas Paas,,,1981.0,,,[],Counter(),0.0
Nanjupuram,,,2011.0,,,['Nanjupuram'],Counter(),0.0
The Stranger In Between,,,1952.0,,,"['London', 'London', 'London', 'Scotland', 'Ireland', 'Scotland']",Counter(),0.0
Norwegian Wood,,,2010.0,,,"['Tokyo', 'Tokyo', 'Kyoto']",Counter(),0.0
The Good Die Young,,,1954.0,,,['the United States'],Counter({'the United States': 1}),1.0
Plumiferos,,,2010.0,,,[],Counter(),0.0
Guantanamera,,,1994.0,,,"['Guantánamo', 'Havana', 'Havana']",Counter(),0.0
Flirting Scholar,,,1993.0,,,['China'],Counter(),0.0
One Man Show,,,2001.0,,,[],Counter(),0.0
Cat City,,,1986.0,,,['Pokyo'],Counter(),0.0
Jubilee,,,1977.0,,,['Britain'],Counter(),0.0
Top Cat,15066652.0,,2011.0,,,['Strickland'],Counter({'Strickland': 1}),1.0
Kurukkante Kalyanam,,,1982.0,,,[],Counter(),0.0
Love Sick,,,2006.0,,,['Romania'],Counter(),0.0
The Temptation of Barbizon,,,1946.0,,,[],Counter(),0.0
Bangaram,,,2006.0,,,"['Bhoooma', 'Vindhya']",Counter(),0.0
Chilbeontong sosageon,,,1936.0,,,[],Counter(),0.0
Evil Under the Sun,6110000.0,,1982.0,,,"['Yorkshire', 'New York', 'Tyrania', 'New York', 'England', 'England', 'London']",Counter({'New York': 2}),0.2857142857142857
The Monkey's Mask,45826.0,"Crime,Mystery,Thriller",2000.0,5.1,1666.0,['Brisbane'],Counter(),0.0
Lone Wolf and Cub: White Heaven in Hell,,,1974.0,,,['Japan'],Counter(),0.0
L'Innocente,,,1976.0,,,[],Counter(),0.0
Andha Naal,,"Crime,Mystery,Thriller",1954.0,8.0,489.0,"['Madras', 'Triplicane', 'Chennai', 'Trichy', 'Ambujam', 'Ambujam', 'Chennai', 'Japan']",Counter({'Madras': 1}),0.125
Sa majeste Minor,,,,,,[],Counter(),0.0
Sisters,,,2001.0,,,['Russia'],Counter(),0.0
Ab Tak Chhappan,,,2004.0,,,"['Mumbai', 'Rajashekhar', 'India', 'Rajashekhar', 'Pune']",Counter(),0.0
Happy Birthday to Me,,"Horror,Mystery,Thriller",1981.0,6.0,11650.0,[],Counter(),0.0
XXY,,,2007.0,,,"['Argentina', 'Uruguay', 'Argentina']",Counter(),0.0
Mahaanta: The Film,,"Action,Crime,Drama",1997.0,4.1,217.0,"['Bombay', 'Bombay', 'Bombay']",Counter(),0.0
Final Yamato,,,1983.0,,,"['The Galman Empire', 'Galmania']",Counter(),0.0
Playing the Victim,,,2006.0,,,['Russia'],Counter(),0.0
Lucky Man,,,1995.0,,,"['Tamil Nadu', 'Tamil Nadu']",Counter(),0.0
Beyond the Law,,,1968.0,,,['Silverton'],Counter({'Silverton': 1}),1.0
Early Frost,,,,,,['Australia'],Counter(),0.0
Tabou,,,2010.0,,,[],Counter(),0.0
The Curse of the Mummy's Tomb,,,1964.0,,,"['Egypt', 'London', 'England']",Counter(),0.0
A Matter of Loaf and Death,,"Animation,Comedy,Crime",2008.0,7.6,18785.0,[],Counter(),0.0
Shackleton,,,2002.0,,,[],Counter(),0.0
Rotation,,,1949.0,,,"['Berlin', 'Germany']",Counter(),0.0
Christine,,,1958.0,,,[],Counter(),0.0
One Missed Call,16234612.0,,2005.0,,,['Tokyo'],Counter(),0.0
Ivan the Terrible,,,1944.0,,,"['Russia', 'Kazan', 'Kazan', 'Kazan', 'Kazan', 'Kazan', 'Russia', 'Moscow', 'Poland', 'Moscow', 'Moscow', 'Moscow']",Counter(),0.0
Rhubarb Rhubarb,,"Comedy,Short",1980.0,6.6,155.0,[],Counter(),0.0
Enas delikanis,,Comedy,1963.0,7.4,62.0,['Ladochori'],Counter(),0.0
To Whom Does the World Belong?,,,1932.0,,,['Berlin'],Counter(),0.0
South American George,,Comedy,1941.0,6.1,121.0,[],Counter(),0.0
Cadavres,,,,,,[],Counter(),0.0
Daughters of Pharmacist Kim,,,1963.0,,,[],Counter(),0.0
Two Great Sheep,,,2004.0,,,"['Yunnan province', 'Zhaotong', 'China', 'Beijing']",Counter(),0.0
Road,,Thriller,2002.0,5.7,1393.0,"['Delhi', 'Rajgarh', 'Alwar', 'Rajasthan']",Counter(),0.0
Waltzing Matilda,,Comedy,1933.0,6.2,11.0,[],Counter(),0.0
Love The Beast,,,2009.0,,,[],Counter(),0.0
Bevor der Blitz einschlagt,,,,,,[],Counter(),0.0
White Bim Black Ear,,,1977.0,,,[],Counter(),0.0
Sons,,,2006.0,,,['Oslo'],Counter(),0.0
"Two Living, One Dead",,"Crime,Drama,Thriller",1961.0,7.3,81.0,[],Counter(),0.0
Hum Dono,,,1985.0,,,['Bombay'],Counter(),0.0
Jeevan Ki Shatranj,,,1993.0,,,[],Counter(),0.0
Cinema in Sudan: conversations with Gadalla Gubara,,,2008.0,,,"['Sudan', 'Nigeria']",Counter({'Sudan': 1}),0.5
Case Closed: Captured in Her Eyes,,,2000.0,,,[],Counter(),0.0
Spin the Bottle,,,2003.0,,,['Lourdes'],Counter(),0.0
Zift,,,2008.0,,,"['Sofia', 'Bulgaria', 'Sofia', 'Barcelona', 'Sofia']",Counter(),0.0
Mechanic Alludu,,,1993.0,,,[],Counter(),0.0
Anveshana,,,1985.0,,,[],Counter(),0.0
Anupama,,"Drama,Romance",1966.0,7.4,547.0,"['Bombay', 'Mahabaleshwar']",Counter(),0.0
Kuro Arirang,,,1989.0,,,['Seoul'],Counter(),0.0
Rocky: The Rebel,,,2006.0,,,"['India', 'England', 'India', 'Mumbai']",Counter(),0.0
"Rasputin, the Mad Monk",,,1966.0,,,['St. Petersburg'],Counter(),0.0
Budo: The Art of Killing,,,1979.0,,,"['Japan', 'Japan']",Counter(),0.0
Kaal,,,2005.0,,,[],Counter(),0.0
Vanjikkottai Valiban,,,1958.0,,,"['Vanjikottai Kingdom', 'Ratna Island', 'Vanjikottai', 'Vanjikottai', 'Vanjikkottai', 'Vanjikottai', 'Vanjikottai', 'Velan', 'Vanjikottai']",Counter(),0.0
Naagu,,,1984.0,,,[],Counter(),0.0
The Fire Raisers,,"Crime,Thriller",1934.0,5.8,217.0,[],Counter(),0.0
Varannan vecka,,"Comedy,Drama,Romance",2006.0,5.4,911.0,['Pontus'],Counter(),0.0
Cecilia,,,1982.0,,,['Cuba'],Counter(),0.0
Zameer: The Awakening of a Soul,,Action,1997.0,4.1,46.0,"['Bombay', 'Jamalpur', 'Uttar Pradesh']",Counter(),0.0
The Mystery of the Third Planet,,,,,,[],Counter(),0.0
Les Bronzes,,,1978.0,,,"['the Ivory Coast', 'Assinie']",Counter({'the Ivory Coast': 1}),0.5
W.E,,,2011.0,,,['New York'],Counter({'New York': 1}),1.0
Carry on Admiral,,,1957.0,,,[],Counter(),0.0
French Film,,,2009.0,,,[],Counter(),0.0
The Children of Huang Shi,7782470.0,,2008.0,,,"['Hertfordshire', 'England', 'China', 'Nanjing', 'China', 'Nanjing']",Counter(),0.0
Pure Shit,,,1975.0,,,['Melbourne'],Counter(),0.0
The Apprenticeship of Duddy Kravitz,,,1974.0,,,"['Montreal', 'Canada', 'New York', 'the United States']","Counter({'New York': 1, 'the United States': 1})",0.5
City Hunter,,,1993.0,,,[],Counter(),0.0
Spider,5808941.0,,2002.0,,,['London'],Counter(),0.0
Help Me Eros,,,2008.0,,,"['Kaohsiung', 'Taiwan']",Counter(),0.0
Love Stories,,,1997.0,,,"['Poland', 'America']",Counter({'America': 1}),0.5
Red Road,,,2006.0,,,['Glasgow'],Counter(),0.0
Gulabi,,,1996.0,,,"['Dubai', 'Dubai', 'Hyderabad']",Counter(),0.0
Doing Time for Patsy Cline,,,1997.0,,,"['Nashville', 'Tennessee']","Counter({'Nashville': 1, 'Tennessee': 1})",1.0
Comrade,,,2012.0,,,['Grotli'],Counter(),0.0
Pin...,,,1988.0,,,[],Counter(),0.0
Krithyam,,,2005.0,,,[],Counter(),0.0
The Maggie,,,1954.0,,,[],Counter(),0.0
Aadyathe Kanmani,,,1995.0,,,[],Counter(),0.0
Hermit Village,,,1961.0,,,['Taoyuan'],Counter(),0.0
Mobile Suit Gundam 0080: War in the Pocket,,,,,,[],Counter(),0.0
Haseena Maan Jayegi,,,1968.0,,,[],Counter(),0.0
Varumayin Niram Sigappu,,,1980.0,,,['India'],Counter(),0.0
Shaolin Temple,,,1976.0,,,"['Shaolin', 'Shaolin', 'Shaolin']",Counter(),0.0
Awaydays,,"Crime,Drama",2009.0,5.7,3812.0,"['Birkenhead', 'Berlin', 'Chester', 'Wrexham', 'Berlin']",Counter(),0.0
Puthiya Sagaptham,,,1985.0,,,[],Counter(),0.0
Unfair Competition,,,,,,"['Rome', 'Italy', 'Rome']",Counter(),0.0
Das Testament des Dr. Mabuse,,,1932.0,,,[],Counter(),0.0
Decalogue VII,,,1988.0,,,"['Canada', 'Warsaw', 'Canada']",Counter(),0.0
Suyamariyadhai,,,1992.0,,,[],Counter(),0.0
Godfather,,,1989.0,,,[],Counter(),0.0
The Final Judgement,,,,,,[],Counter(),0.0
Ramalayam,,,1971.0,,,['Kantham'],Counter(),0.0
Lel Chamel,,,2010.0,,,[],Counter(),0.0
Pontos,,"Drama,Short",2008.0,7.7,10.0,[],Counter(),0.0
Munje!,,,,,,['Belgrade'],Counter(),0.0
Agnidevan,,,1995.0,,,[],Counter(),0.0
Raja Bakthi,,,1956.0,,,[],Counter(),0.0
Atanarjuat,5998310.0,,2001.0,,,"['Igloolik', 'Igloolik', 'Igloolik', 'Igloolik', 'Igloolik', 'Igloolik', 'Igloolik', 'Igloolik', 'Igloolik']",Counter(),0.0
Umrao Jaan,1371723.0,"Drama,Romance",2006.0,5.4,2078.0,"['Faizabad', 'Lucknow', 'Ghari', 'Daulatabad', 'Ghari', 'Ghari', 'Lucknow', 'Lucknow', 'Faizabad', 'Lucknow', 'Lucknow']",Counter(),0.0
Rakhi,,"Action,Crime,Drama",2006.0,6.3,1480.0,['USA'],Counter({'USA': 1}),1.0
Mutiny on the Buses,,,1972.0,,,[],Counter(),0.0
Man About Dog,,,2004.0,,,"['West Belfast', 'Ireland', 'the Republic of Ireland', 'Clonmel', 'Ireland', 'Clonmel', 'Dublin', 'Clonmel', 'West Belfast']",Counter(),0.0
Paduka Pattabhishekam,,,1945.0,,,"['Ayodhya', 'Ayodhya']",Counter(),0.0
Pammal K. Sambandam,,Comedy,2002.0,7.2,1833.0,[],Counter(),0.0
Little Jerusalem,,,2005.0,,,[],Counter(),0.0
Alien Thunder,,Western,1974.0,4.6,389.0,[],Counter(),0.0
Worth the Risk?,,"Documentary,Short",1948.0,5.8,8.0,[],Counter(),0.0
Lady Chatterley's Lover,,,1981.0,,,[],Counter(),0.0
Nobody Knows,2265264.0,,2004.0,,,['Tokyo'],Counter(),0.0
Some Girls Do,,,1969.0,,,[],Counter(),0.0
Bluff Master,,"Comedy,Drama,Romance",1963.0,6.0,148.0,[],Counter(),0.0
Games of Love and Chance,,,2003.0,,,['Paris'],Counter(),0.0
Bugis Street,,,1995.0,,,"['Malacca', 'West Malaysia', 'Singapore', 'Paris']",Counter(),0.0
Rififi,,,1955.0,,,"['London', 'London', 'Paris', 'Paris']",Counter(),0.0
A Private Function,,,1984.0,,,[],Counter(),0.0
Robbery Under Arms,,Drama,1907.0,4.3,27.0,['Keightley'],Counter(),0.0
No,,"Comedy,Drama",1998.0,7.0,451.0,"['Montreal', 'Montreal', 'Osaka', 'Japan', 'Montreal', 'Japan', 'Montreal', 'Hiroshima', 'Vancouver', 'Montreal']",Counter(),0.0
Tadipaar,,,1993.0,,,[],Counter(),0.0
Helmia ja sikoja,,,2003.0,,,[],Counter(),0.0
Tres Mujeres en la Hoguera,,,1976.0,,,['Mexico'],Counter(),0.0
Oru Cheru Punchiri,,,2000.0,,,[],Counter(),0.0
The Moon and the Stars,,,2007.0,,,['Rome'],Counter(),0.0
Olsenbanden tar gull,,,1972.0,,,"['Norway', 'Sørlandet', 'Majorca', 'Oslo']",Counter(),0.0
Close to Leo,,,2002.0,,,"['Paris', 'Brittany']",Counter(),0.0
Sundara Pandian,,,1998.0,,,[],Counter(),0.0
Gabrielle,,,2006.0,,,"['Paris', 'Paris']",Counter(),0.0
21 Days,,"Crime,Drama,Romance",1940.0,6.1,1292.0,[],Counter(),0.0
The Twelve Tasks of Asterix,,,1976.0,,,"['Armorica', 'Paris', 'Rome', 'the Isle of Pleasure', 'Rome', 'the Isle of Pleasure']",Counter(),0.0
The Other Side of the Bed,,,2002.0,,,['Madrid'],Counter(),0.0
Sollathan Ninaikiren,,,1973.0,,,[],Counter(),0.0
9 Songs,,,2004.0,,,"['London', 'England', 'London', 'the United States']",Counter({'the United States': 1}),0.25
Killer Butterfly,,,1978.0,,,[],Counter(),0.0
Haircut,,,1995.0,,,['Lisbon'],Counter(),0.0
Somebody Else's Child,,,1975.0,,,[],Counter(),0.0
Danger List,,,1959.0,,,[],Counter(),0.0
With What Voice,,,2009.0,,,"['Lisbon', 'France']",Counter(),0.0
Supermarket Woman,,,1996.0,,,['Japan'],Counter(),0.0
Tum,,,2004.0,,,[],Counter(),0.0
Fairy Tale Killer,,,2012.0,,,[],Counter(),0.0
Konikar Ramdhenu,,,2003.0,,,[],Counter(),0.0
Occult,,,2009.0,,,['Tokyo'],Counter(),0.0
Tasmania Story,,,1990.0,,,"['Australia', 'Sydney']",Counter(),0.0
Pancho Villa,,"Action,Biography,Comedy",1972.0,4.6,735.0,[],Counter(),0.0
November 1828,,"Drama,War",1979.0,7.0,220.0,[],Counter(),0.0
Tampopo,,,1985.0,,,[],Counter(),0.0
Bungala Boys,,,1964.0,,,"['Bungala Beach', 'Sydney']",Counter(),0.0
Double X: The Name of the Game,,,1992.0,,,[],Counter(),0.0
Jaanemann,,,2006.0,,,"['New York', 'Houston', 'New York City', 'India']","Counter({'New York': 1, 'Houston': 1, 'New York City': 1})",0.75
Bambai Ka Babu,,,1960.0,,,"['India', 'Bombay', 'Jogendranagar']",Counter(),0.0
Kal Ho Naa Ho,,,2007.0,,,['New York City'],Counter({'New York City': 1}),1.0
Martial Club,,,1981.0,,,[],Counter(),0.0
22 Bullets,,,2010.0,,,[],Counter(),0.0
Do Gaz Zameen Ke Neeche,,,1972.0,,,[],Counter(),0.0
Gumnaam,,,1965.0,,,[],Counter(),0.0
"Masculin, feminin",,,1966.0,,,['New York'],Counter({'New York': 1}),1.0
As Luck Would Have It,,,2002.0,,,['Switzerland'],Counter(),0.0
Pakshe,,"Drama,Romance",1994.0,7.2,306.0,[],Counter(),0.0
The Zombie King,,,2012.0,,,[],Counter(),0.0
Lolita: Vibrator Torture,,,1987.0,,,['Shinjuku'],Counter(),0.0
Aladin,,,2009.0,,,['Khwaish'],Counter(),0.0
Himalay Putra,,"Action,Drama,Romance",1997.0,4.3,157.0,[],Counter(),0.0
Elizabeth I,,,2005.0,,,"['France', 'Spain', 'Leicester', 'Anjou', 'England', 'Spain', 'Spain', 'England', 'Spain', 'England', 'Tilbury', 'Lisbon', 'England', 'Cadiz', 'Scotland', 'Ireland', 'England', 'London', 'Spain']",Counter(),0.0
Amarcord,,"Comedy,Drama",1973.0,7.8,47583.0,"['Borgo', 'Saint Louis']",Counter({'Saint Louis': 1}),0.5
If I Should Fall,,"Documentary,Drama,History",2010.0,8.9,24.0,"['London', 'Ontario', 'Afghanistan', 'Petawawa', 'Ont', '.', 'Afghanistan']",Counter(),0.0
Benny and Babloo,,,2010.0,,,['Mumbai'],Counter(),0.0
El diputado,,,1978.0,,,"['Madrid', 'Spain']",Counter(),0.0
Buffalo Soldiers,2300684.0,"Comedy,Crime,Drama",2001.0,6.7,25766.0,"['Germany', 'Hawaii']",Counter({'Hawaii': 1}),0.5
Vinodayathra,,,,,,[],Counter(),0.0
Alien Autopsy,,"Biography,Comedy,Sci-Fi",2006.0,5.9,7735.0,"['America', 'London', 'Miami', 'Florida', 'Roswell', 'New Mexico']","Counter({'America': 1, 'Miami': 1, 'Florida': 1, 'Roswell': 1, 'New Mexico': 1})",0.8333333333333334
The Masque of the Red Death,,,1964.0,,,[],Counter(),0.0
Ong-Bak: Muay Thai Warrior,,,2003.0,,,"['Ban Nong Pradu', 'Thailand', 'Bangkok']",Counter(),0.0
Moster fra Mols,,"Comedy,Family",1943.0,5.8,36.0,[],Counter(),0.0
Mansfield Park,4775847.0,,1999.0,,,"['Mansfield', 'Antigua', 'Antigua', 'London', 'Brighton', 'Mansfield', 'Mansfield', 'Antigua']",Counter({'Mansfield': 3}),0.375
Prayanam,,,2009.0,,,"['Malaysia', 'India']",Counter(),0.0
Thangamani Rengamani,,,1989.0,,,[],Counter(),0.0
Tathastu,,,2006.0,,,['Bandra'],Counter(),0.0
Maw`ed Ma` al-Hayat,,,,,,[],Counter(),0.0
Tears,,,2000.0,,,['Garibong-dong'],Counter(),0.0
Krasue Valentine,,,,,,['Bangkok'],Counter(),0.0
Dr. Patient,,,2009.0,,,['U.S'],Counter(),0.0
My Lovely Week,14765033.0,,2005.0,,,[],Counter(),0.0
Les Demoniaques,,,1974.0,,,[],Counter(),0.0
Captain Thunderbolt,,,1953.0,,,[],Counter(),0.0
Bolivia,,,2001.0,,,"['Buenos Aires', 'Villa Crespo', 'Bolivia', 'Bolivia', 'Argentina', 'Córdoba']",Counter(),0.0
Une chambre en ville,,"Drama,Musical,Romance",1982.0,6.8,1664.0,['Nantes'],Counter(),0.0
Krishna Cottage,,,2004.0,,,[],Counter(),0.0
The Cry of the Owl,,"Drama,Mystery,Thriller",2009.0,5.9,5265.0,"['Philadelphia', 'Philadelphia', 'Philadelphia']",Counter({'Philadelphia': 3}),1.0
Kyo Kii... Main Jhuth Nahin Bolta,,,2001.0,,,"['Chiaroscuro', 'Bombay']",Counter(),0.0
Sirivennela,,,1986.0,,,['India'],Counter(),0.0
Executive Protection,,,2001.0,,,['Estonia'],Counter(),0.0
Dhund: The Fog,,,2003.0,,,['Khandala'],Counter(),0.0
Baxter,,"Comedy,Drama,Horror",1989.0,6.7,2827.0,[],Counter(),0.0
Interrogation,,,1989.0,,,['Poland'],Counter(),0.0
Hibiscus Town,,,1986.0,,,[],Counter(),0.0
Wolf Creek,27762648.0,,2005.0,,,"['Australia', 'Sydney', 'Broome', 'Western Australia', 'Broome', 'Cairns', 'Queensland', 'Wolf Creek', 'Kalbarri']","Counter({'Broome': 2, 'Wolf Creek': 1})",0.3333333333333333
A Shot in the West,,,2006.0,,,[],Counter(),0.0
Triumph Over Violence,,,1965.0,,,['Nazi Germany'],Counter(),0.0
"Liane, Jungle Goddess",,,1956.0,,,"['Germany', 'Germany']",Counter(),0.0
Gross Misconduct,,,1993.0,,,['Australia'],Counter(),0.0
The Haunted Barn,,,1931.0,,,[],Counter(),0.0
Lawaaris,,,1981.0,,,[],Counter(),0.0
Yours,,,2010.0,,,[],Counter(),0.0
Chakravyuh,,,2012.0,,,"['Nandighat', 'Nandighat', 'Nandighat']",Counter(),0.0
Il secondo tragico Fantozzi,,Comedy,1976.0,7.7,4643.0,[],Counter(),0.0
Nema problema,,,,,,[],Counter(),0.0
AK-47,,,2004.0,,,"['Bangalore', 'Bangalore', 'Mumbai', 'Mumbai', 'Mumbai']",Counter(),0.0
Memories in March,,,,,,"['Delhi', 'U.S.-based', 'Kolkata', 'Kolkata']",Counter(),0.0
Andaz,,"Crime,Drama,Musical",1949.0,6.7,616.0,['London'],Counter(),0.0
Robin Hood - czwarta strzala,,,1997.0,,,['England'],Counter(),0.0
Return to Bolivia,,,2005.0,,,"['Liniers', 'Buenos Aires', 'Jujuy', 'Tarija', 'Oruro', 'La Paz', 'Buenos Aires', 'Bolivia']",Counter(),0.0
Chota Mumbai,,,2007.0,,,[],Counter(),0.0
Gunda,,"Action,Comedy,Crime",1998.0,7.3,11032.0,['London'],Counter(),0.0
Brillante Porvenir,,,1965.0,,,"['Barcelona', 'Paris']",Counter(),0.0
Khiladi 420,,,2000.0,,,[],Counter(),0.0
Bad Karma,,,2002.0,,,[],Counter(),0.0
The Figurine,,,2009.0,,,[],Counter(),0.0
The Last Horror Movie,,"Horror,Thriller",2003.0,5.5,4116.0,[],Counter(),0.0
The Sleeping Car Murders,,,1965.0,,,"['Marseilles', 'Paris']",Counter({'Marseilles': 1}),0.5
Naayi Neralu,,,2006.0,,,['Karnataka'],Counter(),0.0
In the battlefields,,,2004.0,,,[],Counter(),0.0
"April 1, 2000",,,1952.0,,,"['Austria', 'Austria', 'Austria', 'Austria', 'Vienna', 'Austria', 'Savoy', 'Austria', 'Austria', 'Austria', 'Austria']",Counter(),0.0
Lisa,,,1978.0,,,[],Counter(),0.0
Thunderbolt,,"Drama,Short",1910.0,5.4,55.0,[],Counter(),0.0
Mankatha,,,2011.0,,,"['Mumbai', 'Mumbai', 'Mumbai', 'Mumbai', 'Thailand']",Counter(),0.0
Our Flags Lead Us Forward,,,1933.0,,,[],Counter(),0.0
Vedam,,"Action,Drama",2010.0,8.1,9042.0,"['Bengaluru', 'Hyderabad', 'Hyderabad', 'Amalapuram', 'Hyderabad', 'Hyderabad', 'Hyderabad', 'Sircilla', 'Hyderabad', 'Hyderabad']",Counter(),0.0
St. George Shoots the Dragon,325265.0,,2008.0,,,"['the Kingdom of Serbia', 'Serbia', 'Austria', '&']",Counter(),0.0
Vuk,,,1981.0,,,[],Counter(),0.0
L'Homme ideal,,,,,,[],Counter(),0.0
Las herederas,,,,,,['Bolivia'],Counter(),0.0
Still Crazy,524864.0,,1998.0,,,"['Ibiza', 'Avebury', 'the United States', 'Antwerp', 'America']","Counter({'the United States': 1, 'America': 1})",0.4
Anne of Green Gables: The Continuing Story,,,2000.0,,,"['Avonlea', 'Nova Scotia', 'New York', 'Prince Edward Island', 'New York', 'New York', 'Prince Edward Island', 'Avonlea', 'London', 'London', 'Canada', 'Canada', 'France', 'the United States', 'Germany', 'Canada', 'Avonlea', 'Green Gables']","Counter({'New York': 3, 'the United States': 1, 'Green Gables': 1})",0.2777777777777778
The Man Who Saved Christmas,,,2002.0,,,[],Counter(),0.0
Jawani Diwani,,,1972.0,,,[],Counter(),0.0
My Darling Is a Foreigner,,,2010.0,,,['Japan'],Counter(),0.0
Orion's Belt,,,1985.0,,,"['Longyearbyen', 'Svalbard', 'Sarstangen', 'Greenland', 'Longyearbyen', 'Nordaustlandet', 'Spitsbergen', 'Longyearbyen', 'Longyearbyen', 'Oslo', 'United States']","Counter({'Greenland': 1, 'United States': 1})",0.18181818181818182
Uzhaippali,,,1993.0,,,[],Counter(),0.0
The Raccoons on Ice,,,1981.0,,,[],Counter(),0.0
Getting Married in Buffalo Jump,,,1990.0,,,[],Counter(),0.0
Har Dil Jo Pyar Karega,,,2000.0,,,['Mumbai'],Counter(),0.0
Nuan,,Drama,2003.0,7.1,279.0,[],Counter(),0.0
Chan Pardesi,,,1980.0,,,[],Counter(),0.0
Lies and Crimes,,,2007.0,,,[],Counter(),0.0
Born Equal,,,2006.0,,,"['Nigeria', 'London']",Counter(),0.0
The Entertainer,,,1960.0,,,"['London', 'Suez', 'Canada', 'Canada', 'Britain']",Counter(),0.0
The King's Speech,,,2010.0,,,"['London', 'Germany', 'Britain', 'Empire']",Counter({'Empire': 1}),0.25
Nirom,,,1999.0,,,"['Bangalore', 'Bangalore', 'USA']",Counter({'USA': 1}),0.3333333333333333
Lidice,,,2011.0,,,"['Prague', 'Lidice', 'Lidice', 'Lidice']",Counter(),0.0
Invasion,,"Drama,Sci-Fi",1969.0,7.2,998.0,['Aquilea'],Counter(),0.0
The Mirror,,,1967.0,,,[],Counter(),0.0
Taivas tiella,,"Drama,Short",2000.0,6.7,33.0,[],Counter(),0.0
"New Crouching Tiger, Hidden Dragon",,,2004.0,,,[],Counter(),0.0
Wedding Night,,,,,,['Niagara Falls'],Counter({'Niagara Falls': 1}),1.0
