title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
Rear Window,36764313.0,"Mystery,Thriller",1954.0,8.5,533520.0,385,Counter(),0.0
Six Ways To Sunday,,,1997.0,,,573,Counter({'diner': 3}),0.005235602094240838
Closed Mondays,,,1974.0,,,253,Counter(),0.0
Avalon High,,,2010.0,,,667,"Counter({'quarterback': 1, 'cheerleading': 1, 'touchdown': 1})",0.004497751124437781
Enter the Ninja,,,1981.0,,,73,Counter(),0.0
Possessed,,"Crime,Drama,Film-Noir",1947.0,7.1,6019.0,169,Counter(),0.0
The Legend of Lobo,,"Adventure,Family",1962.0,6.7,592.0,224,Counter({'hunting': 1}),0.004464285714285714
The Eddy Duchin Story,5300000.0,,1956.0,,,127,Counter(),0.0
Party Wagon,,,,,,120,Counter({'cowgirl': 1}),0.008333333333333333
Buddy Boy,,,2000.0,,,59,Counter(),0.0
Rudolph the Red-Nosed Reindeer: The Movie,,"Adventure,Animation,Family",1998.0,5.8,3232.0,407,Counter(),0.0
Steelyard Blues,,"Comedy,Crime",1973.0,5.3,1029.0,56,Counter(),0.0
Santa with Muscles,220599.0,Comedy,1996.0,2.6,9689.0,66,"Counter({'mall': 2, 'costume': 1})",0.045454545454545456
Grave of the Vampire,,,1974.0,,,55,Counter(),0.0
Mandingo,,"Drama,History,Romance",1975.0,6.4,4348.0,43,Counter(),0.0
Precious: Based on the Novel Push by Sapphire,63647833.0,,2009.0,,,265,Counter({'high school': 2}),0.007547169811320755
Half Nelson,4660481.0,Drama,2006.0,7.1,93069.0,241,Counter({'basketball': 1}),0.004149377593360996
Dick Tracy's G-Men,,Mystery,1939.0,6.4,372.0,38,Counter(),0.0
No Noise,,"Comedy,Family,Short",1923.0,6.5,115.0,26,Counter(),0.0
The Littlest Rebel,,,1935.0,,,203,"Counter({'president': 2, 'yankee': 1})",0.014778325123152709
Wishcraft,,Horror,2002.0,5.2,2150.0,182,Counter({'high school': 2}),0.01098901098901099
Traci Townsend,,,2005.0,,,23,Counter(),0.0
Whiskey School,,,2007.0,,,17,Counter(),0.0
The Young Philadelphians,,Drama,1959.0,7.4,4370.0,390,Counter(),0.0
The Specials,13276.0,"Action,Comedy,Fantasy",2000.0,5.7,2580.0,317,Counter(),0.0
Super Hornio Brothers,,,1993.0,,,270,Counter(),0.0
War,40452643.0,"Action,Crime,Thriller",2007.0,6.2,98086.0,382,Counter(),0.0
Dual,,,2007.0,,,18,Counter(),0.0
Just for Kicks,,"Adventure,Comedy,Family",2003.0,3.0,1418.0,56,Counter(),0.0
Satan's Little Helper,,,2005.0,,,664,"Counter({'costume': 11, 'halloween': 7, 'high school': 1, 'front porch': 1})",0.030120481927710843
The Delicate Delinquent,3400000.0,Comedy,1957.0,6.3,1576.0,27,Counter(),0.0
Purple Haze,,,1983.0,,,55,"Counter({'president': 1, 'election': 1, 'campus': 1})",0.05454545454545454
Bella Mafia,,,,,,883,Counter({'backyard': 1}),0.0011325028312570782
Artificially Speaking,,,2009.0,,,35,Counter(),0.0
From the Terrace,,,1960.0,,,473,Counter({'drive-in': 1}),0.0021141649048625794
Made in Paris,,"Comedy,Romance",1966.0,5.4,735.0,74,Counter(),0.0
The Lamp,3400000.0,,,,,453,Counter({'high school': 1}),0.002207505518763797
The Job,,,2003.0,,,20,Counter(),0.0
Night Eyes 2,,,1991.0,,,17,Counter(),0.0
The Last Mile,,"Action,Crime,Drama",1932.0,6.2,433.0,55,Counter(),0.0
C.C. and Company,,,1970.0,,,39,Counter(),0.0
The Molly Maguires,2200000.0,"Drama,History",1970.0,6.8,4426.0,85,Counter(),0.0
The Naked Jungle,2300000.0,"Adventure,Drama,Thriller",1954.0,6.7,4504.0,71,Counter(),0.0
Life 101,,,1995.0,,,14,Counter(),0.0
The Godfather Part II,193000000.0,,1974.0,,,627,"Counter({'senate': 2, 'senator': 1})",0.004784688995215311
Satan's Triangle,,,1975.0,,,126,Counter(),0.0
Angels and Demons,485930816.0,,2009.0,,,402,Counter({'harvard': 1}),0.0024875621890547263
Invasion of the Blood Farmers,,,1972.0,,,17,Counter(),0.0
Movie Crazy,,,1932.0,,,34,Counter({'hollywood': 1}),0.029411764705882353
A Single Man,24964890.0,,2009.0,,,185,Counter(),0.0
What Happens in Vegas...,219375798.0,,2008.0,,,365,Counter(),0.0
Mara of the Wilderness,,Adventure,1965.0,5.7,134.0,27,Counter(),0.0
Undertow,143597.0,"Drama,Thriller",2004.0,6.5,9459.0,108,Counter(),0.0
Ski Troop Attack,,,1963.0,,,14,Counter(),0.0
The Miracle Man,,"Drama,Romance",1932.0,6.7,216.0,511,Counter(),0.0
"Lipstick and Dynamite, Piss and Vinegar: The First Ladies of Wrestling",,,2005.0,,,98,Counter(),0.0
Blind Date,,,2008.0,,,21,Counter(),0.0
Spring Breakdown,,,2008.0,,,276,"Counter({'senator': 4, 'president': 1, 'spring break': 1, 'sorority': 1})",0.025362318840579712
Above and Beyond,2500000.0,"Biography,Drama,War",1952.0,6.9,1406.0,130,Counter({'congress': 2}),0.015384615384615385
Horses' Collars,,,1935.0,,,22,Counter({'saloon': 1}),0.045454545454545456
Species III,,,2004.0,,,348,Counter({'campus': 3}),0.008620689655172414
Cannibal Hookers,,,1987.0,,,28,Counter({'sorority': 2}),0.07142857142857142
Uncle Buck,79258538.0,Comedy,1989.0,7.1,110838.0,202,Counter({'pancakes': 1}),0.0049504950495049506
Orwell Rolls in His Grave,,,2004.0,,,139,Counter({'democracy': 1}),0.007194244604316547
Comin' Round The Mountain,1550000.0,,1951.0,,,210,"Counter({'hillbilly': 1, 'turkey': 1, 'fort knox': 1})",0.014285714285714285
There Was a Crooked Man...,,"Comedy,Western",1970.0,6.8,5356.0,88,Counter({'sheriff': 1}),0.011363636363636364
Bang Bang You're Dead,,"Crime,Drama,Thriller",2002.0,7.7,13219.0,91,Counter({'high school': 1}),0.01098901098901099
The Banger Sisters,38068353.0,,2002.0,,,147,Counter(),0.0
Reservoir Dogs,14661007.0,"Crime,Thriller",1992.0,8.3,1110591.0,332,Counter({'diner': 2}),0.006024096385542169
The Great Impostor,,,1961.0,,,158,Counter({'high school': 1}),0.006329113924050633
Crazy Heart,47405566.0,"Drama,Music,Romance",2009.0,7.2,95671.0,306,"Counter({'country music': 2, 'mall': 1})",0.00980392156862745
Jimmy Neutron: Boy Genius,102992536.0,,2001.0,,,629,"Counter({'soda': 2, 'vacation': 1, 'freedom': 1, 'fireworks': 1, 'campus': 1, 'backyard': 1})",0.011128775834658187
Raw Nerve,,"Drama,Mystery,Thriller",1991.0,4.4,483.0,44,Counter(),0.0
Rhapsody in Rivets,,"Adventure,Animation,Comedy",1941.0,7.0,669.0,60,Counter(),0.0
The Yankee Doodle Mouse,,,1943.0,,,386,"Counter({'jeep': 2, 'stars and stripes': 1, 'flag': 1})",0.010362694300518135
Ben and Arthur,40000.0,,2002.0,,,495,Counter({'diner': 1}),0.00202020202020202
Feelin' Up,,,1976.0,,,13,Counter(),0.0
Kronk's New Groove,,,2005.0,,,157,Counter(),0.0
"Sorry, Thanks",,Comedy,2009.0,4.4,268.0,42,Counter(),0.0
Strange Justice,,,1999.0,,,21,"Counter({'senate': 1, 'supreme court': 1})",0.09523809523809523
Box of Shadows,,,2010.0,,,33,Counter(),0.0
Switchin' Kitten,,,1961.0,,,136,Counter(),0.0
Pink Paradise,,,1967.0,,,83,Counter(),0.0
Gunmen's Blues,,,1981.0,,,261,Counter({'cowboy': 1}),0.0038314176245210726
The Hunted,45496534.0,"Action,Crime,Drama",2003.0,6.1,52277.0,194,Counter(),0.0
Oz: The Great and Powerful,,,2013.0,,,69,Counter(),0.0
Deconstructing Harry,10569071.0,,1997.0,,,298,Counter(),0.0
The Viking,,"Adventure,History",1928.0,6.6,501.0,13,Counter({'settlers': 1}),0.07692307692307693
Save the Tiger,,Drama,1973.0,6.9,5715.0,102,Counter(),0.0
He Couldn't Say No,,,1938.0,,,203,Counter({'senator': 5}),0.024630541871921183
Eddie Macon's Run,,"Action,Adventure,Crime",1983.0,5.6,1337.0,43,Counter({'rodeo': 1}),0.023255813953488372
The Invaders,,,1912.0,,,29,Counter(),0.0
High School U.S.A.,,,1983.0,,,98,"Counter({'high school': 1, 'president': 1, 'quarterback': 1})",0.030612244897959183
Phantom from Space,,,1953.0,,,40,Counter(),0.0
Frankenstein Island,,,1981.0,,,18,Counter(),0.0
Toxic,,,2007.0,,,511,Counter(),0.0
The Guy Who Came Back,,"Drama,Romance,Sport",1951.0,6.3,90.0,125,Counter({'touchdown': 1}),0.008
The Cabin in the Cotton,,Drama,1932.0,6.6,1938.0,65,Counter(),0.0
Viva Max!,,,1969.0,,,307,"Counter({'flag': 2, 'parade': 1, 'pentagon': 1})",0.013029315960912053
Zula Hula,,,1937.0,,,45,Counter(),0.0
Dick Ho: Asian Male Porn Star,,Short,2006.0,7.2,34.0,39,Counter(),0.0
Carson City,1700000.0,Western,1952.0,6.4,1211.0,83,Counter(),0.0
The Answer Man,,,2009.0,,,58,Counter(),0.0
Bulletproof,22611954.0,"Action,Comedy,Crime",1996.0,5.8,40720.0,202,Counter(),0.0
American Ninja 2: The Confrontation,,"Action,Comedy,Drama",1987.0,5.0,9966.0,339,Counter(),0.0
Liquid Sky,,,1982.0,,,411,Counter(),0.0
The Last Mile,,,,,,31,Counter(),0.0
Suddenly,,,1954.0,,,178,"Counter({'president': 5, 'sheriff': 2})",0.03932584269662921
The Real Glory,,"Action,History,Romance",1939.0,6.5,1241.0,234,Counter(),0.0
2012,769679473.0,"Action,Adventure,Sci-Fi",2009.0,5.8,404425.0,391,"Counter({'president': 5, 'white house': 2})",0.017902813299232736
White Lightning,,"Action,Crime,Drama",1973.0,6.4,5986.0,57,Counter({'sheriff': 5}),0.08771929824561403
Evil Town,,,1987.0,,,36,Counter(),0.0
Der Fuehrer's Face,,,1943.0,,,231,"Counter({'vacation': 1, 'marching band': 1, 'statue of liberty': 1, 'liberty': 1})",0.017316017316017316
The Tin Star,1400000.0,,1957.0,,,44,Counter({'sheriff': 2}),0.045454545454545456
Graduation,,,2008.0,,,63,"Counter({'high school': 1, 'prom': 1})",0.031746031746031744
The Fuzzy Pink Nightgown,,"Comedy,Crime",1957.0,5.7,736.0,131,Counter(),0.0
Crazy Eyes,,Comedy,2012.0,4.0,598.0,40,Counter(),0.0
Chasing the Horizon,,"Adventure,Comedy,Documentary",2006.0,8.4,25.0,88,Counter(),0.0
Relax...It's Just Sex,,,1998.0,,,12,Counter(),0.0
Midnight Manhunt,,,1945.0,,,37,Counter(),0.0
The Dungeonmaster,,,1985.0,,,159,Counter(),0.0
Daddy Day Care,164433867.0,"Comedy,Family",2003.0,5.6,74965.0,230,Counter(),0.0
Sonic Impact,,,2000.0,,,40,Counter(),0.0
The Devil Commands,,"Horror,Sci-Fi",1941.0,6.1,1490.0,72,Counter({'sheriff': 1}),0.013888888888888888
A Marine Story,,,2010.0,,,20,Counter(),0.0
The Kentuckian,2600000.0,"Drama,Western",1955.0,6.2,3213.0,38,Counter({'frontiersman': 1}),0.02631578947368421
We Did It,,,1936.0,,,46,Counter(),0.0
Little Miss Marker,,,1980.0,,,98,Counter(),0.0
My Best Girl,,,1927.0,,,549,Counter({'jazz': 2}),0.0036429872495446266
Sherman's way,,,2008.0,,,44,Counter(),0.0
Quantum Quest: A Cassini Space Odyssey,,"Adventure,Animation,Sci-Fi",2010.0,5.1,468.0,238,Counter(),0.0
Black Beauty,,"Drama,Family,Romance",1946.0,5.8,300.0,18,Counter(),0.0
Moving,10815378.0,Comedy,1988.0,6.1,6479.0,504,Counter({'high school': 1}),0.001984126984126984
Cattle Queen of Montana,,"Drama,Western",1954.0,5.6,1080.0,40,Counter(),0.0
Bulldog Drummond Escapes,,"Adventure,Mystery,Romance",1937.0,6.0,1066.0,42,Counter(),0.0
The Prisoner of Zenda,,,1922.0,,,286,Counter({'hunting': 1}),0.0034965034965034965
Sky High,,"Action,Drama,Romance",1922.0,6.0,338.0,13,Counter(),0.0
Melody Ranch,,Western,1940.0,6.2,268.0,118,"Counter({'hollywood': 2, 'saloon': 1, 'cowboy': 1, 'sheriff': 1})",0.0423728813559322
Smart House,,,1999.0,,,138,Counter({'basketball': 1}),0.007246376811594203
Echoes from a Ghost Minyan,,,1998.0,,,80,Counter(),0.0
Monkey Trouble,16453258.0,,1994.0,,,111,Counter(),0.0
The Decline of Western Civilization,,"Documentary,History,Music",1981.0,7.5,5053.0,72,Counter({'flag': 1}),0.013888888888888888
Strong Enough to Break,,,2005.0,,,49,Counter(),0.0
Alabama Moon,,"Drama,Family",2009.0,6.4,1751.0,23,Counter(),0.0
The Life of Reilly,,,2007.0,,,307,"Counter({'broadway': 2, 'baseball': 1})",0.009771986970684038
Shutter Bugged Cat,,,1967.0,,,157,Counter({'yankee': 1}),0.006369426751592357
Back to the Woods,,,1937.0,,,122,"Counter({'hunting': 2, 'turkey': 1})",0.02459016393442623
Freddy Got Fingered,14333252.0,,2001.0,,,145,Counter({'hollywood': 1}),0.006896551724137931
The Party,,"Comedy,Romance",1968.0,7.4,44716.0,517,"Counter({'costume': 1, 'western': 1, 'stetson': 1})",0.005802707930367505
In the Line of Fire,176997168.0,"Action,Crime,Drama",1993.0,7.2,116299.0,329,"Counter({'president': 7, 'lincoln memorial': 1})",0.0243161094224924
Francis,2900000.0,"Comedy,Drama,Family",1950.0,6.4,1491.0,90,Counter(),0.0
November Christmas,,,2010.0,,,308,"Counter({'halloween': 5, 'front porch': 1})",0.01948051948051948
Green Street 2: Stand Your Ground,,,2009.0,,,328,Counter(),0.0
Species IV,,,2007.0,,,265,Counter({'motel': 1}),0.0037735849056603774
Highball,,"Comedy,Drama",1997.0,5.6,960.0,22,Counter(),0.0
Kings Go Forth,,"Action,Drama,Romance",1958.0,6.5,1851.0,578,Counter({'jazz': 2}),0.0034602076124567475
Bigger Than Life,,Drama,1956.0,7.4,8378.0,67,Counter(),0.0
Blast From the Past,40263020.0,,1999.0,,,410,"Counter({'baseball': 3, 'freedom': 1})",0.00975609756097561
Recoil,,Action,1998.0,5.3,752.0,54,Counter(),0.0
Bumping into Broadway,,,1919.0,,,45,Counter({'broadway': 1}),0.022222222222222223
Meet Me After the Show,2000000.0,"Comedy,Music,Musical",1951.0,6.2,225.0,34,Counter({'broadway': 1}),0.029411764705882353
Secrets,,,1992.0,,,291,Counter(),0.0
The Flamingo Kid,23859382.0,,1984.0,,,195,Counter(),0.0
Panama Lady,,"Drama,Romance",1939.0,5.8,332.0,71,Counter(),0.0
That Darn Cat!,,,1965.0,,,139,Counter({'drive-in': 1}),0.007194244604316547
Home Alone 2: Lost in New York,358994850.0,"Adventure,Comedy,Crime",1992.0,6.9,411874.0,395,"Counter({'vacation': 1, 'fireworks': 1})",0.005063291139240506
Spanking the Monkey,,"Comedy,Drama",1994.0,6.3,6823.0,42,Counter(),0.0
Salesman,,,1969.0,,,38,Counter(),0.0
Tease for Two,,,1965.0,,,44,Counter(),0.0
Terminal Voyage,,,1994.0,,,171,Counter(),0.0
What's Bugging Seth,,,2005.0,,,43,Counter({'high school': 1}),0.023255813953488372
Fright Night,,,1947.0,,,60,Counter(),0.0
"H.M. Pulham, Esq.",,"Drama,Romance",1941.0,6.9,1467.0,115,Counter({'harvard': 1}),0.008695652173913044
Spider Baby,,,1968.0,,,278,Counter(),0.0
Warrior,23057115.0,"Action,Drama,Sport",2011.0,8.1,505367.0,361,Counter({'high school': 1}),0.002770083102493075
The Stepford Children,,,1987.0,,,297,Counter({'cheerleader': 1}),0.003367003367003367
The Diary of Sacco and Vanzetti,,,2004.0,,,21,Counter(),0.0
Catfish in Black Bean Sauce,,,2000.0,,,352,Counter({'barbecue': 2}),0.005681818181818182
"Count Yorga, Vampire",,,1970.0,,,575,Counter(),0.0
Heart,,,,,,33,Counter(),0.0
The Hurricane,73956241.0,,1999.0,,,227,Counter(),0.0
Night of the Living Dead 3D,1553837.0,,2006.0,,,163,Counter(),0.0
Gator,,,1976.0,,,27,Counter(),0.0
Cougar Club,,,2007.0,,,340,Counter({'vacation': 1}),0.0029411764705882353
Bloodfist II,,,1990.0,,,203,Counter(),0.0
The Bat People,,,1974.0,,,39,Counter(),0.0
Searchers 2.0,,"Comedy,Drama",2007.0,5.8,358.0,42,Counter(),0.0
Pony Express,1400000.0,"History,Romance,Western",1953.0,5.8,1527.0,28,Counter(),0.0
Gold Diggers of Broadway,2250000.0,"Comedy,Musical",1929.0,7.1,224.0,278,Counter({'broadway': 1}),0.0035971223021582736
Night Fright,,,1967.0,,,33,Counter({'sheriff': 1}),0.030303030303030304
The Boogeyman,,,1980.0,,,171,Counter(),0.0
Clover,,,1997.0,,,30,Counter(),0.0
Angels with Dirty Faces,,"Crime,Drama,Film-Noir",1938.0,7.9,23623.0,166,Counter(),0.0
The Family Secret,,,1951.0,,,95,Counter(),0.0
Cool Air,,,1999.0,,,70,Counter(),0.0
Love and a Bullet,,,2002.0,,,28,Counter(),0.0
The Sandlot,33832313.0,"Comedy,Drama,Family",1993.0,7.8,106132.0,574,"Counter({'baseball': 4, 'lifeguard': 1, 'fourth of july': 1, 'fireworks': 1, 'yankee': 1})",0.013937282229965157
So This Is Africa,,,1933.0,,,43,Counter(),0.0
Anastasia,,"Biography,Drama,History",1956.0,7.0,9526.0,198,Counter({'hunting': 1}),0.005050505050505051
Whip It!,16633035.0,,2009.0,,,138,Counter(),0.0
Quo Vadis,10500000.0,"Biography,Drama,Romance",1951.0,7.1,17206.0,330,Counter({'roadside': 1}),0.0030303030303030303
Personals: College Girls Seeking...,,,2001.0,,,48,Counter(),0.0
Admission Free,,"Animation,Comedy,Family",1932.0,6.2,138.0,28,Counter(),0.0
Baby Buggy Bunny,,,1954.0,,,185,Counter({'baseball': 1}),0.005405405405405406
Frank and Jesse,50004.0,,1994.0,,,39,"Counter({'ford': 2, 'civil war': 1})",0.07692307692307693
Slaughter,,,1972.0,,,102,Counter(),0.0
The Code Conspiracy,,"Action,Mystery,Thriller",2002.0,5.1,2155.0,135,Counter(),0.0
"The House of 1,000 Dolls",,,1967.0,,,46,Counter(),0.0
The Uninvited,,,2008.0,,,28,Counter(),0.0
Love Happy,,,1950.0,,,41,Counter(),0.0
Tumbleweeds,1350248.0,,2000.0,,,235,"Counter({'independence': 1, 'motel': 1})",0.00851063829787234
Pariah,758099.0,Drama,2011.0,7.2,7681.0,195,Counter(),0.0
The Alamo,25819961.0,"Drama,History,War",2004.0,6.1,22626.0,622,"Counter({'president': 2, 'flag': 2, 'congress': 1, 'freedom': 1, 'independence': 1})",0.011254019292604502
Prison Break,,,1938.0,,,20,Counter(),0.0
Buddy,10113400.0,"Adventure,Comedy,Drama",1997.0,4.8,2879.0,54,Counter(),0.0
Cindy,,,1978.0,,,32,Counter(),0.0
Getting Straight,,,1970.0,,,53,Counter({'campus': 1}),0.018867924528301886
No. 5 The Film,,,2004.0,,,34,Counter(),0.0
Down and Out in Beverly Hills,91411255.0,Comedy,1986.0,6.2,20457.0,31,Counter(),0.0
After the Game,,"Drama,Mystery",1997.0,4.7,139.0,44,Counter(),0.0
Zenon: Girl of the 21st Century,,,1999.0,,,215,Counter(),0.0
Scalp Treatment,,"Animation,Comedy,Family",1952.0,6.6,89.0,168,Counter(),0.0
First Strike,,,1979.0,,,89,Counter({'president': 1}),0.011235955056179775
Spirit of the Wind,,,1979.0,,,144,Counter(),0.0
One Night in the Tropics,,"Comedy,Musical,Romance",1940.0,6.3,1901.0,68,Counter(),0.0
The Curse of El Charro,,,2004.0,,,93,Counter(),0.0
Centered in the Universe,,,2006.0,,,265,Counter(),0.0
The Escape,,,1913.0,,,135,Counter({'senator': 3}),0.022222222222222223
House of Games,2585639.0,"Crime,Thriller",1987.0,7.2,24405.0,355,Counter({'ford': 1}),0.0028169014084507044
Men of the Sky,,"Drama,Musical",1931.0,7.4,18.0,64,Counter(),0.0
Torch Song Trilogy,4865997.0,"Comedy,Drama,Romance",1988.0,7.8,8014.0,113,Counter(),0.0
Journey Back to Oz,,,1974.0,,,423,Counter({'constitution': 1}),0.002364066193853428
The Return of the Vampire,,,1944.0,,,782,Counter(),0.0
Hold Back Tomorrow,,"Drama,Film-Noir",1955.0,6.5,335.0,39,Counter(),0.0
Android,,Sci-Fi,1982.0,5.8,2608.0,44,Counter(),0.0
Desire in the Dust,,"Crime,Drama,Mystery",1960.0,6.0,201.0,118,"Counter({'hunting': 1, 'sheriff': 1})",0.01694915254237288
Shampoo,60000000.0,"Comedy,Drama",1975.0,6.4,14654.0,178,"Counter({'election': 3, 'republican': 1})",0.02247191011235955
A Nightmare on Elm Street 5: The Dream Child,22168359.0,,1989.0,,,371,"Counter({'high school': 1, 'high school graduation': 1, 'diner': 1})",0.008086253369272238
Bear Facts,,,1938.0,,,20,Counter({'costume': 1}),0.05
Send Me No Flowers,,"Comedy,Drama,Romance",1964.0,6.9,7539.0,186,Counter(),0.0
The Black Candle,,Documentary,2008.0,6.9,79.0,47,Counter(),0.0
The Initiation of Sarah,,,2006.0,,,767,"Counter({'president': 4, 'sorority': 3, 'pledge': 3, 'freedom': 1})",0.014341590612777053
Hare Brush,,,1955.0,,,297,Counter({'hunting': 3}),0.010101010101010102
Happy You and Merry Me,,,1936.0,,,16,Counter(),0.0
Trouble with the Curve,33355218.0,,2012.0,,,66,Counter({'baseball': 2}),0.030303030303030304
Abbott and Costello Go to Mars,1250000.0,"Comedy,Family,Fantasy",1953.0,5.9,3652.0,137,Counter(),0.0
Car Babes,,,2007.0,,,111,Counter({'ford': 5}),0.04504504504504504
The Black Shield of Falworth,,"Adventure,History,Romance",1954.0,6.4,2148.0,94,Counter({'hunting': 1}),0.010638297872340425
Angels in the Infield,,,2000.0,,,232,Counter(),0.0
Balls of Fury,40990563.0,"Comedy,Crime,Sport",2007.0,5.4,45361.0,443,Counter({'dodge': 1}),0.002257336343115124
The Young Stranger,,Drama,1957.0,6.6,664.0,23,Counter(),0.0
Mickey's Revue,,,,,,34,Counter(),0.0
"A Girl, Three Guys, and a Gun",,,2001.0,,,26,Counter(),0.0
Limelight,,,1952.0,,,107,Counter(),0.0
Seventeen Again,,,2000.0,,,103,Counter(),0.0
The Last Mimzy,27297450.0,,2007.0,,,298,Counter(),0.0
The Bat,,"Horror,Mystery,Thriller",1959.0,6.0,6451.0,156,Counter(),0.0
Accused of Murder,,,1956.0,,,17,Counter(),0.0
The Jungle Captive,,"Horror,Sci-Fi",1945.0,5.1,478.0,343,Counter({'fraternity': 1}),0.0029154518950437317
A Good Baby,,,1998.0,,,33,Counter(),0.0
Permanent Midnight,1166199.0,"Biography,Drama,Romance",1998.0,6.2,8078.0,201,"Counter({'fast food': 1, 'motel': 1})",0.009950248756218905
Dangerous Hours,,,1919.0,,,83,Counter(),0.0
How the West Was Fun,,,1994.0,,,344,Counter({'vacation': 1}),0.0029069767441860465
Ski Party,,"Comedy,Musical",1965.0,5.2,832.0,243,"Counter({'president': 1, 'vacation': 1, 'spring break': 1})",0.012345679012345678
Legacy,,Action,1998.0,4.0,228.0,15,Counter(),0.0
Pumpkinhead II: Blood Wings,,,1994.0,,,214,"Counter({'sheriff': 2, 'baseball': 1})",0.014018691588785047
Song of Scheherazade,,"Adventure,Biography,Drama",1947.0,6.3,247.0,42,Counter(),0.0
Hoffa,,,1992.0,,,368,"Counter({'diner': 4, 'president': 2, 'hunting': 1})",0.019021739130434784
Cop and a Half,40689691.0,,1993.0,,,51,Counter(),0.0
"Cruel, Cruel Love",,"Comedy,Romance,Short",1914.0,5.3,1481.0,31,Counter(),0.0
Red Ribbon Blues,,"Comedy,Drama",1996.0,4.2,1024.0,38,Counter(),0.0
Fletch Lives,39450960.0,"Comedy,Crime,Mystery",1989.0,6.1,23657.0,63,Counter(),0.0
Cry for Happy,,"Comedy,Romance",1961.0,5.8,321.0,38,Counter(),0.0
Jungle Book,,"Action,Adventure,Family",1942.0,6.7,4792.0,294,Counter(),0.0
51,,"Horror,Sci-Fi,Thriller",2011.0,3.5,3345.0,54,Counter(),0.0
Monumental: In Search of America's National Treasure,,,2011.0,,,102,Counter(),0.0
Private Buckaroo,,,1942.0,,,41,Counter(),0.0
Possession,,,2008.0,,,347,Counter(),0.0
Swiss Family Robinson,890000.0,,1940.0,,,102,Counter(),0.0
The Spider's Web,,,1938.0,,,183,Counter({'costume': 2}),0.01092896174863388
Strange Days,7959291.0,,1995.0,,,488,Counter({'deputy': 1}),0.0020491803278688526
Dolores Claiborne,24361867.0,,1995.0,,,391,Counter(),0.0
Smart Money,,"Crime,Drama",1931.0,6.8,2286.0,267,Counter({'election': 1}),0.003745318352059925
Hit and Run,14453354.0,"Action,Adventure,Comedy",2012.0,6.1,37835.0,22,Counter(),0.0
Machete,44083657.0,"Action,Crime,Thriller",2010.0,6.6,205716.0,332,"Counter({'senator': 2, 'flag': 1})",0.009036144578313253
Haunting of Winchester House,,,2009.0,,,35,Counter(),0.0
The Story on Page One,,Drama,1959.0,6.8,641.0,25,Counter(),0.0
The Boogie Man Will Get You,,"Comedy,Horror",1942.0,5.8,1314.0,57,Counter({'sheriff': 1}),0.017543859649122806
M. Butterfly,1498795.0,"Drama,Romance",1993.0,6.7,11169.0,61,Counter(),0.0
Cool Blue,,,1990.0,,,26,Counter(),0.0
The Principal,19734940.0,,1987.0,,,206,Counter({'baseball': 1}),0.0048543689320388345
"Jerry, Jerry, Quite Contrary",,,1966.0,,,266,Counter(),0.0
The Karate Killers,,,1967.0,,,416,Counter(),0.0
Kim,2900000.0,"Adventure,Drama,Family",1950.0,6.5,2301.0,187,"Counter({'flag': 1, 'vacation': 1})",0.0106951871657754
As We Forgive,,,2008.0,,,30,Counter(),0.0
Ever Since Eve,,"Comedy,Romance",1937.0,6.6,1584.0,155,Counter(),0.0
The House of Tomorrow,,,1949.0,,,299,Counter(),0.0
Back Stage,,"Comedy,Family,Short",1923.0,6.3,59.0,23,Counter(),0.0
Repo Chick,,"Comedy,Crime",2009.0,3.7,834.0,189,Counter(),0.0
Modern Vampires,,,1999.0,,,565,"Counter({'hollywood': 2, 'soda': 2, 'trailer park': 1})",0.008849557522123894
The Kid from Cleveland,,"Drama,Family,Sport",1949.0,5.6,142.0,60,Counter({'baseball': 4}),0.06666666666666667
Forces of Nature,93888185.0,,1999.0,,,77,Counter(),0.0
Spy Smasher,,"Action,Adventure,Family",1942.0,6.9,431.0,87,Counter(),0.0
The Enchanted Forest,,"Drama,Family",1945.0,6.1,204.0,51,Counter(),0.0
August,12636.0,Drama,2008.0,5.3,4366.0,49,Counter(),0.0
Environment,,,1917.0,,,77,Counter(),0.0
Daughters Courageous,,"Drama,Romance",1939.0,6.5,796.0,46,Counter(),0.0
White Pongo,,,1945.0,,,30,Counter(),0.0
Bosko's Picture Show,,"Animation,Comedy,Family",1933.0,6.1,289.0,69,Counter(),0.0
Evil speak,,,1981.0,,,423,Counter(),0.0
The Big Pond,,"Comedy,Music,Romance",1930.0,5.6,336.0,87,Counter(),0.0
Young Ideas,,Comedy,1943.0,5.5,302.0,26,Counter(),0.0
The Country Girl,6900000.0,"Drama,Music",1954.0,7.2,6939.0,142,Counter(),0.0
Gothika,141591324.0,"Horror,Mystery,Thriller",2003.0,5.8,120821.0,348,Counter({'sheriff': 2}),0.005747126436781609
Little House on the Prairie,,,1974.0,,,37,Counter(),0.0
You Kill Me,3382515.0,,2007.0,,,86,Counter(),0.0
Small Town Girl,,"Comedy,Romance",1936.0,6.5,981.0,177,Counter({'harvard': 1}),0.005649717514124294
Killer Klowns from Outer Space,,,1988.0,,,432,Counter(),0.0
12 Rounds,18184083.0,"Action,Crime,Thriller",2009.0,5.6,30911.0,780,Counter({'firetruck': 4}),0.005128205128205128
