title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
Fright Night II,2983784.0,,1988.0,,,491,Counter({'campus': 1}),0.002036659877800407
The Change-Up,75450437.0,"Comedy,Fantasy",2011.0,6.3,198912.0,1115,Counter({'baseball': 2}),0.0017937219730941704
Abbott and Costello Meet the Mummy,,"Action,Adventure,Comedy",1955.0,6.2,6474.0,177,Counter({'hamburger': 1}),0.005649717514124294
Playing Mona Lisa,,Comedy,2000.0,5.7,943.0,47,Counter(),0.0
Time Table,,,1956.0,,,162,Counter({'vacation': 2}),0.012345679012345678
The Sandpiper,,"Drama,Romance",1965.0,6.2,3899.0,217,Counter(),0.0
Drugstore Cowboy,4729352.0,,1989.0,,,30,Counter(),0.0
Doctor Mordrid,,"Action,Fantasy,Horror",1992.0,5.4,2406.0,152,Counter(),0.0
Alien Dead,,,1980.0,,,32,Counter(),0.0
Poster Boy,62062.0,Drama,2004.0,6.0,1446.0,166,"Counter({'senator': 10, 'campus': 5, 'election': 2})",0.10240963855421686
Trailer Park of Terror,,,2008.0,,,56,Counter({'trailer park': 2}),0.03571428571428571
Crash Dive,,"Drama,Romance,War",1943.0,6.3,1819.0,114,Counter({'hunting': 1}),0.008771929824561403
Trapped by Television,,,1936.0,,,35,Counter(),0.0
A Fine Madness,,"Comedy,Drama,Romance",1966.0,5.6,1546.0,298,Counter(),0.0
Jack Armstrong,,,1947.0,,,45,Counter(),0.0
A Killer Within,,,2004.0,,,50,Counter(),0.0
Bad Company,65977295.0,"Action,Comedy,Thriller",2002.0,5.6,50617.0,317,Counter(),0.0
Fat Albert,48551322.0,,2004.0,,,372,Counter({'basketball': 1}),0.002688172043010753
"Grandview, U.S.A.",4743119.0,Drama,1984.0,5.5,2368.0,445,"Counter({'cowboy': 3, 'cadillac': 2, 'high school': 1, 'prom': 1, 'hamburger': 1, 'drive in': 1})",0.020224719101123594
The Glass Menagerie,,Drama,1987.0,7.1,2295.0,98,Counter({'high school': 1}),0.01020408163265306
The Scarlet Claw,,"Crime,Horror,Mystery",1944.0,7.2,6002.0,221,Counter(),0.0
The Bodyguard,410945720.0,"Action,Drama,Music",1992.0,6.4,150966.0,384,Counter(),0.0
"Oily to Bed, Oily to Rise",,,1939.0,,,50,Counter(),0.0
Conjurer,,,2008.0,,,22,Counter(),0.0
He Cooked His Goose,,,1952.0,,,119,Counter(),0.0
The Chance of a Lifetime,,"Adventure,Comedy,Crime",1943.0,6.0,304.0,39,Counter(),0.0
Who's Who in the Zoo,,"Animation,Comedy,Family",1942.0,6.2,223.0,66,"Counter({'hollywood': 1, 'bald eagle': 1})",0.030303030303030304
Day of the Evil Gun,,Western,1968.0,6.4,1583.0,61,Counter(),0.0
I'll Do Anything,10209111.0,"Comedy,Drama",1994.0,5.5,2912.0,124,Counter({'hollywood': 1}),0.008064516129032258
Dungeon of Harrow,,,1962.0,,,9,Counter(),0.0
Memory,,"Drama,Horror,Mystery",2006.0,5.2,2022.0,67,Counter(),0.0
The Toxic Avenger Part III: The Last Temptation of Toxie,363561.0,,1989.0,,,81,Counter(),0.0
Southern Fried Rabbit,,,1953.0,,,227,"Counter({'yankee': 3, 'baseball': 1, 'dugout': 1})",0.022026431718061675
By Dawn's Early Light,,,1990.0,,,428,"Counter({'president': 17, 'turkey': 2, 'white house': 1})",0.04672897196261682
The Frozen Ghost,,"Horror,Mystery,Romance",1945.0,5.8,1180.0,52,Counter(),0.0
No Minor Vices,,Comedy,1948.0,5.6,272.0,26,Counter(),0.0
Black Caesar,,,1973.0,,,51,Counter(),0.0
So I Married an Axe Murderer,11585483.0,"Comedy,Romance",1993.0,6.5,43587.0,397,Counter(),0.0
Don't Answer the Phone,,,1980.0,,,35,Counter(),0.0
Dream of Love,,"Biography,Drama",1928.0,2.3,195.0,53,Counter(),0.0
Kobe Doin' Work,,,2009.0,,,29,Counter({'nba': 1}),0.034482758620689655
The Times of Harvey Milk,29802.0,,1984.0,,,33,Counter(),0.0
18 Year Old Virgin,,,2009.0,,,24,Counter(),0.0
The Next Big Thing,,,2002.0,,,51,Counter(),0.0
Out for Justice,39673161.0,,1991.0,,,370,"Counter({'chevrolet': 1, 'ford': 1})",0.005405405405405406
Last Woman on Earth,,"Drama,Horror,Mystery",1960.0,4.7,2224.0,174,Counter(),0.0
The Living End,692585.0,,1992.0,,,24,Counter({'road trip': 1}),0.041666666666666664
Machine Head,,,2000.0,,,22,Counter(),0.0
Little Rural Riding Hood,,"Adventure,Animation,Comedy",1949.0,7.2,1396.0,118,Counter({'hillbilly': 1}),0.00847457627118644
For the Cause,,"Action,Adventure,Drama",2000.0,3.4,850.0,144,Counter(),0.0
Fatal Attraction,320145693.0,"Drama,Thriller",1987.0,6.9,102422.0,318,Counter(),0.0
Cannon for Cordoba,,,1970.0,,,304,Counter(),0.0
Angel,,"Comedy,Drama,Romance",1937.0,7.2,3375.0,267,Counter({'vacation': 4}),0.0149812734082397
Boo to You Too! Winnie the Pooh,,,1996.0,,,149,"Counter({'halloween': 6, 'costume': 2})",0.053691275167785234
Stars in My Crown,,"Family,Western",1950.0,7.4,2574.0,205,"Counter({'civil war': 1, 'saloon': 1})",0.00975609756097561
Unconquered,,,1989.0,,,53,Counter(),0.0
High School Hellcats,,"Crime,Drama",1958.0,5.6,539.0,24,Counter(),0.0
Waiting to Exhale,81452156.0,,1995.0,,,138,Counter(),0.0
Groom Lake,,"Horror,Sci-Fi",2002.0,2.8,811.0,35,Counter(),0.0
Monsters University,,,2013.0,,,23,Counter(),0.0
Rome Adventure,,"Drama,Romance",1962.0,6.4,1510.0,790,"Counter({'ford': 1, 'congress': 1, 'jazz': 1, 'vacation': 1})",0.005063291139240506
Never Say Die,,"Comedy,Musical,Romance",1939.0,6.8,661.0,79,Counter({'hunting': 1}),0.012658227848101266
I Eat Your Skin,,,1964.0,,,21,Counter(),0.0
Dear John,114977104.0,"Drama,Romance,War",2010.0,6.3,159480.0,315,"Counter({'vacation': 1, 'spring break': 1})",0.006349206349206349
Salt Water Tabby,,,,,,508,"Counter({'soda': 3, 'hot dog': 1})",0.007874015748031496
Desperado,25405445.0,,1995.0,,,294,Counter(),0.0
I Hate Valentine's Day,1985260.0,"Comedy,Romance",2009.0,4.7,8880.0,20,Counter(),0.0
Party at Kitty and Stud's,,,1970.0,,,44,Counter(),0.0
A Friend's Betrayal,,,1996.0,,,212,"Counter({'high school': 1, 'campus': 1})",0.009433962264150943
Teaserama,,,1955.0,,,43,Counter(),0.0
Redline,8267379.0,,2007.0,,,327,"Counter({'ford': 1, 'nascar': 1, 'hollywood': 1, 'drive in': 1, 'freeway': 1})",0.01529051987767584
Honky Tonk Freeway,2004742.0,"Action,Comedy",1981.0,5.2,1224.0,116,"Counter({'highway': 1, 'freeway': 1})",0.017241379310344827
Black Day Blue Night,,"Adventure,Crime,Drama",1995.0,5.8,709.0,25,Counter({'road trip': 1}),0.04
Lies Before Kisses,,,1991.0,,,325,Counter(),0.0
My Bus Stop,,"Drama,Short",2007.0,8.4,39.0,14,Counter(),0.0
Swing Time,2618000.0,,1936.0,,,248,Counter(),0.0
Pee-wee's Big Adventure,40940662.0,,1985.0,,,284,"Counter({'costume': 1, 'western': 1, 'drive-in': 1})",0.01056338028169014
Flesh Feast,,"Fantasy,Horror,Mystery",1970.0,2.6,778.0,42,Counter(),0.0
They Saved Hitler's Brain,,,1966.0,,,39,Counter(),0.0
The Legend of Rockabye Point,,,1955.0,,,62,Counter(),0.0
Puzzle of a Downfall Child,,Drama,1970.0,6.5,973.0,59,Counter(),0.0
Bi the Way,,,2008.0,,,99,Counter({'cheerleader': 1}),0.010101010101010102
Riding the Rails,,,1938.0,,,47,Counter(),0.0
Cruise of the Jasper B,,,1926.0,,,94,Counter(),0.0
The Muppets,158431237.0,,2011.0,,,395,Counter({'vacation': 1}),0.002531645569620253
The Great Bank Robbery,,"Comedy,Western",1969.0,5.6,715.0,11,Counter(),0.0
Angels in the Endzone,,,1997.0,,,187,Counter({'high school': 2}),0.0106951871657754
The Unbearable Lightness of Being,10006806.0,,1988.0,,,280,Counter(),0.0
Geezers!,,,2012.0,,,33,Counter({'hollywood': 1}),0.030303030303030304
Mabel's Busy Day,,,1914.0,,,38,Counter(),0.0
Attack of the 5 Ft. 2 In. Women,,,1994.0,,,125,Counter({'drive-in': 1}),0.008
White on Rice,,,2009.0,,,60,Counter(),0.0
Close to My Heart,,,1951.0,,,32,Counter(),0.0
Remote Control,,"Comedy,Romance,Sci-Fi",1988.0,5.5,1195.0,21,Counter(),0.0
The Mark of Zorro,,,1974.0,,,44,Counter(),0.0
Star Warp'd,,,2001.0,,,236,Counter(),0.0
The Godfather,268500000.0,,1972.0,,,413,Counter({'highway': 1}),0.002421307506053269
SSSSSSS,,,1973.0,,,134,Counter(),0.0
No Man Is an Island,,"Drama,War",1962.0,6.6,603.0,473,Counter({'jeep': 1}),0.0021141649048625794
They Call Me Bruce?,,,1982.0,,,169,Counter(),0.0
The Incredible Shrinking Woman,18400000.0,"Comedy,Sci-Fi",1981.0,5.5,5243.0,91,Counter({'homecoming': 1}),0.01098901098901099
Charlie On Parole,,,2009.0,,,86,Counter(),0.0
The Second Greatest Sex,1400000.0,"Comedy,Musical,Western",1955.0,5.2,151.0,73,Counter({'sheriff': 1}),0.0136986301369863
Casper's First Christmas,,,1979.0,,,51,Counter(),0.0
Con Express,,,2002.0,,,56,Counter(),0.0
Nothing So Strange,,"Crime,Drama",2002.0,6.1,126.0,147,Counter(),0.0
I Know Who Killed Me,9669758.0,,2007.0,,,283,Counter({'highway': 1}),0.0035335689045936395
Witchcraft,,Horror,1988.0,3.4,875.0,47,Counter({'backyard': 1}),0.02127659574468085
Raging Bull,23380203.0,"Biography,Drama,Sport",1980.0,8.1,387198.0,373,Counter(),0.0
The Lost Squadron,732000.0,,1932.0,,,228,Counter({'hollywood': 1}),0.0043859649122807015
Springtime for Henry,,"Comedy,Romance",1934.0,5.7,31.0,114,Counter(),0.0
The Thin Red Line,98126565.0,"Drama,History,War",1998.0,7.6,202710.0,360,Counter(),0.0
I Spit on Your Corpse,,,1974.0,,,356,"Counter({'pickup': 2, 'pickup truck': 1, 'hunting': 1})",0.011235955056179775
The Verdict,53977250.0,Drama,1982.0,7.7,47184.0,287,Counter(),0.0
Reckless,,"Comedy,Drama,Fantasy",1995.0,5.2,525.0,124,Counter(),0.0
Oranges,,,2007.0,,,35,Counter(),0.0
Son of Frankenstein,,,1939.0,,,181,Counter(),0.0
Right America: Feeling Wronged - Some Voices from the Campaign Trail,,,2009.0,,,11,Counter({'election': 1}),0.09090909090909091
The Drivetime,,"Crime,Sci-Fi",1995.0,6.7,24.0,72,Counter(),0.0
Firefox,70687344.0,"Action,Adventure,Thriller",1982.0,5.9,29768.0,197,Counter(),0.0
You Natzy Spy!,,,1940.0,,,120,Counter(),0.0
The Missing Mouse,,,1953.0,,,352,Counter(),0.0
Red Canvas,,,2008.0,,,37,Counter(),0.0
Big,151668774.0,"Comedy,Drama,Fantasy",1988.0,7.3,245366.0,331,Counter(),0.0
Gacy,,,2003.0,,,41,Counter(),0.0
Rock n' Roll Cops 2: The Adventure Begins,,,2003.0,,,50,Counter(),0.0
Tickling Leo,,Drama,2009.0,7.6,45.0,27,Counter({'freedom': 1}),0.037037037037037035
Hawaiian Aye Aye,,,1964.0,,,346,Counter({'vacation': 2}),0.005780346820809248
Hitler's Children,3550000.0,"Drama,Romance,War",1943.0,6.4,1019.0,281,Counter({'baseball': 1}),0.0035587188612099642
THX 1138,2437000.0,,1971.0,,,361,Counter({'freedom': 1}),0.002770083102493075
Hamlet A.D.D.,,,2009.0,,,38,Counter(),0.0
The Incident,,,1990.0,,,12,Counter(),0.0
Lost Souls,31355910.0,,2000.0,,,46,Counter(),0.0
Everything's Ducky,,,1961.0,,,12,Counter(),0.0
First to Fight,,,1967.0,,,30,Counter(),0.0
Third Dimensional Murder,,"Comedy,Crime,Horror",1941.0,5.3,166.0,26,Counter(),0.0
A Chorus Line,14202899.0,"Drama,Music,Musical",1985.0,6.2,11940.0,59,"Counter({'broadway': 1, 'hollywood': 1})",0.03389830508474576
Sands of Oblivion,,,2007.0,,,18,Counter(),0.0
Avenging Angel,,,2007.0,,,163,"Counter({'sheriff': 9, 'saloon': 1})",0.06134969325153374
Just the Ticket,,,1999.0,,,52,Counter({'yankee': 1}),0.019230769230769232
Two Weeks in Another Town,,Drama,1962.0,6.4,3054.0,171,Counter(),0.0
Daffy The Commando,,,1943.0,,,184,Counter(),0.0
Family Business,12195695.0,,1989.0,,,187,Counter(),0.0
Year of the Gun,1182273.0,"Action,Romance,Thriller",1991.0,5.6,3051.0,222,Counter(),0.0
The Eagle,,,1925.0,,,111,Counter(),0.0
17 Again,136267476.0,,2009.0,,,258,"Counter({'high school': 9, 'basketball': 7})",0.06201550387596899
You're Never Too Young,3400000.0,"Comedy,Musical",1955.0,6.5,1769.0,109,Counter(),0.0
The Battle of the Sexes,,Comedy,1928.0,6.5,525.0,69,Counter({'jazz': 1}),0.014492753623188406
Mad City,10561038.0,,1997.0,,,158,Counter(),0.0
Ramrod,,,1947.0,,,39,Counter(),0.0
The Living Hell,,,2008.0,,,20,Counter(),0.0
American Graffiti,140000000.0,,1973.0,,,290,"Counter({'ford': 2, 'high school': 1, 'drive-in': 1})",0.013793103448275862
Dying to Live,,,2008.0,,,59,Counter(),0.0
A-Lad-In His Lamp,,,1948.0,,,218,Counter(),0.0
A Lousy Ten Grand,,,2004.0,,,17,Counter(),0.0
Two Little Indians,,,1953.0,,,465,Counter({'turkey': 1}),0.002150537634408602
Penny Serenade,,"Drama,Romance",1941.0,7.0,8247.0,67,Counter(),0.0
For Better or For Worse,,,1993.0,,,32,"Counter({'jazz': 1, 'parade': 1})",0.0625
Girls! Girls! Girls!,,,1962.0,,,54,Counter({'elvis': 1}),0.018518518518518517
Clara's Heart,5194491.0,Drama,1988.0,6.1,2612.0,65,Counter(),0.0
The Brady Bunch in the White House,,,2002.0,,,619,"Counter({'president': 21, 'congress': 3, 'election': 2, 'diner': 1, 'white house': 1, 'high school': 1})",0.046849757673667204
Night of the Lepus,,"Horror,Sci-Fi,Thriller",1972.0,4.1,5551.0,264,"Counter({'president': 1, 'sheriff': 1, 'drive in': 1})",0.011363636363636364
Calypso Cat,,,1962.0,,,124,Counter(),0.0
Universal Soldiers,,,2007.0,,,159,Counter(),0.0
Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo,,"Romance,Short",2010.0,7.3,747.0,130,Counter(),0.0
Inhale,,"Drama,Thriller",2010.0,6.5,6753.0,212,Counter(),0.0
Jubal,1800000.0,,1956.0,,,178,Counter({'cowboy': 1}),0.0056179775280898875
Haunted,,,2012.0,,,102,Counter({'road trip': 1}),0.00980392156862745
Night Call Nurses,1000000.0,"Comedy,Drama,Mystery",1972.0,4.5,502.0,31,Counter(),0.0
The Sixth Man,14772788.0,,1997.0,,,418,Counter({'basketball': 3}),0.007177033492822967
Sherlock Holmes and the Secret Weapon,,,1943.0,,,353,Counter(),0.0
Back Roads,,"Adventure,Comedy,Romance",1981.0,5.6,1104.0,32,Counter(),0.0
Joshua,,"Drama,Western",1976.0,4.6,454.0,21,Counter({'civil war': 1}),0.047619047619047616
Dead Awake,,,2010.0,,,15,Counter(),0.0
The Return,11992014.0,,2006.0,,,192,Counter(),0.0
The Shining Hour,,"Drama,Romance",1938.0,6.4,1368.0,81,Counter(),0.0
Wise Blood,,,1979.0,,,19,Counter(),0.0
The Final Countdown,16647800.0,,1980.0,,,351,"Counter({'senator': 4, 'election': 1})",0.014245014245014245
What About Bob?,,,1991.0,,,319,Counter({'vacation': 4}),0.012539184952978056
The Strange Affair of Uncle Harry,,"Drama,Film-Noir",1945.0,6.8,2036.0,225,Counter(),0.0
Critical Condition,20240502.0,,1987.0,,,35,Counter(),0.0
The Believers,18753438.0,,1987.0,,,34,Counter(),0.0
On Borrowed Time,,"Drama,Family,Fantasy",1939.0,7.7,2288.0,157,Counter(),0.0
Murderers' Row,,"Action,Adventure,Comedy",1966.0,5.8,2542.0,111,Counter(),0.0
The Curse of the Faceless Man,,,1958.0,,,38,Counter(),0.0
Mars Needs Women,,,1967.0,,,99,Counter(),0.0
Unholy,,,2007.0,,,71,Counter(),0.0
Detention of the Dead,,,,,,12,Counter({'high school': 1}),0.08333333333333333
Otis,,"Comedy,Crime,Horror",2008.0,5.9,5350.0,53,Counter(),0.0
Street of Chance,,,1930.0,,,111,Counter(),0.0
A Modern Twain Story: The Prince and the Pauper,,,2007.0,,,754,"Counter({'freedom': 3, 'roadside': 1})",0.005305039787798408
Little Sister,,,1992.0,,,401,"Counter({'sorority': 9, 'pledge': 5, 'fraternity': 4, 'high school': 1, 'president': 1, 'quarterback': 1})",0.05236907730673317
The Helen Morgan Story,,"Biography,Drama,Music",1957.0,6.3,882.0,84,Counter({'broadway': 1}),0.011904761904761904
Richie Rich's Christmas Wish,,,1998.0,,,451,Counter(),0.0
Old Yeller,,"Adventure,Drama,Family",1957.0,7.2,15553.0,274,"Counter({'civil war': 1, 'cornbread': 1})",0.0072992700729927005
"Welcome Home, Roscoe Jenkins",,,2008.0,,,314,Counter({'sheriff': 1}),0.0031847133757961785
One Thrilling Night,,"Comedy,Mystery",1942.0,5.6,185.0,276,Counter({'dodge': 1}),0.0036231884057971015
Bart Got a Room,,"Comedy,Drama,Romance",2008.0,5.7,4267.0,45,"Counter({'prom': 2, 'high school': 1})",0.06666666666666667
The Boatniks,18607492.0,,1970.0,,,171,Counter(),0.0
Streetwise,,"Documentary,Drama",1984.0,8.2,3141.0,37,Counter(),0.0
Air America,31053601.0,"Action,Comedy,War",1990.0,5.8,31024.0,514,"Counter({'senator': 7, 'president': 1})",0.01556420233463035
Johnny Concho,1900000.0,Western,1956.0,5.9,255.0,143,Counter({'sheriff': 1}),0.006993006993006993
Dad for a Day,,,1939.0,,,36,Counter(),0.0
Urchin,,,2007.0,,,124,Counter(),0.0
The Human Tornado,,,1976.0,,,98,Counter({'sheriff': 4}),0.04081632653061224
Roxy Hunter and the Secret of the Shaman,,,2008.0,,,12,Counter(),0.0
American Gigolo,,,1980.0,,,157,Counter(),0.0
Meek's Cutoff,,"Adventure,Drama,Thriller",2010.0,6.5,15463.0,62,Counter({'settlers': 2}),0.03225806451612903
Inside the Walls of Folsom Prison,,"Crime,Drama,Film-Noir",1951.0,6.6,438.0,182,Counter(),0.0
"Merry Christmas, Drake & Josh",,,2008.0,,,700,"Counter({'parade': 3, 'vacation': 2, 'mall': 2, 'costume': 1, 'pickup': 1, 'pickup truck': 1})",0.014285714285714285
Conquering Power,,,1921.0,,,105,Counter(),0.0
Return to Paradise,8341087.0,,1998.0,,,254,Counter({'sheriff': 11}),0.04330708661417323
Larger Than Life,8315693.0,"Comedy,Family",1996.0,5.6,7964.0,408,Counter(),0.0
Purple Heart,,,2006.0,,,93,Counter(),0.0
Out of Sight,,Comedy,1966.0,4.8,144.0,39,Counter(),0.0
Law and Disorder,,,1974.0,,,30,Counter(),0.0
Dopey Dicks,,,,,,71,Counter(),0.0
The Mooring,,,2010.0,,,60,Counter({'hunting': 1}),0.016666666666666666
Group Sex,38234230.0,,2010.0,,,52,Counter(),0.0
Walls of Sand,,,1995.0,,,61,Counter(),0.0
Killer Flood: The Day the Dam Broke,,,2003.0,,,110,Counter(),0.0
Affairs of Cappy Ricks,,,1937.0,,,33,Counter(),0.0
Strange Wilderness,6964734.0,,2008.0,,,18,Counter(),0.0
Temple Grandin,,,2010.0,,,234,"Counter({'spring break': 1, 'high school': 1})",0.008547008547008548
Seasons of the Heart,,"Drama,Family",1993.0,6.5,239.0,39,Counter(),0.0
Abraham Lincoln vs. Zombies,,,2012.0,,,390,Counter({'president': 1}),0.002564102564102564
Jake Speed,1943751.0,,1986.0,,,117,Counter({'civil war': 1}),0.008547008547008548
Dark Horse,,"Drama,Family",1992.0,6.9,917.0,44,Counter(),0.0
Last Train from Gun Hill,,,1959.0,,,154,Counter(),0.0
All the World's a Stooge,,,1941.0,,,106,Counter(),0.0
Suspect Zero,11416075.0,"Crime,Horror,Mystery",2004.0,5.8,21654.0,162,Counter(),0.0
The Desert Hawk,,,1944.0,,,63,Counter(),0.0
Flesh and Fantasy,,"Drama,Fantasy,Horror",1943.0,6.9,1218.0,193,Counter(),0.0
"Rich, Young and Pretty",1750000.0,"Comedy,Musical,Romance",1951.0,5.8,588.0,24,Counter(),0.0
One Mysterious Night,,"Comedy,Crime,Drama",1944.0,6.1,489.0,185,Counter(),0.0
Alice's spooky adventure,,,1924.0,,,35,Counter(),0.0
Star Reporter,,"Crime,Drama,Romance",1939.0,5.3,130.0,77,Counter(),0.0
The Bushwhackers,,,1952.0,,,118,"Counter({'independence': 1, 'sheriff': 1})",0.01694915254237288
Dead Presidents,24147179.0,"Action,Crime,Drama",1995.0,6.9,25066.0,577,"Counter({'cowboy': 2, 'high school': 1})",0.005199306759098787
Barbecue Brawl,,,,,,152,"Counter({'barbecue': 5, 'backyard': 1})",0.039473684210526314
The Broadway Melody,3000000.0,"Drama,Musical,Romance",1929.0,5.6,8215.0,339,Counter({'broadway': 4}),0.011799410029498525
The Freshman,21460601.0,,1990.0,,,352,"Counter({'turkey': 1, 'hollywood': 1})",0.005681818181818182
Road to Morocco,,"Adventure,Comedy,Family",1942.0,7.0,5961.0,529,"Counter({'turkey': 1, 'diner': 1})",0.003780718336483932
Blondie Johnson,,"Crime,Drama",1933.0,6.6,809.0,39,Counter(),0.0
Great World of Sound,,"Comedy,Drama,Music",2007.0,6.7,1313.0,44,Counter(),0.0
Say It Isn't So,12320393.0,,2001.0,,,493,Counter(),0.0
The Hills Run Red,,,2009.0,,,403,Counter({'costume': 1}),0.0024813895781637717
Primary Suspect,,,2000.0,,,51,Counter(),0.0
Things to Do in Denver When You're Dead,529677.0,"Crime,Drama,Thriller",1995.0,6.7,30191.0,417,Counter({'highway': 1}),0.002398081534772182
Julius Sizzer,,"Comedy,Short",1931.0,3.8,31.0,11,Counter({'dodge': 1}),0.09090909090909091
Casualties of Love: The Long Island Lolita Story,,,1993.0,,,425,Counter(),0.0
Infidelity,,,1987.0,,,232,Counter(),0.0
Vamp,,"Comedy,Fantasy,Horror",1986.0,5.9,7400.0,255,"Counter({'campus': 1, 'cadillac': 1})",0.00784313725490196
Minnesota Cuke and the Search for Samson's Hairbrush,,,2005.0,,,334,Counter({'freedom': 1}),0.0029940119760479044
Esther... The Girl Who Became Queen,,,2000.0,,,303,Counter(),0.0
Party,,,1995.0,,,24,Counter(),0.0
The Leopard Woman,,,,,,130,Counter(),0.0
The Emperor's New Groove,169327687.0,,2000.0,,,251,"Counter({'roadside': 1, 'diner': 1})",0.00796812749003984
Timestalkers,,,1987.0,,,369,"Counter({'president': 4, 'wild west': 1, 'saloon': 1})",0.016260162601626018
Duke of Chicago,,Drama,1949.0,7.8,20.0,52,Counter(),0.0
Misleading Lady,,,1932.0,,,15,Counter(),0.0
Guys and Dolls,20000000.0,,1955.0,,,562,Counter({'broadway': 3}),0.005338078291814947
The Fugitive,368875760.0,"Action,Crime,Drama",1993.0,7.8,326142.0,341,"Counter({'deputy': 1, 'parade': 1})",0.005865102639296188
Bolt,309979994.0,,2008.0,,,349,Counter({'hollywood': 4}),0.011461318051575931
Me and the Colonel,,,1958.0,,,34,Counter(),0.0
Cowboy Holiday,,,1934.0,,,20,Counter({'sheriff': 1}),0.05
Above Suspicion,,"Drama,Thriller,War",1943.0,6.5,2567.0,60,Counter(),0.0
All Good Things,644535.0,"Crime,Drama,Mystery",2010.0,6.3,61604.0,77,Counter(),0.0
The Golden Claw,,,1915.0,,,59,Counter(),0.0
A Shock to the System,,,1990.0,,,87,Counter(),0.0
My Best Friend's Wedding,299288605.0,"Comedy,Drama,Romance",1997.0,6.3,158541.0,195,Counter(),0.0
Lonely Street,,,2009.0,,,21,Counter(),0.0
Mom's Got a Date With a Vampire,,,2000.0,,,197,Counter(),0.0
The Waterman Movie,,,2012.0,,,42,Counter(),0.0
"Ready, Woolen and Able",,,1960.0,,,330,Counter({'ford': 1}),0.0030303030303030303
Mosaic,,,2007.0,,,152,Counter(),0.0
Tom and Jerry Meet Sherlock Holmes,,,2010.0,,,27,Counter(),0.0
Nora's Hair Salon,,"Comedy,Drama",2004.0,4.5,571.0,68,Counter(),0.0
The Ambulance,,,1990.0,,,51,Counter(),0.0
The Mummy's Curse,,,1944.0,,,276,Counter(),0.0
The Awful Tooth,,"Comedy,Family,Short",1938.0,6.5,123.0,43,Counter({'baseball': 2}),0.046511627906976744
Welcome to the Dollhouse,4569019.0,,1995.0,,,392,"Counter({'high school': 2, 'backyard': 1})",0.007653061224489796
Cake: A Wedding Story,,,2007.0,,,23,Counter(),0.0
Fear of the Dark,,,2002.0,,,11,Counter(),0.0
Chutney Popcorn,,,2000.0,,,51,Counter(),0.0
People Are Funny,,Musical,1946.0,5.3,178.0,54,Counter(),0.0
The Guns of Fort Petticoat,1080000.0,"Action,Romance,War",1957.0,6.3,1674.0,219,Counter({'civil war': 1}),0.0045662100456621
The Half-Naked Truth,,,1932.0,,,178,Counter({'sheriff': 1}),0.0056179775280898875
Going Greek,,"Comedy,Drama,Romance",2001.0,4.6,1442.0,93,"Counter({'sorority': 2, 'high school': 1, 'fraternity': 1, 'campus': 1, 'pledge': 1})",0.06451612903225806
Sitting Pretty,,"Comedy,Family",1948.0,7.4,2797.0,221,Counter(),0.0
Ancient Evil: Scream of the Mummy,,Horror,2000.0,2.1,1419.0,99,Counter(),0.0
The Beautiful Blonde from Bashful Bend,2889000.0,"Comedy,Musical,Western",1949.0,6.0,1010.0,60,Counter({'saloon': 1}),0.016666666666666666
Igby Goes Down,6919198.0,,2002.0,,,189,Counter({'republican': 1}),0.005291005291005291
At Land,,"Drama,Fantasy,Short",1944.0,7.5,3445.0,159,Counter(),0.0
Ghost Patrol,,,1936.0,,,19,Counter(),0.0
I Have Tourette's But Tourette's Doesn't Have Me,,,2005.0,,,29,Counter(),0.0
A Sight for Sore Eyes,,,2005.0,,,23,Counter({'high school': 1}),0.043478260869565216
The Natural History of Parking Lots,,,1990.0,,,38,Counter(),0.0
Hilda Crane,1000000.0,Drama,1956.0,6.3,381.0,115,Counter(),0.0
Baby Sister,,,1983.0,,,242,Counter(),0.0
Green Grass of Wyoming,,,1948.0,,,108,Counter(),0.0
Docks of New York,,"Action,Adventure,Comedy",1945.0,6.6,333.0,12,Counter(),0.0
The Desert Fox: The Story of Rommel,2400000.0,,1951.0,,,372,Counter({'western': 1}),0.002688172043010753
Devil May Hare,,,1954.0,,,313,Counter({'soda': 1}),0.003194888178913738
Night Warning,,,1983.0,,,58,"Counter({'high school': 1, 'basketball': 1})",0.034482758620689655
Darby O'Gill and the Little People,,,1959.0,,,379,Counter(),0.0
The Jungle Book,43229904.0,,1994.0,,,393,Counter(),0.0
Eye for an Eye,26877589.0,,1996.0,,,319,Counter(),0.0
The Last Sunset,,,1961.0,,,91,Counter({'sheriff': 3}),0.03296703296703297
Slaughter Studios,,,2002.0,,,456,Counter(),0.0
Key Largo,8125000.0,,1948.0,,,376,"Counter({'fishing trip': 1, 'sheriff': 1, 'deputy': 1})",0.007978723404255319
Passion of Mind,769272.0,"Drama,Mystery,Romance",2000.0,5.5,3647.0,101,Counter(),0.0
Eyewitness,,,1981.0,,,47,Counter(),0.0
Snoopy!!! The Musical,,,,,,141,Counter({'halloween': 1}),0.0070921985815602835
Eternal Flame,,,2007.0,,,37,"Counter({'statue of liberty': 1, 'liberty': 1})",0.05405405405405406
American Heart,,,1992.0,,,18,Counter(),0.0
The Vagrant,,"Comedy,Horror,Thriller",1992.0,5.8,2096.0,51,Counter(),0.0
