title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
Serving Sara,20146150.0,"Comedy,Romance",2002.0,5.3,19070.0,279,Counter({'rodeo': 1}),0.0035842293906810036
Madhouse,,"Crime,Horror,Mystery",1974.0,6.2,4646.0,54,Counter(),0.0
American Dream,,,1990.0,,,147,Counter(),0.0
Red Sonja,6948633.0,,1985.0,,,322,Counter(),0.0
James Blunt: Return to Kosovo,,Documentary,2007.0,3.6,92.0,12,Counter(),0.0
Away We Go,14899417.0,"Comedy,Drama,Romance",2009.0,7.0,55432.0,301,Counter(),0.0
The Wendell Baker Story,153169.0,"Comedy,Drama,Romance",2005.0,5.5,6111.0,36,Counter(),0.0
Revenge of the Pink Panther,49579269.0,"Comedy,Crime,Mystery",1978.0,6.6,23705.0,420,"Counter({'fireworks': 1, 'president': 1})",0.004761904761904762
The Whistleblower,,,2010.0,,,151,Counter(),0.0
BloodRayne,3650275.0,"Action,Fantasy,Horror",2005.0,3.0,37568.0,276,Counter({'hunting': 1}),0.0036231884057971015
The Hunting Party,969869.0,,2007.0,,,359,"Counter({'hunting': 2, 'harvard': 1, 'president': 1})",0.011142061281337047
First Target,,,2000.0,,,81,"Counter({'president': 7, 'senator': 1, 'election': 1})",0.1111111111111111
Yogi Bear,201584141.0,"Adventure,Animation,Comedy",2010.0,4.6,23752.0,326,"Counter({'election': 1, 'fireworks': 1})",0.006134969325153374
Bad Manners,,,1984.0,,,137,Counter({'suburbia': 1}),0.0072992700729927005
Shot through the heart,,,1998.0,,,77,Counter(),0.0
The Deer Hunter,50000000.0,"Drama,War",1978.0,8.1,368537.0,87,Counter({'hunting': 1}),0.011494252873563218
The Deaths of Ian Stone,,,2007.0,,,344,Counter(),0.0
Good Luck Chuck,59192128.0,,2007.0,,,275,Counter(),0.0
Alice Upside Down,,,2008.0,,,201,Counter(),0.0
Nico the Unicorn,,,,,,469,"Counter({'mall': 1, 'diner': 1, 'deputy': 1})",0.006396588486140725
Bridge,,,1988.0,,,32,Counter(),0.0
The Lost World,,,2001.0,,,523,Counter(),0.0
Journey from the Fall,,,2007.0,,,63,Counter(),0.0
Dead in a Heartbeat,,,2002.0,,,456,Counter(),0.0
The Search,,,1948.0,,,261,Counter(),0.0
The Little Engine That Could,,,1991.0,,,190,Counter({'basketball': 1}),0.005263157894736842
B. Monkey,39371.0,,1998.0,,,56,Counter({'jazz': 1}),0.017857142857142856
The Last Man on Earth,,,1964.0,,,295,Counter({'hunting': 1}),0.003389830508474576
The Lawnmower Man,32100816.0,,1992.0,,,369,Counter(),0.0
Gosford Park,87754044.0,"Comedy,Drama,Mystery",2001.0,7.2,95956.0,380,Counter(),0.0
Lifeforce,11603545.0,,1985.0,,,229,Counter(),0.0
Silks and Saddles,,,1921.0,,,54,Counter(),0.0
Warriors of the Apocalypse,,,,,,22,Counter(),0.0
The Land Before Time XII: The Day of the Flyers,,,2006.0,,,89,Counter(),0.0
The Raid,4105123.0,,2011.0,,,336,Counter(),0.0
The Amateurs,,,2005.0,,,83,Counter(),0.0
Dot the i,306224.0,,2003.0,,,191,Counter({'ford': 1}),0.005235602094240838
The Monte Carlo Story,,,1957.0,,,62,Counter(),0.0
First Action Hero,,,1994.0,,,48,Counter(),0.0
Too Young to Be a Dad,,,2002.0,,,539,Counter(),0.0
Amu,,Drama,2005.0,7.3,964.0,167,Counter({'roadside': 1}),0.005988023952095809
Fast Track: No Limits,,"Action,Sport,Thriller",2008.0,5.0,2444.0,181,Counter(),0.0
The Road to Freedom,,,2011.0,,,13,Counter(),0.0
Reckless Behavior: Caught on Tape,,,2007.0,,,61,Counter(),0.0
A Boy Called Hate,,,1994.0,,,66,Counter(),0.0
Derrida,,,2002.0,,,99,Counter(),0.0
Barton Fink,6153939.0,,1991.0,,,260,"Counter({'broadway': 1, 'hollywood': 1})",0.007692307692307693
Passport to Pimlico,,,1949.0,,,331,Counter({'western': 1}),0.0030211480362537764
Gran Torino,269958228.0,,2008.0,,,297,Counter({'ford': 1}),0.003367003367003367
The Scapegoat,,"Crime,Mystery,Thriller",1959.0,6.8,2574.0,240,Counter(),0.0
Jakob the Liar,4956401.0,"Comedy,Drama,War",1999.0,6.5,18172.0,196,Counter(),0.0
Human Trafficking,,,2005.0,,,115,Counter(),0.0
Graveyard Shift,11582891.0,,1990.0,,,43,Counter(),0.0
Prayer of the Rollerboys,,,1991.0,,,156,Counter(),0.0
Tales From The Dead,,,2008.0,,,58,Counter(),0.0
Fellini: A Director's Notebook,,,,,,28,Counter(),0.0
Killing Me Softly,,"Drama,Mystery,Romance",2002.0,5.4,19746.0,251,Counter({'backyard': 1}),0.00398406374501992
Slither,12834936.0,,2006.0,,,247,Counter({'sheriff': 2}),0.008097165991902834
Shining Through,43838238.0,"Drama,Romance,Thriller",1992.0,6.4,11020.0,363,Counter(),0.0
Around the World in 80 Days,72178895.0,"Action,Adventure,Comedy",2004.0,5.9,96225.0,452,"Counter({'turkey': 1, 'statue of liberty': 1, 'liberty': 1})",0.00663716814159292
Sentinels of Silence,,,1971.0,,,46,Counter(),0.0
Deep Space,,,1988.0,,,32,Counter(),0.0
Santa Buddies,,,2009.0,,,324,"Counter({'thanksgiving': 1, 'turkey': 1})",0.006172839506172839
The Machine Girl,,,2008.0,,,127,Counter({'high school': 1}),0.007874015748031496
Equus,,,1977.0,,,40,Counter(),0.0
The Girl with the Dragon Tattoo,232617430.0,"Crime,Drama,Mystery",2011.0,7.8,504786.0,343,Counter(),0.0
Cache,,,2005.0,,,292,Counter(),0.0
Veronica Guerin,9439660.0,"Biography,Crime,Drama",2003.0,6.8,22268.0,239,Counter({'constitution': 1}),0.0041841004184100415
The Weather Man,19039770.0,"Comedy,Drama",2005.0,6.6,84092.0,195,Counter({'fast food': 1}),0.005128205128205128
Bookies,,"Comedy,Crime,Drama",2003.0,5.9,2345.0,133,Counter({'campus': 1}),0.007518796992481203
Spartan,8112712.0,,2004.0,,,504,"Counter({'president': 3, 'harvard': 1})",0.007936507936507936
My 5 Wives,,Comedy,2000.0,4.8,1935.0,323,Counter(),0.0
Appointment With Death,,,1988.0,,,73,Counter(),0.0
Thumbelina,,,1994.0,,,343,Counter(),0.0
Robotech: The Movie,,,1986.0,,,391,Counter({'freeway': 1}),0.0025575447570332483
Devil Girl,,,2007.0,,,320,"Counter({'motel': 7, 'route 66': 1, 'muscle car': 1, 'cowgirl': 1})",0.03125
Of Unknown Origin,1080470.0,"Horror,Thriller",1983.0,6.1,3948.0,39,Counter({'vacation': 1}),0.02564102564102564
Shag,6957975.0,,1989.0,,,84,"Counter({'hollywood': 1, 'senator': 1})",0.023809523809523808
The Mistress of Spices,,,2005.0,,,242,Counter(),0.0
The Little Prince,,"Family,Fantasy,Musical",1974.0,6.4,4086.0,64,Counter(),0.0
Romancing the Stone,86572238.0,"Action,Adventure,Comedy",1984.0,6.9,105770.0,280,Counter(),0.0
Reservation Road,1783190.0,,2007.0,,,194,"Counter({'baseball': 1, 'roadside': 1})",0.010309278350515464
The Real World Movie: The Lost Season,,,2002.0,,,35,Counter(),0.0
Sugar Town,178095.0,,1999.0,,,105,Counter(),0.0
Adam Resurrected,,,2008.0,,,13,Counter(),0.0
Lars and the Real Girl,11293663.0,"Comedy,Drama,Romance",2007.0,7.3,158493.0,389,Counter(),0.0
Rosencrantz & Guildenstern Are Dead,739104.0,"Comedy,Drama",1990.0,7.3,24162.0,178,Counter(),0.0
U Turn,,"Crime,Drama,Thriller",1997.0,6.7,55543.0,578,Counter({'sheriff': 5}),0.00865051903114187
Traci Takes Tokyo,,,1986.0,,,69,Counter(),0.0
Painted Lady,,,1997.0,,,74,Counter({'blues': 1}),0.013513513513513514
Fire Serpent,,,2007.0,,,21,Counter(),0.0
The World of Strawberry Shortcake,,,,,,208,Counter(),0.0
Black Dog,12951088.0,,1998.0,,,337,Counter({'ford': 1}),0.002967359050445104
"The Butcher, the Chef and the Swordsman",,,2010.0,,,68,Counter(),0.0
11-11-11,5232771.0,"Horror,Mystery,Thriller",2011.0,3.9,12654.0,470,Counter(),0.0
The Canterville Ghost,,,1986.0,,,71,Counter(),0.0
Devil In The Flesh 2,,,2000.0,,,71,Counter(),0.0
James and the Giant Peach,37734758.0,,1996.0,,,395,"Counter({'statue of liberty': 1, 'liberty': 1})",0.005063291139240506
Butterfly on a Wheel,,,2007.0,,,206,Counter(),0.0
Sleuth,,,1972.0,,,578,Counter(),0.0
Let Me In,24145613.0,,2010.0,,,482,Counter({'high school': 1}),0.002074688796680498
Playing by Heart,,"Comedy,Drama,Romance",1998.0,6.9,20509.0,54,Counter(),0.0
True Blue,,,1996.0,,,148,Counter(),0.0
Dad's Dead,,,2003.0,,,118,Counter(),0.0
Quake,,,1992.0,,,20,Counter(),0.0
Avalanche Express,,"Action,Thriller",1979.0,4.9,1833.0,45,Counter(),0.0
Primary Colors,52090187.0,,1998.0,,,339,"Counter({'president': 2, 'redneck': 1, 'senator': 1})",0.011799410029498525
In Between Days,32458.0,Drama,2006.0,6.4,631.0,44,Counter(),0.0
Pinocchio,,"Comedy,Family,Fantasy",2002.0,4.3,8705.0,267,Counter(),0.0
Rapture,,Drama,1965.0,7.2,1171.0,22,Counter(),0.0
A Cinderella Story,70067909.0,"Comedy,Family,Romance",2004.0,5.9,95816.0,509,"Counter({'diner': 12, 'high school': 1, 'cheerleader': 1, 'quarterback': 1, 'halloween': 1, 'costume': 1, 'deputy': 1})",0.03536345776031434
The Domino Principle,,,1977.0,,,161,Counter(),0.0
Kangaroo Jack,88929111.0,,2003.0,,,491,Counter({'jeep': 2}),0.004073319755600814
The Lady from Peking,,,1975.0,,,28,Counter(),0.0
Land of the Minotaur,,,1976.0,,,24,Counter(),0.0
The Dirty Dozen,45300000.0,"Action,Adventure,War",1967.0,7.7,80556.0,484,Counter({'halloween': 1}),0.002066115702479339
Zombie Apocalypse,,,2011.0,,,38,Counter(),0.0
Dr Dolittle Million Dollar Mutts,,,2009.0,,,61,Counter({'hollywood': 1}),0.01639344262295082
A Very Long Engagement,70115868.0,,2004.0,,,86,Counter(),0.0
Shock,,,1977.0,,,97,Counter(),0.0
Mother of Tears,,,2007.0,,,480,"Counter({'pledge': 1, 'hunting': 1})",0.004166666666666667
The Big Blue,3580882.0,,1988.0,,,289,Counter(),0.0
Masked and Anonymous,533569.0,,2003.0,,,69,Counter(),0.0
Sons of Mistletoe,,,2001.0,,,15,Counter(),0.0
Dangerous Liaisons,34700000.0,"Drama,Romance",1988.0,7.5,76386.0,320,Counter(),0.0
She's the Man,57194667.0,"Comedy,Romance,Sport",2006.0,6.4,179898.0,370,Counter({'high school': 1}),0.002702702702702703
The Vampire Lovers,,Horror,1970.0,6.4,8026.0,210,Counter(),0.0
Imagine Me & You,,,2005.0,,,308,Counter(),0.0
Inglourious Basterds,320389438.0,,2009.0,,,372,Counter({'baseball': 1}),0.002688172043010753
Company Man,146193.0,,2000.0,,,53,Counter(),0.0
Monsoon Wedding,30787356.0,,2001.0,,,89,Counter({'western': 1}),0.011235955056179775
Bridge to Terabithia,137587063.0,,2007.0,,,386,Counter(),0.0
The Dark Knight Rises,1078008948.0,,2012.0,,,388,Counter(),0.0
Arthur Christmas,147419472.0,"Adventure,Animation,Comedy",2011.0,7.1,68007.0,406,Counter({'president': 1}),0.0024630541871921183
Angel's Dance,,,1999.0,,,51,Counter(),0.0
Pride and Glory,43440721.0,"Crime,Drama,Thriller",2008.0,6.6,64061.0,608,Counter(),0.0
Valentino,,"Biography,Drama",1977.0,6.1,2228.0,352,Counter(),0.0
An Ideal Husband,,,1999.0,,,37,Counter(),0.0
Rush Hour 2,347325802.0,,2001.0,,,440,"Counter({'vacation': 2, 'basketball': 1})",0.006818181818181818
The Light at the Edge of the World,,,1971.0,,,193,Counter({'gold rush': 1}),0.0051813471502590676
A Passage to India,27187653.0,"Adventure,Drama,History",1984.0,7.3,21520.0,237,"Counter({'independence': 1, 'western': 1})",0.008438818565400843
Breaking and Entering,8974829.0,,2006.0,,,185,Counter(),0.0
Jaguar Lives!,,Action,1979.0,4.2,567.0,14,Counter(),0.0
The Train,,,1964.0,,,248,Counter(),0.0
The Straight Story,6203044.0,,1999.0,,,496,Counter({'flag': 1}),0.0020161290322580645
Screamers,5711695.0,,1996.0,,,360,Counter({'civil war': 1}),0.002777777777777778
The Bourne Ultimatum,442824138.0,,2007.0,,,433,Counter(),0.0
Lost in Translation,119723856.0,,2003.0,,,191,Counter(),0.0
Twisted,,"Crime,Drama,Mystery",2004.0,5.3,23536.0,165,Counter(),0.0
The Dark Knight,1004558444.0,,2008.0,,,394,Counter(),0.0
In the Time of the Butterflies,,,2001.0,,,434,Counter({'president': 1}),0.002304147465437788
Here and There,18000.0,,2009.0,,,39,Counter(),0.0
High Noon,,,2009.0,,,73,Counter(),0.0
Heaven,,,2002.0,,,153,Counter(),0.0
The Pirates of Penzance,694497.0,"Comedy,Musical,Romance",1983.0,7.1,3987.0,160,Counter(),0.0
Saw II,147700000.0,,2005.0,,,426,Counter({'hunting': 1}),0.002347417840375587
The Other Man,970157.0,"Drama,Mystery,Thriller",2008.0,5.4,12542.0,458,Counter({'hunting': 1}),0.002183406113537118
Pokemon: The First Movie,163644662.0,,1998.0,,,536,Counter({'vacation': 2}),0.0037313432835820895
Two Much,1141556.0,,1996.0,,,398,Counter({'dodge': 1}),0.002512562814070352
Bruiser,,"Horror,Mystery",2000.0,5.3,6610.0,42,Counter(),0.0
Black Dynamite,296557.0,,2009.0,,,231,"Counter({'white house': 2, 'president': 2, 'diner': 1})",0.021645021645021644
The Amazing Truth About Queen Raquela,,,2007.0,,,21,Counter(),0.0
A Christmas Story,19294144.0,"Comedy,Family",1983.0,7.9,169976.0,657,"Counter({'turkey': 3, 'hillbilly': 1})",0.0060882800608828
Moonlight and Valentino,2484226.0,"Comedy,Drama,Romance",1995.0,5.7,4157.0,67,Counter(),0.0
El Norte,,"Adventure,Drama",1983.0,7.7,5765.0,257,Counter({'homemaker': 1}),0.0038910505836575876
The Next Three Days,84748651.0,,2010.0,,,315,Counter(),0.0
Score,,,1972.0,,,296,"Counter({'costume': 1, 'cowboy': 1})",0.006756756756756757
Coach Carter,76669806.0,"Biography,Drama,Sport",2005.0,7.3,175966.0,287,"Counter({'basketball': 6, 'high school': 2})",0.027874564459930314
DinoCroc,,,2004.0,,,323,"Counter({'sheriff': 4, 'vacation': 1})",0.015479876160990712
8 Mile,242875078.0,,2002.0,,,371,"Counter({'high school': 1, 'trailer park': 1})",0.005390835579514825
Broken English,1944150.0,"Comedy,Drama,Romance",2007.0,6.3,7190.0,70,Counter(),0.0
Dick,,Comedy,1999.0,6.2,21768.0,326,"Counter({'president': 4, 'white house': 2})",0.018404907975460124
U-571,127666415.0,,2000.0,,,648,Counter(),0.0
The New World,30536013.0,,2005.0,,,390,Counter({'settlers': 4}),0.010256410256410256
Amateur,,"Comedy,Crime,Drama",1994.0,6.8,7209.0,24,Counter(),0.0
Everyone's Hero,16627188.0,,2006.0,,,171,"Counter({'yankee': 10, 'baseball': 5})",0.08771929824561403
Conversations with Other Women,973525.0,,2006.0,,,86,Counter(),0.0
Mi Vida Loca,,,1993.0,,,66,Counter(),0.0
The Soloist,38332994.0,,2009.0,,,262,Counter(),0.0
Tom Sawyer,,,1973.0,,,272,"Counter({'freedom': 1, 'independence': 1})",0.007352941176470588
The Order,,,2001.0,,,258,Counter(),0.0
Superman II: The Richard Donner Cut,,,2006.0,,,327,"Counter({'president': 2, 'white house': 1})",0.009174311926605505
Burglar,16357355.0,,1987.0,,,121,Counter(),0.0
One Magic Christmas,,"Family,Fantasy",1985.0,6.4,4514.0,528,Counter(),0.0
After Earth,,,2013.0,,,60,Counter(),0.0
Stoic,,,2008.0,,,445,Counter(),0.0
Allan Quatermain and the Lost City of Gold,3751699.0,,1987.0,,,169,Counter(),0.0
Blood Thirst,,,1971.0,,,38,Counter(),0.0
The Last Unicorn,6455330.0,"Adventure,Animation,Drama",1982.0,7.3,30444.0,401,Counter(),0.0
Full Fathom Five,,"Action,Adventure,Drama",1990.0,3.2,168.0,47,Counter(),0.0
Up from the Beach,,"Drama,War",1965.0,6.2,154.0,32,Counter(),0.0
The Legend of the Lone Ranger,12617845.0,"Action,Adventure,Drama",1981.0,4.9,2594.0,41,"Counter({'western': 1, 'president': 1})",0.04878048780487805
Chicago,306776732.0,,2002.0,,,341,Counter(),0.0
WDZ,,,2008.0,,,46,Counter(),0.0
Frantic,17637950.0,"Crime,Drama,Mystery",1988.0,6.8,58835.0,133,"Counter({'statue of liberty': 1, 'liberty': 1})",0.015037593984962405
"No Retreat, No Surrender 2",,,1988.0,,,558,"Counter({'jeep': 3, 'freedom': 1, 'flag': 1})",0.008960573476702509
Fun,,,1994.0,,,66,Counter({'highway': 1}),0.015151515151515152
The Curiosity of Chance,,,2006.0,,,95,Counter({'high school': 3}),0.031578947368421054
Chattahoochee,,"Biography,Drama",1989.0,6.3,2489.0,37,Counter(),0.0
Wing Commander,11578059.0,,1999.0,,,147,Counter(),0.0
Ninja Assassin,61601280.0,,2009.0,,,328,"Counter({'motel': 3, 'freedom': 2})",0.01524390243902439
Top Secret!,20458340.0,"Comedy,Crime,Music",1984.0,7.2,74852.0,50,Counter(),0.0
Jungle 2 Jungle,59927618.0,"Comedy,Family",1997.0,5.2,26332.0,318,"Counter({'statue of liberty': 3, 'liberty': 3, 'summer camp': 1, 'hunting': 1, 'vacation': 1})",0.02830188679245283
Oceans,,,2010.0,,,278,Counter({'hunting': 2}),0.007194244604316547
Land of the Blind,,,2006.0,,,402,Counter(),0.0
Summertime,2000000.0,"Comedy,Drama,Romance",1955.0,7.1,10358.0,330,Counter({'vacation': 2}),0.006060606060606061
Five Corners,,,1987.0,,,160,Counter(),0.0
The Handmaid's Tale,,,1990.0,,,149,Counter(),0.0
Intruders,3012210.0,"Fantasy,Horror,Thriller",2011.0,5.4,21516.0,36,Counter(),0.0
The Young Mr Pitt,,,1942.0,,,31,Counter({'election': 1}),0.03225806451612903
Powwow highway,,,1989.0,,,143,"Counter({'buick': 1, 'road trip': 1, 'highway': 1})",0.02097902097902098
"Bruce Lee, My Brother",,,2010.0,,,183,Counter(),0.0
Trust,,"Comedy,Crime,Drama",1990.0,7.4,12519.0,78,Counter({'high school': 1}),0.01282051282051282
For Sale by Owner,,"Drama,Horror,Thriller",2009.0,3.8,641.0,36,Counter(),0.0
A Christmas Carol,,,1999.0,,,61,Counter(),0.0
Damaged Lives,,,1933.0,,,34,Counter(),0.0
The Sinful Dwarf,,,1973.0,,,16,Counter(),0.0
Analyze This,,,1999.0,,,441,Counter(),0.0
Jane and the Lost City,,,1987.0,,,50,Counter(),0.0
Ken Park,447741.0,,2002.0,,,166,Counter(),0.0
Wrongfully Accused,9623329.0,,1998.0,,,244,Counter(),0.0
Romeo Is Bleeding,3275865.0,,1994.0,,,240,Counter(),0.0
I Come with the Rain,,,2009.0,,,137,Counter({'hunting': 1}),0.0072992700729927005
Frost/Nixon,27426335.0,,2008.0,,,460,"Counter({'president': 5, 'white house': 1, 'cheeseburger': 1})",0.015217391304347827
The Aviator,213741459.0,"Biography,Drama",2004.0,7.5,389561.0,462,"Counter({'senator': 2, 'jazz': 1, 'hollywood': 1, 'western': 1, 'senate': 1})",0.012987012987012988
127 Hours,61738797.0,,2010.0,,,277,Counter({'highway': 1}),0.0036101083032490976
Charlotte's Web,144877632.0,,2006.0,,,116,Counter(),0.0
16 Days in Afghanistan,,,2008.0,,,282,"Counter({'western': 2, 'president': 1})",0.010638297872340425
Hostage,77944725.0,,2005.0,,,412,Counter({'sheriff': 1}),0.0024271844660194173
Getaway,,,2013.0,,,11,Counter(),0.0
The Golden Bowl,5753678.0,,2000.0,,,243,Counter(),0.0
Death at a Funeral,46789413.0,Comedy,2007.0,7.3,122955.0,346,Counter(),0.0
To Rome with Love,70124099.0,"Comedy,Music,Romance",2012.0,6.3,91498.0,699,Counter({'hollywood': 1}),0.001430615164520744
Black Arrow,,,1985.0,,,396,Counter(),0.0
Just Friends,50912434.0,,2005.0,,,433,"Counter({'high school': 3, 'yearbook': 2})",0.011547344110854504
Anastasia: The Mystery of Anna,,,1986.0,,,51,Counter(),0.0
Hercules,,,,,,186,Counter(),0.0
Capone,,,1975.0,,,61,Counter(),0.0
Wonderland,2466444.0,,2003.0,,,354,Counter({'motel': 1}),0.002824858757062147
Wind Chill,,,2007.0,,,669,"Counter({'highway': 3, 'freeway': 2, 'campus': 1, 'high school': 1, 'diner': 1})",0.01195814648729447
The Seventh Son,,,2013.0,,,73,Counter(),0.0
Point Break,83531958.0,,1991.0,,,345,"Counter({'quarterback': 1, 'college football': 1})",0.005797101449275362
"Goodbye, Mr. Chips",,,1969.0,,,158,Counter({'vacation': 1}),0.006329113924050633
Mystery Train,,"Comedy,Crime,Drama",1989.0,7.5,31381.0,217,"Counter({'elvis': 5, 'statue of liberty': 1, 'liberty': 1})",0.03225806451612903
Dragonslayer,,"Action,Adventure,Fantasy",1981.0,6.6,20479.0,382,Counter(),0.0
Captive Hearts,,"Drama,Romance,War",1987.0,6.0,233.0,27,Counter(),0.0
The Bourne Identity,214034224.0,,2002.0,,,398,Counter({'deputy': 1}),0.002512562814070352
When Time Ran Out,,,1980.0,,,129,Counter(),0.0
O Jerusalem,,,2007.0,,,29,Counter({'independence': 1}),0.034482758620689655
The Getaway,30057974.0,"Action,Adventure,Crime",1994.0,5.8,20134.0,359,"Counter({'cowboy': 2, 'motel': 1, 'pickup': 1, 'pickup truck': 1})",0.013927576601671309
Night Hair Child,,,1971.0,,,47,Counter(),0.0
The Visit,,Drama,1964.0,7.4,2048.0,49,Counter(),0.0
Disturbing Behavior,17514980.0,,1998.0,,,372,Counter({'high school': 2}),0.005376344086021506
The Doe Boy,,"Drama,Romance",2001.0,6.8,299.0,17,Counter(),0.0
The Crazies,54677170.0,,2010.0,,,308,"Counter({'sheriff': 1, 'baseball': 1, 'deputy': 1, 'high school': 1})",0.012987012987012988
The Watcher in the Woods,,,1980.0,,,154,Counter(),0.0
8 Heads in a Duffel Bag,3602884.0,,1997.0,,,107,Counter(),0.0
Dracula,20158970.0,,1979.0,,,315,Counter(),0.0
The Holy Mountain,,,1973.0,,,267,Counter(),0.0
Nanny McPhee,122489822.0,,2005.0,,,498,Counter(),0.0
The Boat That Rocked,36348784.0,,2009.0,,,361,Counter(),0.0
Heathcliff: The Movie,2610686.0,,1986.0,,,106,Counter(),0.0
Fathom,1000000.0,"Adventure,Comedy",1967.0,5.7,1843.0,33,Counter(),0.0
Caboblanco,,"Action,Adventure,Crime",1980.0,5.3,1406.0,48,Counter(),0.0
Right to Die,,,2007.0,,,563,Counter(),0.0
Kaboom,539957.0,,2010.0,,,263,Counter(),0.0
Kingdom of Heaven,211652051.0,,2005.0,,,521,Counter(),0.0
Rockers,,"Comedy,Drama,Music",1978.0,7.5,2235.0,32,Counter(),0.0
Cleopatra,,,1999.0,,,374,Counter({'senate': 1}),0.00267379679144385
Haunted,,,1995.0,,,316,Counter(),0.0
Lady and the Tramp II: Scamp's Adventure,,,2001.0,,,368,"Counter({'fourth of july': 1, 'independence': 1})",0.005434782608695652
King of New York,2554476.0,,1990.0,,,389,Counter(),0.0
Ilsa: She-Wolf of the SS,,,1975.0,,,60,Counter(),0.0
He's Just Not That Into You,178846899.0,"Comedy,Drama,Romance",2009.0,6.4,185029.0,485,Counter({'supermarket': 1}),0.002061855670103093
Shottas,,"Action,Crime,Drama",2002.0,6.1,4896.0,111,Counter({'soda': 1}),0.009009009009009009
"What's Up, Tiger Lily?",,"Adventure,Comedy,Crime",1966.0,5.8,10086.0,54,Counter(),0.0
Quest for Fire,,,1982.0,,,539,Counter(),0.0
Tiger Claws,,Action,1992.0,5.4,1337.0,69,Counter(),0.0
"So, What's your price?",,,2007.0,,,18,Counter(),0.0
The Tale Of The Bunny Picnic,,,1986.0,,,204,"Counter({'costume': 2, 'hunting': 1})",0.014705882352941176
Street Fighter,99423521.0,"Action,Adventure,Comedy",1994.0,4.1,76612.0,611,Counter(),0.0
Go for It,,,1983.0,,,129,"Counter({'highway': 1, 'president': 1})",0.015503875968992248
Dostana,,"Comedy,Drama,Romance",2008.0,6.4,16464.0,329,Counter({'basketball': 1}),0.00303951367781155
Fierce People,269755.0,,2005.0,,,116,Counter(),0.0
New In Town,29010817.0,,2009.0,,,62,Counter(),0.0
The Hairy Bird,,,1998.0,,,388,Counter({'president': 1}),0.002577319587628866
Parents,870532.0,"Comedy,Horror,Mystery",1989.0,6.1,8833.0,73,Counter({'homemaker': 1}),0.0136986301369863
The Mahabharata,,,1989.0,,,49,Counter(),0.0
Malice,,"Crime,Mystery,Thriller",1993.0,6.5,28595.0,410,"Counter({'western': 1, 'high school': 1})",0.004878048780487805
Fast Food Nation,2209322.0,,2006.0,,,250,"Counter({'hamburger': 1, 'fast food': 1})",0.008
The Breed,,,2006.0,,,368,Counter({'baseball': 1}),0.002717391304347826
Boiling Point,10058318.0,,1993.0,,,81,Counter(),0.0
Crime and Punishment,,Drama,2002.0,5.5,892.0,19,Counter(),0.0
Night of the Twisters,,,1996.0,,,214,"Counter({'diner': 1, 'president': 1})",0.009345794392523364
The Lickerish Quartet,,Drama,1970.0,5.9,1266.0,44,Counter(),0.0
Wyvern,,,2009.0,,,260,"Counter({'sheriff': 2, 'redneck': 1, 'deputy': 1, 'interstate': 1})",0.019230769230769232
Felicia's Journey,,"Drama,Thriller",1999.0,7.0,8489.0,183,Counter(),0.0
In America,24884269.0,,2003.0,,,330,"Counter({'halloween': 1, 'broadway': 1})",0.006060606060606061
Dead Ringers,8038508.0,"Drama,Horror,Thriller",1988.0,7.2,55071.0,168,Counter(),0.0
Versus,,"Action,Drama,Fantasy",2000.0,6.3,13867.0,379,Counter(),0.0
The Last Exorcism,67738090.0,,2010.0,,,545,Counter({'motel': 1}),0.001834862385321101
Assassination Tango,,,2003.0,,,78,Counter(),0.0
Britannic,,,2000.0,,,219,Counter({'republican': 1}),0.0045662100456621
Nanny McPhee and the Big Bang,,,2010.0,,,576,Counter(),0.0
Wrecked,,,2011.0,,,125,Counter(),0.0
Jayne Mansfield's Car,,Drama,2012.0,6.2,3661.0,30,Counter(),0.0
Out of Control,,,2003.0,,,130,Counter(),0.0
Saving Face,,"Documentary,Drama,Short",2012.0,8.0,1532.0,129,Counter(),0.0
The Mangler,1781383.0,,1995.0,,,191,Counter(),0.0
Blowup,20000000.0,,1966.0,,,222,Counter(),0.0
Speedway Junky,,,1999.0,,,254,Counter(),0.0
Collaborator,,,2011.0,,,52,Counter(),0.0
Hot Potato,,,,,,214,Counter({'senator': 3}),0.014018691588785047
The Fly II,38903179.0,"Drama,Horror,Sci-Fi",1989.0,5.1,25234.0,525,"Counter({'jeep': 1, 'motel': 1})",0.0038095238095238095
Mystic River,156822020.0,"Crime,Drama,Mystery",2003.0,7.9,494797.0,428,Counter({'parade': 1}),0.002336448598130841
Rambo,113244290.0,"Action,Adventure,Thriller",2008.0,7.0,247928.0,344,"Counter({'jeep': 1, 'highway': 1})",0.005813953488372093
Kiss of the Spider Woman,17005229.0,Drama,1985.0,7.3,17757.0,221,Counter(),0.0
Prom Night,14796236.0,,1980.0,,,334,Counter({'prom': 6}),0.017964071856287425
Threads,,,1984.0,,,750,Counter({'western': 1}),0.0013333333333333333
Attila,,,2001.0,,,34,Counter({'western': 1}),0.029411764705882353
Starter for Ten,1736394.0,,2006.0,,,66,Counter(),0.0
Otello,,,1986.0,,,36,Counter(),0.0
Krull,16519463.0,"Action,Adventure,Fantasy",1983.0,6.1,36987.0,303,Counter({'freedom': 1}),0.0033003300330033004
