title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
Dangerous Ishq,,,2012.0,,,261,Counter(),0.0
Train of Events,,,1949.0,,,298,"Counter({'costume': 1, 'freedom': 1})",0.006711409395973154
The Disappeared,,,2012.0,,,25,Counter(),0.0
Infernal Affairs II,,,2003.0,,,308,Counter(),0.0
Eros + Massacre,,,1969.0,,,49,Counter(),0.0
Mutharamkunnu P.O.,,,1985.0,,,48,Counter(),0.0
Love,,,,,,60,Counter(),0.0
Tarana,,,1951.0,,,59,Counter(),0.0
Yellowknife,,,2002.0,,,21,Counter(),0.0
Imaginarium,,,2012.0,,,115,Counter(),0.0
Crazy Gopalan,,Comedy,2008.0,5.2,463.0,72,Counter(),0.0
Run,,"Action,Comedy,Drama",2002.0,7.0,1088.0,79,Counter(),0.0
Creep,,,2004.0,,,363,Counter(),0.0
Love Story,,,1981.0,,,36,Counter(),0.0
Roti,,,1974.0,,,18,Counter(),0.0
The Duel,,,2000.0,,,54,Counter(),0.0
Saviour of the Soul,,,1993.0,,,73,Counter(),0.0
Drohi,,,1992.0,,,30,Counter(),0.0
Antoine,,Documentary,2008.0,7.1,57.0,46,Counter(),0.0
Wild Country,,,2004.0,,,144,Counter(),0.0
Phir Subha Hogi,,"Drama,Romance",1958.0,7.8,96.0,117,Counter(),0.0
Uu Kodathara? Ulikki Padathara?,,,2012.0,,,363,Counter(),0.0
Vairam: Fight For Justice,,,2009.0,,,61,Counter(),0.0
Chandiya,,,,,,32,Counter(),0.0
Pyar Hi Pyar Mein,,,2003.0,,,330,Counter(),0.0
Sengathu Bhoomiyilae,,,2012.0,,,34,Counter(),0.0
Corazon iluminado,,Drama,1998.0,6.4,335.0,45,Counter({'hollywood': 1}),0.022222222222222223
Lal Ronger Duniya,,,2008.0,,,131,Counter({'election': 1}),0.007633587786259542
Palo y hueso,,Drama,1968.0,7.1,36.0,32,Counter(),0.0
Temptress Moon,,,1996.0,,,471,Counter(),0.0
Call of the Sea,,,1930.0,,,15,Counter(),0.0
I Corrupt All Cops,,,2009.0,,,94,Counter(),0.0
An Inspector Calls,,"Crime,Drama,Mystery",1954.0,7.5,5448.0,28,Counter(),0.0
Blind Venus,,,1941.0,,,106,Counter(),0.0
Viyyalavari Kayyalu,,,2007.0,,,91,Counter(),0.0
The Adventures of Baron Munchausen,,,1943.0,,,313,"Counter({'freedom': 2, 'costume': 1})",0.009584664536741214
Raktha Sambandham,,Drama,1962.0,8.7,65.0,79,Counter(),0.0
A Film With Me In It,,,2008.0,,,32,Counter(),0.0
"Faith, Hope and Charity",,,1974.0,,,71,Counter(),0.0
The Lost Treasure of the Grand Canyon,,,2008.0,,,39,Counter({'smithsonian': 1}),0.02564102564102564
The Impossible Kid,,,1982.0,,,50,Counter(),0.0
Los Locos,,"Drama,Western",1997.0,4.9,312.0,11,Counter({'wild west': 1}),0.09090909090909091
Trishna,,,1978.0,,,85,Counter(),0.0
The Three Men of Melita Zganjer,,,1998.0,,,84,Counter({'independence': 1}),0.011904761904761904
Cheeni Kum,,,2007.0,,,91,Counter(),0.0
The Cremator,,,1969.0,,,53,Counter(),0.0
Indian,,,1996.0,,,252,"Counter({'freedom': 2, 'independence': 1, 'jeep': 1})",0.015873015873015872
Lavoura Arcaica,,,2001.0,,,49,Counter({'freedom': 1}),0.02040816326530612
Scandal,,,1950.0,,,123,Counter(),0.0
Babycall,,"Horror,Thriller",2011.0,5.7,6089.0,495,Counter(),0.0
How I Wonder What You Are,,,2010.0,,,43,Counter(),0.0
I huvet pa en gammal gubbe,,"Animation,Comedy,Drama",1968.0,5.9,158.0,219,Counter(),0.0
Chronicle of an Escape,,,2005.0,,,62,Counter({'freedom': 1}),0.016129032258064516
Lava Kusa: The Warrior Twins,,Animation,2010.0,7.2,46.0,201,Counter(),0.0
Grendizer,,,1975.0,,,410,Counter(),0.0
Encounters of the Spooky Kind,,,1980.0,,,374,Counter(),0.0
Lily C.A.T.,,,1987.0,,,287,Counter({'president': 1}),0.003484320557491289
The Mission,,,1999.0,,,15,Counter(),0.0
Booky and the Secret Santa,,,2007.0,,,21,Counter(),0.0
Battle Beneath the Earth,,"Sci-Fi,Thriller",1967.0,4.5,1006.0,22,Counter(),0.0
Grande Ecole,,,2004.0,,,81,Counter(),0.0
Sea of Sand,,,1958.0,,,75,Counter(),0.0
The Magic Serpent,,,1966.0,,,245,Counter(),0.0
Lottovoittaja UKK Turhapuro,,,1976.0,,,87,Counter(),0.0
Kana Kandaen,,,2005.0,,,141,Counter(),0.0
Headrush,,"Action,Comedy,Crime",2003.0,5.7,319.0,90,Counter(),0.0
Kabzaa,,,1988.0,,,160,Counter({'soda': 1}),0.00625
Shrooms,,,2007.0,,,178,Counter(),0.0
X2000,,Short,1998.0,5.7,973.0,84,Counter(),0.0
Ek Chadar Maili Si,,,1986.0,,,83,Counter(),0.0
The Man Who Changed His Mind,,,1936.0,,,177,Counter(),0.0
The Night of the Party,,,1935.0,,,21,Counter(),0.0
Five Golden Hours,,Comedy,1961.0,5.6,307.0,100,Counter(),0.0
Night Flight from Moscow,,,1973.0,,,78,"Counter({'western': 2, 'turkey': 1})",0.038461538461538464
Love 86,,,1986.0,,,34,Counter(),0.0
Zanjeer,,,1973.0,,,343,Counter({'fireworks': 1}),0.0029154518950437317
Beneath Hill 60,,"Drama,History,War",2010.0,7.0,8913.0,299,Counter({'western': 1}),0.0033444816053511705
Silk,854535.0,,2006.0,,,394,Counter(),0.0
Pati Patni Aur Woh,,"Comedy,Romance",1978.0,7.0,558.0,351,Counter(),0.0
Los Jinetes del Alba,,,,,,40,Counter({'civil war': 1}),0.025
Brigade des moeurs,,,,,,11,Counter(),0.0
Up the Yangtze,,,2008.0,,,109,Counter({'western': 1}),0.009174311926605505
The Fourth Angel,,"Action,Drama,Thriller",2001.0,5.3,3380.0,315,Counter({'vacation': 1}),0.0031746031746031746
Dead Friend,,,2004.0,,,255,Counter({'high school': 3}),0.011764705882352941
Last Year at Marienbad,,,1961.0,,,65,Counter(),0.0
Sound of Horror,,,1964.0,,,233,"Counter({'hunting': 1, 'jeep': 1})",0.008583690987124463
I giorni dell'abbandono,,,,,,48,Counter(),0.0
This Is Not a Film,,,2011.0,,,122,"Counter({'fireworks': 2, 'president': 1})",0.02459016393442623
Aarzoo,,"Action,Drama,Romance",1999.0,5.0,1692.0,213,Counter(),0.0
Princess Iron Fan,,,1941.0,,,32,Counter(),0.0
Chauranga,,,,,,97,"Counter({'vacation': 1, 'campus': 1})",0.020618556701030927
The Stars Shine,,,1938.0,,,32,Counter(),0.0
Black Rider,,,1993.0,,,98,Counter(),0.0
Friends Forever,,,1987.0,,,29,Counter(),0.0
Dil Vil Pyar Vyar,,,2002.0,,,77,Counter(),0.0
Hormones,,,2008.0,,,40,Counter({'high school': 1}),0.025
Immoral First Love: Loving from the Nipples,,,2001.0,,,29,Counter(),0.0
Dead Snow,,,2009.0,,,359,Counter({'vacation': 1}),0.002785515320334262
Kokowaah,,Comedy,2011.0,6.3,10443.0,38,Counter(),0.0
Romantic Comedy 101,,,2002.0,,,68,Counter({'ford': 1}),0.014705882352941176
Arn - The Kingdom at Road's End,,,2008.0,,,212,Counter(),0.0
Spare a Copper,,,,,,47,Counter(),0.0
The 7th Dawn,,,1964.0,,,92,Counter(),0.0
A Mongolian Tale,,,1995.0,,,91,Counter(),0.0
Akhiyon Se Goli Maare,,,2002.0,,,62,Counter(),0.0
The Way Home,24952738.0,,2002.0,,,461,Counter(),0.0
Malcolm,3842129.0,,1986.0,,,309,Counter({'ford': 1}),0.003236245954692557
L'Effrontee,,,1985.0,,,54,Counter(),0.0
Farishtay,,,1991.0,,,74,Counter(),0.0
Cruelty: Black Rose Torture,,,1975.0,,,47,Counter(),0.0
Goku Sidestory! The Proof of His Courage Is the Si Xing Qiu,,,1997.0,,,491,Counter({'roadside': 1}),0.002036659877800407
Sacred Silence,,,1996.0,,,83,Counter(),0.0
Andanggaman,,,2000.0,,,46,Counter(),0.0
Kidnap,,,2008.0,,,379,Counter(),0.0
Lion of Oz and the Badge of Courage,,,2000.0,,,525,Counter(),0.0
Beloved/Friend,,,1999.0,,,15,Counter(),0.0
Oomappenninu Uriyadappayyan,,"Action,Comedy,Drama",2002.0,5.1,156.0,19,Counter(),0.0
Strawberry Fields,,,2008.0,,,11,Counter(),0.0
Tora-san's Bluebird Fantasy,,,1986.0,,,30,Counter(),0.0
The Wrong Box,,"Comedy,Crime",1966.0,6.7,4118.0,144,Counter(),0.0
205 - Room of Fear,,,2011.0,,,31,Counter(),0.0
Maborosi,,,1995.0,,,79,Counter(),0.0
Come Let's See,,,2008.0,,,70,Counter(),0.0
La Fille de l'eau,,,1925.0,,,124,Counter(),0.0
Yam Daabo,,,1986.0,,,42,Counter(),0.0
Hukkle,,"Crime,Drama,Mystery",2002.0,7.0,3925.0,144,Counter(),0.0
Cargo 200,,,2007.0,,,290,Counter(),0.0
Ghost Ship,,,1952.0,,,52,Counter(),0.0
Small Voices,,,2002.0,,,81,Counter(),0.0
The Tichborne Claimant,,,,,,63,Counter(),0.0
The Journals of Knud Rasmussen,,Drama,2006.0,6.4,391.0,47,Counter(),0.0
Cancion de juventud,,"Comedy,Musical",1962.0,6.2,92.0,35,Counter(),0.0
Telstar: The Joe Meek Story,,"Biography,Drama,Music",2008.0,6.4,1970.0,39,Counter(),0.0
Crossing the Line,,"Drama,Short,War",2008.0,7.2,241.0,126,Counter(),0.0
Aan,,,1952.0,,,155,Counter({'democracy': 1}),0.0064516129032258064
The Undefeated,,,2000.0,,,123,Counter({'freedom': 3}),0.024390243902439025
Sung horn,,,2003.0,,,36,Counter(),0.0
La Mer,,,1895.0,,,19,Counter(),0.0
Taste the Blood of Dracula,,,1970.0,,,396,Counter(),0.0
Ip Man,21888598.0,,2008.0,,,404,"Counter({'highway': 1, 'deputy': 1})",0.0049504950495049506
Pasumpon,,,1995.0,,,74,Counter(),0.0
Five Star Stories,,,1989.0,,,214,Counter({'western': 1}),0.004672897196261682
Tridev,,,1989.0,,,84,Counter(),0.0
Future Cops,,,1993.0,,,127,"Counter({'backyard': 1, 'high school': 1})",0.015748031496062992
Majboor,,,1974.0,,,74,Counter(),0.0
Lotus Lantern,,,1999.0,,,95,Counter({'freedom': 1}),0.010526315789473684
Pixote,,,1981.0,,,146,Counter(),0.0
Cold Prey 2,,,2008.0,,,262,Counter(),0.0
Insignificance,,,1985.0,,,243,"Counter({'senator': 7, 'baseball': 1})",0.03292181069958848
She,,"Adventure,Fantasy",1965.0,5.8,3695.0,195,Counter(),0.0
Billi,,Horror,2000.0,3.4,14.0,81,Counter(),0.0
Rajkumar,,,2008.0,,,46,Counter(),0.0
Angel John,,"Comedy,Drama,Fantasy",2009.0,2.8,424.0,83,Counter(),0.0
Anuvahood,,,2011.0,,,150,Counter({'supermarket': 1}),0.006666666666666667
Tareeq al-Amal,,,1957.0,,,43,Counter(),0.0
Hell Has No Boundary,,,1982.0,,,55,Counter(),0.0
High Finance,,Drama,1933.0,5.3,13.0,113,Counter(),0.0
Laura's Star,4600000.0,,2004.0,,,59,Counter(),0.0
The 400 Blows,,,1959.0,,,108,Counter(),0.0
Adutha Varisu,,,1983.0,,,40,Counter(),0.0
Grown-Ups,,,1980.0,,,56,Counter(),0.0
The Music Lovers,,,1970.0,,,66,Counter(),0.0
Thavasi,,,2001.0,,,49,Counter(),0.0
Nang Nak,,,1999.0,,,121,Counter(),0.0
Robbery Under Arms,,,1920.0,,,17,Counter(),0.0
The Cat Returns,,,2002.0,,,278,Counter({'high school': 1}),0.0035971223021582736
Ju-on: The Grudge,,,2002.0,,,1204,Counter(),0.0
Azhagar Malai,,,2009.0,,,74,Counter(),0.0
The Heart of a Child,,,1915.0,,,13,Counter(),0.0
A Man for All Seasons,,"Biography,Drama,History",1966.0,7.7,37943.0,490,Counter(),0.0
Indrudu Chandrudu,,,1990.0,,,460,Counter({'freedom': 1}),0.002173913043478261
It Seemed Like a Good Idea at the Time,,,1976.0,,,67,Counter(),0.0
Mon Mane Na,,,2008.0,,,88,Counter(),0.0
"Magdalena, the Unholy Saint",,,2004.0,,,62,Counter(),0.0
Ran,,,1985.0,,,544,Counter(),0.0
Arangetra Velai,,"Comedy,Thriller",1990.0,7.4,224.0,236,Counter(),0.0
Pigs and Battleships,,,1961.0,,,12,Counter(),0.0
The Last Flight,,,2009.0,,,33,Counter(),0.0
Raja Rani,,,1973.0,,,313,Counter(),0.0
Padosan,,,1968.0,,,135,Counter(),0.0
Wanted,,,,,,17,Counter(),0.0
Durval discos,,,2002.0,,,69,Counter(),0.0
Painful Maturity,,,1980.0,,,43,Counter(),0.0
Glory Glory,,,2000.0,,,35,Counter({'wild west': 1}),0.02857142857142857
Showgirl's Luck,,,1930.0,,,51,Counter(),0.0
Agent X44,,"Action,Comedy",2007.0,6.2,77.0,269,Counter(),0.0
No Kidding,,,1960.0,,,138,Counter({'freedom': 1}),0.007246376811594203
Taboo,,,1999.0,,,35,Counter(),0.0
Wasted on the Young,,"Drama,Thriller",2010.0,5.8,2599.0,445,Counter({'high school': 1}),0.0022471910112359553
PTU,,"Action,Crime,Drama",2003.0,7.0,5306.0,50,Counter(),0.0
Nayak: The Real Hero,,,2001.0,,,412,Counter(),0.0
Kung Fu Cyborg,,,,,,171,Counter(),0.0
Hercule et Sherlock,,,1996.0,,,15,Counter(),0.0
Heroism,,,1958.0,,,89,Counter({'patriotism': 1}),0.011235955056179775
Ehsaan,,,1967.0,,,29,Counter(),0.0
Edward and Caroline,,,1951.0,,,37,Counter(),0.0
The Dismissal,,,1942.0,,,33,Counter(),0.0
Breaking with Old Ideas,,,1977.0,,,31,Counter(),0.0
Nuestra tierra de paz,,,1939.0,,,14,Counter({'independence': 1}),0.07142857142857142
Sirf Tum,,,1999.0,,,61,Counter(),0.0
Asterix and Cleopatra,,,1968.0,,,367,Counter(),0.0
Asal,,Action,2010.0,3.7,1958.0,133,Counter(),0.0
Paw,,,1959.0,,,15,Counter(),0.0
The World Unseen,,,2007.0,,,149,"Counter({'freedom': 1, 'backyard': 1})",0.013422818791946308
Anything for Her,6548779.0,,2008.0,,,383,Counter(),0.0
Karm Yudh,,,1985.0,,,16,Counter(),0.0
La Schiava Io Ce L'Ho e Tu No,,,1972.0,,,86,Counter(),0.0
Wrong Number,,"Comedy,Drama",2004.0,7.1,527.0,25,Counter(),0.0
Prema,,,1952.0,,,54,Counter(),0.0
Cenere,,,1916.0,,,68,Counter(),0.0
PROXIMA,,,,,,98,Counter(),0.0
Ash Wednesday,,,1958.0,,,20,Counter(),0.0
Lucien Brouillard,,"Crime,Drama",1983.0,5.6,26.0,25,Counter(),0.0
Peculiarities of National Hunt,,,1995.0,,,43,Counter({'hunting': 1}),0.023255813953488372
The Milky Way,,,1969.0,,,279,Counter({'roadside': 1}),0.0035842293906810036
Kalyug,,,2005.0,,,48,Counter(),0.0
No Puedo Vivir Sin Ti,,,2009.0,,,35,Counter(),0.0
Apartment,,,2010.0,,,116,Counter(),0.0
Robotrix,,,1997.0,,,42,Counter(),0.0
Garam Hawa,,,1973.0,,,593,"Counter({'independence': 1, 'congress': 1})",0.003372681281618887
Propala Hramota,,,1972.0,,,181,Counter(),0.0
The Rite,,,1969.0,,,59,Counter(),0.0
The Bet,,,1997.0,,,64,Counter(),0.0
Storm,,"Drama,Fantasy,Mystery",2005.0,5.6,2758.0,28,Counter(),0.0
Crescendo,,,1970.0,,,42,Counter(),0.0
Alibabavum Narpadhu Thirudargalum,,,1956.0,,,391,Counter(),0.0
Maftuningman,,,1958.0,,,39,Counter(),0.0
Fire,,"Crime,Drama,Romance",1996.0,7.1,6467.0,378,Counter(),0.0
Art of the Devil,,,2004.0,,,179,Counter(),0.0
Will You Cross the Skies for Me?,,,2009.0,,,325,Counter(),0.0
The Illusionist,5602431.0,,2010.0,,,243,Counter(),0.0
Attack the Gas Station,,,1999.0,,,96,Counter(),0.0
Dust in the Wind,,,1986.0,,,46,Counter({'high school': 1}),0.021739130434782608
Cops and Robbers,,,1951.0,,,158,Counter(),0.0
The Killers,,,1956.0,,,88,Counter({'diner': 2}),0.022727272727272728
Memoria negra,,Documentary,2006.0,6.5,9.0,53,Counter({'independence': 1}),0.018867924528301886
The Icicle Thief,1231622.0,,1990.0,,,28,Counter(),0.0
Bloodguilt,,,,,,97,Counter(),0.0
Shankar Dada MBBS,,,2004.0,,,332,Counter(),0.0
Aarakshan,,,2011.0,,,289,Counter({'supreme court': 1}),0.0034602076124567475
The Pleasure Garden,,"Drama,Romance",1925.0,5.8,2983.0,154,Counter(),0.0
Basic Love,,,,,,65,Counter(),0.0
Insaniyat,,\N,1967.0,3.8,28.0,48,Counter(),0.0
Jagarna,,,1996.0,,,336,Counter({'hunting': 1}),0.002976190476190476
Land Gold Women,,,2011.0,,,124,Counter({'western': 1}),0.008064516129032258
Blithe Spirit,452152.0,"Comedy,Fantasy",1945.0,7.0,8394.0,159,Counter(),0.0
Good Luck,,,2000.0,,,62,Counter(),0.0
American Cousins,,,2003.0,,,34,Counter(),0.0
Nadiya Kollappetta Rathri,,"Action,Crime,Mystery",2007.0,5.8,382.0,55,Counter(),0.0
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,,,2003.0,,,435,Counter(),0.0
Ek Second... Jo Zindagi Badal De?,,,2009.0,,,38,Counter(),0.0
Donkey Punch,,,2008.0,,,401,Counter({'hunting': 1}),0.0024937655860349127
13 Beloved,,,2006.0,,,288,Counter({'highway': 1}),0.003472222222222222
Ram Jaane,,,1995.0,,,226,Counter(),0.0
Paparazzi,,,,,,48,Counter(),0.0
Goal 3,,,2008.0,,,251,Counter(),0.0
Like Two Crocodiles,,,1994.0,,,13,Counter(),0.0
The Landlady,,,2000.0,,,98,Counter(),0.0
Distant Lights,,,2003.0,,,126,Counter(),0.0
Doctor Blood's Coffin,,"Action,Adventure,Horror",1961.0,4.9,1092.0,34,Counter(),0.0
Little Boy Lost,,Drama,1978.0,5.7,116.0,50,Counter(),0.0
The Flying Scotsman,,"Crime,Drama",1929.0,6.2,239.0,38,Counter(),0.0
Exodus,,Drama,2007.0,4.8,239.0,65,Counter(),0.0
Breaking the Silence: Truth and Lies in the War on Terror,,,,,,54,Counter({'president': 1}),0.018518518518518517
Hero Hindustani,,,1998.0,,,44,Counter(),0.0
Roadside Ambanis,,"Drama,Short,Sport",2011.0,7.8,17.0,34,Counter(),0.0
Video Clip,,"Drama,Thriller",2007.0,4.7,149.0,62,Counter(),0.0
The Rat,,,1925.0,,,300,Counter(),0.0
The Magic Box,,"Biography,Drama,History",1951.0,7.0,1444.0,125,Counter(),0.0
The Sun of the Sleepless,,,1992.0,,,82,Counter(),0.0
Beastie Boys,4681383.0,,2008.0,,,142,Counter(),0.0
Separate Lies,,"Crime,Drama,Romance",2005.0,6.4,4839.0,235,Counter(),0.0
Homo Sapiens 1900,,,1998.0,,,156,Counter(),0.0
Genuine,,,1920.0,,,147,Counter(),0.0
Vachanam,,,1989.0,,,174,Counter(),0.0
Lone Wolf and Cub: Baby Cart to Hades,,,1972.0,,,523,Counter({'deputy': 8}),0.015296367112810707
Kandha Kadamba Kathir Vela,,Drama,2000.0,5.6,20.0,50,Counter(),0.0
Rahul,,,2001.0,,,52,Counter(),0.0
New,,,2004.0,,,530,Counter(),0.0
My Mother's Castle,,,1990.0,,,333,Counter(),0.0
Le Corbeau,,,1943.0,,,121,Counter(),0.0
Into the Fire,20967660.0,,2010.0,,,45,Counter(),0.0
Agni Parvatam,,,1985.0,,,450,Counter(),0.0
Dunia Baru: The Movie,,,2008.0,,,25,Counter(),0.0
Occupation in 26 Pictures,,,1978.0,,,28,Counter(),0.0
Roadkill,,,1989.0,,,77,Counter({'highway': 1}),0.012987012987012988
Thenmavin Kombath,,,2004.0,,,100,Counter(),0.0
Mon beau-frere a tue ma soeur,,,1986.0,,,26,Counter(),0.0
The Satanic Rites of Dracula,,,1974.0,,,345,Counter(),0.0
Narcosatanicos Asesinos,,,1989.0,,,47,Counter(),0.0
Royal Flash,,,1975.0,,,91,"Counter({'patriotic': 1, 'flag': 1})",0.02197802197802198
Praesten i Vejlby,,,1922.0,,,70,Counter(),0.0
Las Meninas,,Drama,2008.0,7.0,109.0,74,Counter(),0.0
Pukar,,"Action,Drama,Romance",2000.0,6.7,2696.0,150,Counter(),0.0
Last Train Home,288328.0,,2010.0,,,137,Counter({'freedom': 1}),0.0072992700729927005
Salvador Allende,,"Biography,Documentary",2004.0,7.5,774.0,22,Counter({'election': 1}),0.045454545454545456
Stork,,Comedy,1971.0,5.7,216.0,44,Counter(),0.0
Shabana,,,1976.0,,,151,Counter(),0.0
Summertime Blues,,,1984.0,,,44,Counter({'blues': 3}),0.06818181818181818
The Mirror,,,1999.0,,,18,Counter(),0.0
Storm Boy,,"Drama,Family",1976.0,6.9,1545.0,81,Counter(),0.0
Pin Boy,,,2004.0,,,65,Counter(),0.0
Que Hombre tan Sin Embargo,,,1967.0,,,9,Counter(),0.0
Het 14e kippetje,,"Comedy,Drama,Romance",1998.0,5.3,289.0,64,Counter(),0.0
The Gangsters,,,1956.0,,,19,Counter(),0.0
East Meets West,,"Drama,Romance",1936.0,6.1,55.0,8,Counter(),0.0
Koshonin,,,2003.0,,,63,Counter(),0.0
Sweet Hours,,,1982.0,,,54,Counter(),0.0
The White Angel,,,2007.0,,,55,Counter(),0.0
Iodine,,"Drama,Mystery,Sci-Fi",2009.0,6.8,121.0,76,Counter(),0.0
The Prodigal Trilogy,,,2007.0,,,59,Counter(),0.0
The Strange Case of the End of Civilization as We Know It,,,1977.0,,,169,Counter({'president': 2}),0.011834319526627219
Teddy boy agapi mou,,,,,,11,Counter(),0.0
Ecstasy,,"Drama,Romance",2011.0,5.0,1926.0,93,Counter(),0.0
Vaali,,,1999.0,,,172,Counter(),0.0
Anjathe,,,2008.0,,,375,Counter(),0.0
Peau d'Ane,,,1970.0,,,137,Counter(),0.0
The Big Steal,2351628.0,Comedy,1990.0,6.8,1523.0,184,Counter(),0.0
Les Ambassadeurs,,,1977.0,,,58,Counter(),0.0
Dukh Bhanjan Tera Naam,,\N,1974.0,7.9,34.0,219,Counter(),0.0
The Trip,,,2010.0,,,121,Counter(),0.0
Dead Man's Letters,,,1987.0,,,98,Counter(),0.0
Us Now,,Documentary,2009.0,7.6,73.0,35,Counter(),0.0
Naan Sigappu Manithan,,,1985.0,,,126,Counter(),0.0
Deep jele jai,,,1959.0,,,156,Counter(),0.0
At Night,,,2007.0,,,16,Counter(),0.0
OSS 117 - Lost in Rio,,,2009.0,,,183,Counter(),0.0
One Thousand and One Arabian Nights,,,1969.0,,,243,Counter({'freedom': 1}),0.00411522633744856
You Live and Learn,,,1937.0,,,107,Counter(),0.0
Mohra,,,1994.0,,,260,Counter(),0.0
Kung Fu Tootsie,,,2007.0,,,41,Counter(),0.0
Chairman George,,,2005.0,,,69,Counter({'elvis': 1}),0.014492753623188406
They Drive by Night,,"Crime,Thriller",1938.0,7.0,381.0,43,Counter(),0.0
Another Public Enemy,23248003.0,,2005.0,,,69,Counter(),0.0
Ashes and Blood,,,2009.0,,,33,Counter({'hollywood': 1}),0.030303030303030304
Bajimaat,,,2008.0,,,78,Counter(),0.0
Summer Palace,,,2006.0,,,250,Counter({'campus': 1}),0.004
Planet of the Vampires,,,1965.0,,,273,Counter(),0.0
The Third Generation,,,1979.0,,,427,Counter(),0.0
April Story,,,1998.0,,,23,Counter(),0.0
Shaitani Ilaaka,,,1990.0,,,442,Counter(),0.0
"The French, They Are a Funny Race",,,,,,30,Counter(),0.0
Kisan Kanya,,Drama,1937.0,7.2,22.0,22,Counter(),0.0
A Moment of Innocence,37598.0,,1996.0,,,29,Counter(),0.0
Kompull Boros Mok 2,,,1972.0,,,20,Counter(),0.0
The Official Story,,,1985.0,,,264,Counter({'high school': 1}),0.003787878787878788
Tokyo 10+01,,"Action,Crime,Drama",2003.0,4.7,170.0,328,Counter({'costume': 1}),0.003048780487804878
The Wind That Shakes the Barley,,,2006.0,,,435,"Counter({'republican': 1, 'flag': 1, 'civil war': 1})",0.006896551724137931
The Butterfly,,,2002.0,,,138,Counter(),0.0
"Milice, film noir",,,1997.0,,,37,Counter(),0.0
Dancing in the Dark,,Drama,1986.0,7.0,101.0,56,Counter(),0.0
Ennavale,,,2004.0,,,80,Counter(),0.0
And The Beat Goes On,,,2009.0,,,95,Counter(),0.0
Speak Up! It's So Dark,,,1993.0,,,16,Counter(),0.0
Battlefield Heroes,,,2011.0,,,133,Counter(),0.0
Water Lilies,,,2007.0,,,303,Counter({'mall': 1}),0.0033003300330033004
Aitare da Praia,,"Drama,Romance",1925.0,6.3,60.0,38,Counter(),0.0
One More Chance,,,2007.0,,,244,Counter({'freedom': 1}),0.004098360655737705
The Lion of Punjab,,,,,,82,Counter(),0.0
Suskind,,"Biography,Drama,History",2012.0,6.9,2673.0,17,Counter(),0.0
Faithless,,,2000.0,,,62,Counter(),0.0
India Song,,,1975.0,,,22,Counter(),0.0
Bollywood/Hollywood,,,2002.0,,,203,Counter(),0.0
The One-Armed Swordsman,,,1967.0,,,197,Counter(),0.0
When Taekwondo Strikes,,,1973.0,,,54,Counter(),0.0
But Forever in My Mind,,,1999.0,,,381,Counter(),0.0
Bulat-Batir,,,1928.0,,,57,Counter(),0.0
Demonic Beauty,,,,,,94,Counter(),0.0
Gerboise bleue,,Documentary,2009.0,7.9,8.0,40,Counter(),0.0
Teito Monogatari Gaiden,,,1995.0,,,97,Counter(),0.0
Strictly Ballroom,,"Comedy,Drama,Music",1992.0,7.2,29814.0,276,Counter({'president': 1}),0.0036231884057971015
Antikiller,340312.0,,2002.0,,,109,Counter(),0.0
Villon's Wife,,,2009.0,,,73,Counter({'independence': 1}),0.0136986301369863
Abbott of Shaolin,,,1979.0,,,181,Counter(),0.0
Baishe Srabon,,,2011.0,,,62,Counter(),0.0
Les Miserables,,,1982.0,,,177,Counter(),0.0
Oye Lucky! Lucky Oye!,,,2008.0,,,124,Counter(),0.0
Spy Girl,,,2004.0,,,36,Counter(),0.0
Introduction of Architecture,,,2012.0,,,195,Counter(),0.0
Black Mail,,,1973.0,,,91,Counter(),0.0
"20,000 Leagues Under the Sea",,,1985.0,,,206,"Counter({'hunting': 1, 'freedom': 1})",0.009708737864077669
Green Tea,,,2003.0,,,241,Counter(),0.0
Risk,,"Action,Crime,Drama",2007.0,6.6,659.0,268,Counter(),0.0
Suvarna Sundari,,"Drama,Musical",1957.0,7.5,29.0,39,Counter(),0.0
Thunderbirds Are GO,,"Action,Adventure,Drama",1966.0,6.4,2650.0,455,Counter(),0.0
The Cockleshell Heroes,,,1955.0,,,199,Counter(),0.0
Kasme Vaade,,"Action,Crime,Drama",1978.0,6.4,488.0,178,Counter(),0.0
Tolly Lights,,,2008.0,,,12,Counter(),0.0
Spellbound,,"Drama,Horror",1941.0,5.4,212.0,17,Counter(),0.0
Jukti Takko Aar Gappo,,,1974.0,,,77,Counter(),0.0
The Desert of the Tartars,,,1976.0,,,16,Counter(),0.0
The Bells Go Down,,"Drama,War",1943.0,6.6,304.0,396,Counter(),0.0
The Love Letters from Teralba Road,,Drama,1977.0,7.0,31.0,10,Counter(),0.0
Moonnamathoral,,,2006.0,,,121,Counter(),0.0
Crossing the Line,,,2006.0,,,32,Counter(),0.0
Dunyayi Kurtaran Adam,,,1982.0,,,285,Counter(),0.0
Girls' Night Out,,,1998.0,,,25,Counter(),0.0
Pelli Naati Pramanalu,,,1958.0,,,99,Counter(),0.0
Brannigan,,,1975.0,,,84,Counter(),0.0
"The Virgin, the Copts and Me",,,2011.0,,,36,Counter(),0.0
Aradhana,,,1962.0,,,122,Counter(),0.0
