title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
El Fondo del Mar,,,2003.0,,,54,Counter(),0.0
Zameer,,,1975.0,,,105,Counter(),0.0
Sharpe's Company,,,1994.0,,,204,Counter(),0.0
Khud-daar,,,1982.0,,,180,Counter(),0.0
Monday or Tuesday,,,1966.0,,,47,Counter(),0.0
El ministro y yo,,,1975.0,,,57,Counter(),0.0
A Short Film About John Bolton,,,2003.0,,,118,Counter(),0.0
Innathe Chintha Vishayam,,,2008.0,,,147,Counter(),0.0
One 4 All,,,1999.0,,,12,Counter(),0.0
Afghan Breakdown,,,1991.0,,,84,Counter(),0.0
Chalo America,,Comedy,1999.0,6.6,46.0,115,"Counter({'cola': 1, 'flag': 1, 'yankee': 1})",0.02608695652173913
Brave,,,1994.0,,,83,Counter(),0.0
The Secret Rapture,18719.0,"Drama,Romance,Thriller",1993.0,5.8,133.0,77,Counter(),0.0
Bad Taste,,,1987.0,,,289,Counter({'fast food': 1}),0.0034602076124567475
The Postmodern Life of My Aunt,,,,,,71,Counter(),0.0
Parshuramer Kuthar,,Drama,1989.0,8.1,10.0,90,Counter(),0.0
For Your Height Only,,,1981.0,,,57,Counter(),0.0
Prince Yeonsan,,,1961.0,,,17,Counter(),0.0
Mitti,,,2010.0,,,179,Counter(),0.0
Keeping Mum,18575768.0,,2005.0,,,337,Counter(),0.0
Horror Express,,,1973.0,,,385,Counter({'pledge': 1}),0.0025974025974025974
Life Is Beautiful,229163264.0,,1997.0,,,262,Counter(),0.0
Tora-san Goes Religious?,,,1983.0,,,57,Counter({'western': 1}),0.017543859649122806
Mother of Mine,,,2005.0,,,54,Counter(),0.0
Achilles and the Tortoise,,,2008.0,,,106,Counter({'soda': 1}),0.009433962264150943
Madam Oh,,,1965.0,,,37,Counter(),0.0
Bhootayyana Maga Ayyu,,,1974.0,,,324,Counter(),0.0
Victoria No. 203,,"Action,Comedy,Crime",1972.0,7.2,267.0,362,Counter(),0.0
The Journalist,,Comedy,1979.0,5.0,80.0,14,Counter(),0.0
Claire's Knee,,,1971.0,,,30,Counter(),0.0
The Rainbow Thief,,"Drama,Fantasy",1990.0,5.8,1558.0,221,Counter(),0.0
Flowers from Another World,,,1999.0,,,298,Counter(),0.0
Al's Lads,,,2001.0,,,11,Counter(),0.0
Boni,,,2009.0,,,104,Counter(),0.0
Pauline at the Beach,,,1983.0,,,376,"Counter({'vacation': 2, 'western': 1})",0.007978723404255319
Conquest,,,1983.0,,,974,Counter(),0.0
Mad Max 2: The Road Warrior,,,1981.0,,,354,"Counter({'settlers': 12, 'freedom': 1})",0.03672316384180791
Sri Ramadasu,,,2006.0,,,233,Counter(),0.0
Funny Man,,,1994.0,,,115,Counter(),0.0
The Embryo Hunts In Secret,,,1966.0,,,37,Counter(),0.0
Bonded by Blood,,,2010.0,,,50,Counter(),0.0
Kuntilanak,,,2006.0,,,989,Counter(),0.0
Prince Daewon,,,1968.0,,,12,Counter(),0.0
Trishna,240381.0,,2011.0,,,64,Counter({'jeep': 1}),0.015625
Thank You,,Comedy,2011.0,4.8,6489.0,532,Counter(),0.0
Bama Vijayam,,,1967.0,,,340,Counter(),0.0
Love and Anarchy,,,1973.0,,,159,Counter(),0.0
The Pride of the Fancy,,,1920.0,,,21,Counter(),0.0
Airborne,,,2012.0,,,71,Counter(),0.0
Actrius,,,1996.0,,,17,Counter(),0.0
When the Wind Blows,,,1986.0,,,66,Counter(),0.0
Narendra Makan Jayakanthan Vaka,,,2001.0,,,41,Counter({'president': 1}),0.024390243902439025
Can't Stop Eating,,,2006.0,,,83,Counter(),0.0
The Mouse on the Moon,,"Comedy,Romance,Sci-Fi",1963.0,6.3,1949.0,209,Counter(),0.0
Bobby,,,1973.0,,,190,Counter(),0.0
Fascination,,Horror,1979.0,6.0,3661.0,111,Counter(),0.0
Fiza,,"Crime,Drama,Romance",2000.0,6.0,4557.0,126,Counter(),0.0
Dam 999,,,2011.0,,,109,Counter(),0.0
Dhairyavanthudu,,,1986.0,,,80,Counter(),0.0
Love in Perth,,"Drama,Romance",2010.0,6.4,61.0,68,Counter({'high school': 1}),0.014705882352941176
Bidaya wa nihaya,,,1960.0,,,74,Counter(),0.0
Kai Po Che!,,,2013.0,,,96,Counter(),0.0
Super Mario Bros.:Peach-hime Kyushutsu Dai Sakusen,,,1986.0,,,223,Counter(),0.0
Hey Ram,,"Crime,Drama,History",2000.0,7.9,14282.0,284,Counter(),0.0
Numbri Aadmi,,"Action,Crime,Drama",1991.0,4.9,34.0,12,Counter(),0.0
Born Lucky,,Musical,1933.0,4.9,35.0,203,Counter(),0.0
Outrageous!,,"Comedy,Drama",1977.0,6.9,1043.0,386,"Counter({'halloween': 2, 'costume': 1, 'broadway': 1})",0.010362694300518135
Earth,,,1998.0,,,68,Counter(),0.0
Nadie oyo gritar,,,1973.0,,,330,Counter({'vacation': 1}),0.0030303030303030303
"I'm Taraneh, 15",,,2002.0,,,37,Counter(),0.0
Demolition d'un mur,,,1986.0,,,11,Counter(),0.0
Aaja Nachle,,,2007.0,,,302,"Counter({'election': 2, 'mall': 1})",0.009933774834437087
Luxury Car,,,2006.0,,,38,Counter(),0.0
The Abduction Club,,"Action,Adventure,Comedy",2002.0,6.6,1800.0,75,Counter(),0.0
Tea Over Rice,,,1952.0,,,185,Counter(),0.0
King,,,2002.0,,,150,Counter(),0.0
The Tale of the Fox,,,1937.0,,,16,Counter(),0.0
Panakkaran,2000000.0,,1990.0,,,25,Counter(),0.0
Righting Wrongs,,,1986.0,,,154,Counter(),0.0
Delightful Forest,,,1972.0,,,36,Counter(),0.0
Les Patterson Saves the World,,Comedy,1987.0,4.9,368.0,24,Counter(),0.0
My Old Dutch,,Drama,1934.0,6.8,25.0,23,Counter(),0.0
Knife Edge,,,2009.0,,,13,Counter(),0.0
Cheriyachante Kroorakrithyangal,,,1979.0,,,48,Counter(),0.0
Baby's Toilet,,"Documentary,Short",1905.0,4.5,76.0,71,Counter(),0.0
Dhanwan,,,1993.0,,,56,Counter(),0.0
Fortunat,,"Comedy,Drama,War",1960.0,7.1,327.0,71,Counter(),0.0
Ekhrajiha,,,2007.0,,,103,Counter(),0.0
Kochi Rajavu,,,2005.0,,,221,Counter(),0.0
My Father the Hero,,,1991.0,,,43,Counter({'vacation': 1}),0.023255813953488372
Shadowlands,25842377.0,,1993.0,,,91,Counter(),0.0
Upir z Feratu,,,,,,24,Counter(),0.0
Pazhassi Raja,,,2009.0,,,263,Counter({'hunting': 1}),0.0038022813688212928
Chalte Chalte,,,2003.0,,,296,Counter(),0.0
Pojkarna pa Storholmen,,Comedy,1932.0,6.4,29.0,203,Counter(),0.0
Duel of Hearts,,,1991.0,,,43,Counter(),0.0
Happy Ero Christmas,,,2003.0,,,54,Counter(),0.0
S.A.S. a San Salvador,,,,,,82,Counter(),0.0
Road Train,,,,,,465,Counter(),0.0
Basti,,,2003.0,,,212,Counter({'mall': 1}),0.0047169811320754715
Dark Water,,,2002.0,,,294,Counter(),0.0
The Empress Dowager,,,1975.0,,,60,Counter(),0.0
Victory,,,2008.0,,,173,Counter(),0.0
"If I Want to Whistle, I Whistle",,,2010.0,,,115,Counter(),0.0
Aradhana,,,1969.0,,,209,Counter({'jeep': 1}),0.004784688995215311
Me ... Myself,,,,,,233,Counter(),0.0
Le fantome de la liberte,,,1974.0,,,560,Counter({'hunting': 1}),0.0017857142857142857
The Loners,,,,,,96,Counter(),0.0
Ashes of Time,,,1994.0,,,117,Counter(),0.0
What's Your Raashee?,,,2009.0,,,576,Counter(),0.0
Unnaruge Naan Irundhal,,,2000.0,,,138,Counter(),0.0
Exo oi kleftes,,,1961.0,,,26,Counter(),0.0
Godzilla vs. Megaguirus,10000000.0,,2000.0,,,285,Counter({'hunting': 1}),0.0035087719298245615
"Exit the Dragon, Enter the Tiger",,,1976.0,,,33,Counter(),0.0
Sachaa Jhutha,,,1970.0,,,292,Counter(),0.0
Abu Zayd al-Hilali,,,1947.0,,,45,Counter(),0.0
Kasoor,,"Drama,Mystery,Thriller",2001.0,6.1,1199.0,151,Counter({'hollywood': 1}),0.006622516556291391
Swades,,,2004.0,,,258,"Counter({'freedom': 1, 'freeway': 1})",0.007751937984496124
Raja Vikramarka,,,1990.0,,,88,Counter(),0.0
Tri Sestry,,,1994.0,,,70,Counter(),0.0
Kong Island,,,1968.0,,,55,Counter(),0.0
Raw Deal,,Western,1977.0,6.5,72.0,32,Counter(),0.0
Invitation to the Waltz,,,,,,63,Counter(),0.0
Murugaa,,,2007.0,,,76,Counter(),0.0
Mappillai,,,1989.0,,,119,Counter(),0.0
Metropolis,4035192.0,,2001.0,,,48,Counter(),0.0
Love by Request,,,1983.0,,,29,Counter(),0.0
Alphaville,,,1965.0,,,104,Counter({'ford': 2}),0.019230769230769232
Hindustan Ki Kasam,,,1973.0,,,141,"Counter({'western': 2, 'parade': 1})",0.02127659574468085
Page Eight,,,2011.0,,,228,"Counter({'cowboy': 1, 'deputy': 1})",0.008771929824561403
Ejder Kapani,4644486.0,,2010.0,,,75,Counter(),0.0
School of the Holy Beast,,,1974.0,,,47,Counter(),0.0
La Monja,,,2005.0,,,526,Counter(),0.0
Night in the City,,,1933.0,,,42,Counter(),0.0
The Leather Boys,,,1964.0,,,243,Counter(),0.0
The Alien Years,,,1988.0,,,29,Counter(),0.0
Tiempo de Revancha,,,1981.0,,,40,Counter(),0.0
Miguel/Michelle,,"Comedy,Drama",1998.0,5.9,25.0,39,Counter(),0.0
Office Lady Love Juice,,,1999.0,,,8,Counter(),0.0
Kitchen Stories,,,2003.0,,,48,Counter(),0.0
Samson and Delilah,,,2009.0,,,197,Counter(),0.0
Mariyadhai,,\N,2009.0,6.5,42.0,116,Counter({'freedom': 1}),0.008620689655172414
The Beast,,,1981.0,,,66,Counter(),0.0
The Silent Fall,,,,,,78,Counter(),0.0
Days of Eclipse,,,1988.0,,,133,Counter(),0.0
Billy Elliot,,"Drama,Music",2000.0,7.7,145923.0,231,Counter(),0.0
Paarai,,,2001.0,,,107,Counter(),0.0
Bhavani IPS,,,2010.0,,,69,Counter(),0.0
The Roof,,,,,,68,Counter(),0.0
Eagle's Claw,,,1983.0,,,84,Counter(),0.0
Laughter in Paradise,,Comedy,1951.0,7.1,2116.0,93,Counter(),0.0
Conversations with My Gardener,,,2007.0,,,28,Counter(),0.0
Blue Moon,,"Adventure,Comedy,Drama",2002.0,6.4,472.0,197,Counter(),0.0
Two Thousand Women,,,1944.0,,,67,Counter(),0.0
Accident,,,1985.0,,,83,Counter(),0.0
The Secret of My Success,,"Comedy,Horror",1965.0,5.1,312.0,128,Counter({'president': 1}),0.0078125
Miki Kharo England,,,,,,67,Counter(),0.0
Pulival Kalyanam,,Comedy,2003.0,7.0,679.0,73,Counter(),0.0
Dr. Terror's House of Horrors,,,1965.0,,,397,"Counter({'jazz': 3, 'vacation': 1})",0.010075566750629723
The Nine Ages of Nakedness,,Comedy,1969.0,4.5,84.0,335,Counter(),0.0
La Ceremonie,10882920.0,,1996.0,,,243,Counter(),0.0
Tako se kalio celik,,,1988.0,,,128,Counter({'cadillac': 1}),0.0078125
Cain,,,1984.0,,,168,Counter(),0.0
Mukhsin,,,2007.0,,,61,Counter(),0.0
The Prime Minister,,"Biography,Drama,History",1941.0,5.8,309.0,30,Counter(),0.0
Troublesome Night 9,,,2001.0,,,51,Counter(),0.0
De puro aire,,,,,,26,Counter(),0.0
Don't Let It Get To You,,,1966.0,,,78,Counter(),0.0
The Silence,,,1997.0,,,53,Counter(),0.0
Errors of Youth,,,1978.0,,,8,Counter(),0.0
La Habanera,,,1937.0,,,215,Counter(),0.0
Sila Nerangalil,,,2008.0,,,214,Counter(),0.0
Togetherness Supreme,,Drama,2010.0,8.0,36.0,51,Counter({'election': 1}),0.0196078431372549
Bug Me Not!,,,2005.0,,,83,Counter({'dodge': 1}),0.012048192771084338
The Secret Society - Boss,,,2003.0,,,142,Counter(),0.0
Saaz,,,1998.0,,,26,Counter(),0.0
Let's All Hate Toronto,,,2007.0,,,134,Counter(),0.0
Aalkkoottathil Thaniye,,,1984.0,,,10,Counter(),0.0
Chintakayala Ravi,,,2008.0,,,125,Counter(),0.0
Bruna Surfistinha,12356515.0,,2011.0,,,66,Counter(),0.0
Flordelis - Basta uma Palavra para Mudar,,,2009.0,,,31,Counter(),0.0
Pyar To Hona Hi Tha,,,1998.0,,,282,Counter(),0.0
The Lady and the Reaper,,,2009.0,,,37,Counter(),0.0
"Turn Left, Turn Right",2083193.0,,2003.0,,,13,Counter(),0.0
Las largas vacaciones del 36,,,,,,23,Counter({'civil war': 1}),0.043478260869565216
Jaal,,"Action,Crime,Drama",1967.0,5.8,46.0,77,Counter(),0.0
The Adventuress,,,1950.0,,,101,Counter(),0.0
Steve + Sky,,"Comedy,Drama,Romance",2004.0,6.3,2459.0,79,Counter(),0.0
Underwater Love,,,2011.0,,,28,Counter(),0.0
The Coca-Cola Kid,36365.0,,1985.0,,,77,Counter({'cola': 2}),0.025974025974025976
Le Serpent,,,2006.0,,,17,Counter(),0.0
Cursed,,,2004.0,,,519,Counter(),0.0
Soleil O,,,,,,50,Counter(),0.0
"The Prophet, the Gold and the Transylvanians",,,1978.0,,,171,"Counter({'saloon': 1, 'flag': 1})",0.011695906432748537
Joao da Mata,,,1923.0,,,29,Counter(),0.0
Ai-Fak,,Drama,2004.0,7.1,206.0,334,Counter(),0.0
Brighton Rock,,,1947.0,,,54,Counter(),0.0
Ee Pattanathil Bhootham,,,2009.0,,,85,Counter(),0.0
Pather Panchali,,,1955.0,,,286,Counter(),0.0
Office Lady Rope Slave,,,1981.0,,,24,Counter(),0.0
My Mother is a Belly Dancer,,,2006.0,,,184,Counter(),0.0
I.C. Kill,,,1999.0,,,61,Counter(),0.0
Die Abenteuer des Werner Holt,,"Drama,Romance,War",1965.0,7.5,383.0,92,Counter(),0.0
Beyond the Pole,,"Comedy,Drama",2009.0,5.6,420.0,69,Counter(),0.0
The Neighbour No. 13,,,2005.0,,,321,Counter(),0.0
Boom,,,2003.0,,,99,Counter(),0.0
"Goke, Body Snatcher from Hell",,,1968.0,,,571,"Counter({'senator': 1, 'highway': 1})",0.0035026269702276708
Unfolding Florence: The Many Lives of Florence Broadhurst,,,2006.0,,,50,Counter(),0.0
He Has Nothing But Kung Fu,,,1977.0,,,86,Counter(),0.0
The Patient Vanishes,,Mystery,1941.0,7.4,37.0,175,Counter(),0.0
The Adventures of the Electronic,,,1980.0,,,91,Counter(),0.0
Joy House,,,1964.0,,,89,Counter(),0.0
Deranged,28444173.0,,2012.0,,,72,Counter(),0.0
Iddaru Mitrulu,,,1999.0,,,47,Counter(),0.0
The Last Rose of Summer,,,1920.0,,,17,Counter(),0.0
The Devil's Game,10287987.0,,2008.0,,,40,Counter(),0.0
Anatahan,,,1954.0,,,19,Counter(),0.0
Sarkar Raj,,"Action,Crime,Drama",2008.0,6.7,7931.0,72,Counter(),0.0
Afterwards,,"Drama,Mystery,Thriller",2008.0,5.7,4182.0,32,Counter(),0.0
The Legend of the Evil Lake,,,2003.0,,,168,Counter(),0.0
Fotonovela,,,2007.0,,,56,Counter(),0.0
Krantiveer,,,1994.0,,,49,Counter(),0.0
Bab Sebta,,Documentary,2008.0,8.0,17.0,28,Counter(),0.0
Eternity,,"Horror,Thriller",2010.0,2.6,66.0,98,Counter({'freedom': 1}),0.01020408163265306
Kathantara,,Drama,2007.0,8.4,27.0,431,Counter(),0.0
Unfinished Sky,,,2007.0,,,16,Counter(),0.0
Foxhole in Cairo,,"Drama,War",1960.0,5.8,202.0,25,Counter(),0.0
Bambaru Avith,,,1978.0,,,94,Counter({'western': 2}),0.02127659574468085
Dragon Head,,,2003.0,,,1571,Counter({'mall': 5}),0.003182686187141948
Duniya Na Mane,,,1937.0,,,36,Counter(),0.0
Nirjan Saikate,,,,,,81,Counter(),0.0
La Bandera,,,1935.0,,,487,Counter({'civil war': 1}),0.002053388090349076
Jokyo,,,1960.0,,,62,Counter(),0.0
Kurbaan,,,1991.0,,,147,Counter(),0.0
5 Superfighters,,,1978.0,,,122,Counter(),0.0
House of the Living Dead,,,1976.0,,,65,Counter(),0.0
Crossing the Dust,,,,,,66,Counter(),0.0
"A Man, a Woman, and a Bank",,,1979.0,,,34,Counter(),0.0
Bongolo,,,1953.0,,,25,Counter(),0.0
Auto,,,2007.0,,,104,Counter(),0.0
Wajood,,,1998.0,,,124,Counter(),0.0
Paan Singh Tomar,,"Action,Biography,Crime",2012.0,8.2,38420.0,287,Counter(),0.0
Raghu Romeo,,"Comedy,Crime",2003.0,6.9,723.0,65,Counter(),0.0
Ao no Honou,,,2003.0,,,175,Counter(),0.0
Cash on Demand,,,1961.0,,,28,Counter(),0.0
Badiaga,,,1987.0,,,62,Counter(),0.0
The Super Dimension Fortress Macross: Do You Remember Love?,,,1984.0,,,327,Counter(),0.0
Crayon Shin-chan: Pursuit of the Balls of Darkness,,,1997.0,,,177,Counter(),0.0
Vidhaata,,,1982.0,,,198,Counter(),0.0
Chandamama,,,2007.0,,,150,Counter(),0.0
Vitus,,,2006.0,,,53,Counter(),0.0
The Red Shoes,,,2005.0,,,82,Counter(),0.0
Under the Sun,,,1998.0,,,171,Counter(),0.0
Payanam,,,2011.0,,,298,Counter(),0.0
Scenes of a Sexual Nature,,,2006.0,,,309,"Counter({'western': 1, 'sheriff': 1})",0.006472491909385114
Ali Zaoua: Prince of the Streets,,,2000.0,,,55,Counter(),0.0
Poveri ma belli,,"Comedy,Romance",1957.0,6.7,809.0,39,Counter(),0.0
Vanakkam Thalaiva,,,2005.0,,,106,Counter(),0.0
Darwaaza Bandh Rakho,,,2006.0,,,138,Counter(),0.0
Waris Jari Hantu,,,2007.0,,,60,Counter(),0.0
Battle Angel OVA,,,,,,917,Counter({'dodge': 1}),0.0010905125408942203
Grand Prix,,"Drama,Romance,Sport",2010.0,5.5,144.0,44,Counter({'vacation': 1}),0.022727272727272728
Malliswari,,,2004.0,,,84,Counter(),0.0
Gen-X Cops,,,1999.0,,,41,Counter(),0.0
The Way Ahead,,,1944.0,,,120,Counter(),0.0
Ladies Only,,,,,,24,Counter(),0.0
Parinayam,,,1994.0,,,159,Counter({'congress': 1}),0.006289308176100629
Turning Point,2020712.0,,2009.0,,,132,Counter(),0.0
Kapurush,,,1965.0,,,127,Counter(),0.0
Nadodikattu,,,1987.0,,,418,Counter({'jeep': 1}),0.0023923444976076554
The Man Who Owed a Death,,,1955.0,,,186,Counter(),0.0
Red Lion,,,1969.0,,,53,Counter(),0.0
Carry On Constable,,,1960.0,,,136,Counter(),0.0
See Angkor and Die,,,1993.0,,,36,Counter(),0.0
Swallowtail Butterfly,,,1996.0,,,124,Counter(),0.0
Summer Rain,,,2006.0,,,89,Counter(),0.0
In My Father's Den,,,2004.0,,,454,Counter({'high school': 1}),0.0022026431718061676
The Miracle Maker,,,2000.0,,,701,Counter(),0.0
Sinhasan,,,1979.0,,,24,Counter(),0.0
Kaash,,Drama,1987.0,6.5,247.0,119,Counter(),0.0
Lakshmi,,,2006.0,,,57,Counter(),0.0
Pushing Hands,,,1992.0,,,60,Counter({'western': 2}),0.03333333333333333
Meri Adalat,,,2001.0,,,59,Counter(),0.0
Shukno Lanka,,Family,2010.0,8.2,104.0,54,Counter(),0.0
The Damned,,,1963.0,,,433,Counter(),0.0
Aankhen,,"Action,Comedy,Crime",1993.0,6.8,2381.0,73,Counter(),0.0
Little Lili,,,2003.0,,,66,Counter(),0.0
Pater,,Drama,2011.0,6.0,524.0,52,Counter({'president': 4}),0.07692307692307693
It's a Boy Girl Thing,7385434.0,,2006.0,,,362,"Counter({'homecoming': 3, 'high school': 1, 'touchdown': 1})",0.013812154696132596
Let It Rain,,,2008.0,,,61,Counter(),0.0
Death Train,,,2006.0,,,19,Counter(),0.0
Sins of My Father,,,,,,83,Counter({'president': 1}),0.012048192771084338
Granpa,,,1989.0,,,96,Counter({'fishing trip': 1}),0.010416666666666666
Shallow Grave,2834250.0,,1994.0,,,42,Counter(),0.0
An Ordinary Miracle,,,1978.0,,,259,Counter(),0.0
Sethu,,,1999.0,,,137,Counter(),0.0
Boy Goes To Heaven,949293.0,,2005.0,,,106,Counter(),0.0
Godzilla vs. Mechagodzilla,,,1974.0,,,143,Counter({'western': 1}),0.006993006993006993
The Tall Blond Man with One Black Shoe,,,1972.0,,,142,Counter(),0.0
Boys in Brown,,"Crime,Drama",1949.0,6.1,309.0,19,Counter(),0.0
Cash,,,2007.0,,,106,Counter(),0.0
Mahulbanir Sereng,,,2004.0,,,91,Counter(),0.0
Once Upon a Time,,,1986.0,,,67,Counter(),0.0
Kalyanaraman,,,2002.0,,,141,Counter(),0.0
Nayee Padosan,,,2003.0,,,91,Counter(),0.0
S/Y Joy,,,1989.0,,,18,Counter({'vacation': 1}),0.05555555555555555
Berlin - Ecke Schonhauser...,,,1957.0,,,91,Counter(),0.0
Rang Milanti,,,2011.0,,,83,Counter(),0.0
Teen Devian,,,1965.0,,,506,Counter(),0.0
Absolute 100,,,,,,43,Counter(),0.0
Thirumalai,,"Action,Romance",2003.0,7.2,3129.0,88,Counter(),0.0
The Isle,20666.0,,2000.0,,,236,Counter(),0.0
Don't Lose Your Head,,,1966.0,,,60,Counter(),0.0
"Dragon Fist Explosion!! If Goku Can't Do It, Who Will?",,,1995.0,,,749,Counter({'dodge': 1}),0.0013351134846461949
The Pink Mirror,,,2006.0,,,145,Counter({'western': 1}),0.006896551724137931
Bala,,,2002.0,,,53,Counter(),0.0
Kurukshetram,,,2006.0,,,57,Counter({'western': 1}),0.017543859649122806
Ahista Ahista,,,1981.0,,,63,Counter(),0.0
Maximum,,,2012.0,,,245,Counter(),0.0
Fantomas se dechaine,,,1965.0,,,81,Counter(),0.0
Carve Her Name with Pride,,"Biography,Drama,War",1958.0,7.2,1902.0,248,Counter(),0.0
Engal Aasan,,,2009.0,,,59,Counter(),0.0
Abhi,,,2008.0,,,148,Counter(),0.0
Love Sex aur Dhokha,,,2010.0,,,348,Counter({'supermarket': 3}),0.008620689655172414
The Iron Ladies,,,2000.0,,,105,Counter(),0.0
Blue,,"Action,Adventure,Mystery",2009.0,3.8,5339.0,404,Counter(),0.0
Svolochi,,,,,,49,Counter(),0.0
Raza,,"Biography,Drama,History",1942.0,3.4,693.0,350,"Counter({'republican': 5, 'deputy': 1, 'civil war': 1, 'parade': 1})",0.022857142857142857
God is American,,,,,,54,Counter({'flag': 1}),0.018518518518518517
Monrak Transistor,,,2001.0,,,789,Counter({'costume': 1}),0.0012674271229404308
Blessings of the Land,,,1959.0,,,76,Counter(),0.0
Sharpe's Eagle,,,1993.0,,,236,Counter(),0.0
Milan,,,1995.0,,,64,Counter(),0.0
Mr. Satan,,"Crime,Drama",1938.0,8.2,10.0,136,Counter(),0.0
Stanley,,"Animation,Drama,Short",2000.0,7.0,94.0,13,Counter(),0.0
Womb Ghosts,,,,,,59,Counter(),0.0
Namkeen,,"Drama,Family",1982.0,7.8,536.0,194,Counter(),0.0
Phantom of Death,,,1988.0,,,29,Counter(),0.0
Casa de Mujeres,,,1966.0,,,34,Counter(),0.0
Izzatdaar,,,1990.0,,,58,Counter(),0.0
An Empress and the Warriors,,,2008.0,,,116,Counter(),0.0
Rowthiram,,,2011.0,,,228,Counter(),0.0
Ulladakkam,,,1991.0,,,41,Counter(),0.0
Kalippattam,,,1993.0,,,179,Counter(),0.0
Mendadak Dangdut,,,2006.0,,,150,Counter(),0.0
Snake in the Monkey's Shadow,,,1980.0,,,311,Counter(),0.0
Pinata,,,2005.0,,,98,Counter(),0.0
The Boys Club,,,1997.0,,,37,Counter(),0.0
Onnaman,,"Action,Drama,Thriller",2001.0,3.0,237.0,61,Counter(),0.0
La Habitacion Azul,,,2002.0,,,45,Counter(),0.0
Sharada,,,1957.0,,,93,Counter(),0.0
New Delhi Times,,"Drama,Mystery",1986.0,7.9,217.0,36,Counter(),0.0
The Pack,,,2010.0,,,53,Counter({'roadside': 1}),0.018867924528301886
Sigappu Rojakkal,,,1978.0,,,153,Counter(),0.0
Miracle of Flight,,,1974.0,,,144,Counter(),0.0
Black Sun: The Nanking Massacre,,,1994.0,,,379,Counter(),0.0
Dead Daughters,,,2007.0,,,211,Counter(),0.0
Sans Kapiyi Kirinca,,,2005.0,,,33,"Counter({'vacation': 1, 'president': 1})",0.06060606060606061
Ghar Ghar Ki Kahani,,,1970.0,,,64,Counter(),0.0
Maya Kannadi,,,2007.0,,,53,Counter(),0.0
Up the Front,,Comedy,1972.0,4.5,361.0,115,Counter({'western': 1}),0.008695652173913044
Five Fingers,,,2005.0,,,16,Counter(),0.0
Happiness,8313363.0,,2007.0,,,52,Counter(),0.0
Derivative,,,2005.0,,,24,Counter(),0.0
Beauty and the Barge,,Comedy,1937.0,4.8,125.0,63,Counter(),0.0
Flame in the Heather,,,1935.0,,,11,Counter(),0.0
Daylight Robbery,,"Crime,Drama,Thriller",2008.0,6.0,1999.0,192,Counter({'hustle': 1}),0.005208333333333333
Tintin and the Blue Oranges,,,1964.0,,,320,Counter(),0.0
200 Pounds Beauty,42013016.0,,2006.0,,,556,Counter(),0.0
Le Fate Ignoranti,,,2001.0,,,43,Counter(),0.0
Pandu Pandoru Rajakumari,,"Comedy,Drama",1992.0,5.2,19.0,45,Counter(),0.0
Ghost of Chibusa Enoki,,,1958.0,,,28,Counter(),0.0
Chakra,,,1981.0,,,143,Counter(),0.0
Antoine and Colette,,,1962.0,,,113,Counter(),0.0
Jay Jay,,Romance,2003.0,5.8,473.0,56,"Counter({'mall': 1, 'hollywood': 1})",0.03571428571428571
Beyond Citizen Kane,,,1993.0,,,46,Counter({'president': 1}),0.021739130434782608
Kingsajz,,,1989.0,,,312,Counter({'soda': 1}),0.003205128205128205
The Bothersome Man,,,2006.0,,,137,Counter(),0.0
Sound of Boot,,,2008.0,,,48,Counter(),0.0
The Chiltern Hundreds,,,,,,16,Counter(),0.0
Christmas Under Fire,,,1941.0,,,45,Counter(),0.0
For those I loved,,,,,,116,Counter(),0.0
The Dark Tower,,"Drama,Thriller",1943.0,6.0,490.0,123,Counter(),0.0
The Dust of Time,,,2009.0,,,35,Counter(),0.0
Spotswood,,,1992.0,,,269,Counter(),0.0
El Topo,,,1970.0,,,282,Counter({'western': 1}),0.0035460992907801418
El Dorado,,"Drama,History",1988.0,6.4,675.0,22,Counter(),0.0
Maria Mariana,,,1996.0,,,48,Counter(),0.0
The Love Test,,"Comedy,Romance",1935.0,5.8,107.0,12,Counter(),0.0
Smash Cut,,,2009.0,,,41,Counter(),0.0
Black Venus,,,2010.0,,,50,Counter(),0.0
My Wife is a Gangster 3,,,2006.0,,,226,Counter(),0.0
Il magnifico cornuto,,,1965.0,,,61,Counter(),0.0
Pot Luck,,"Comedy,Crime",1936.0,5.9,52.0,28,Counter(),0.0
Major Barbara,,,1941.0,,,25,Counter(),0.0
Love at First Sight,,,1977.0,,,27,Counter(),0.0
Downtime,,,1995.0,,,148,Counter(),0.0
Plan,,,2004.0,,,268,Counter(),0.0
Roja Kootam,,,2002.0,,,87,Counter(),0.0
Hirttamattomat,,"Comedy,Western",1971.0,6.5,782.0,30,Counter(),0.0
The Art of Losing,,,2004.0,,,1344,Counter(),0.0
I.T.A.L.Y.,,,2008.0,,,85,Counter(),0.0
Lensman: Secret of The Lens,,,1984.0,,,181,Counter(),0.0
The Invitation,,,1973.0,,,19,Counter(),0.0
Grave of the Fireflies,,,1988.0,,,308,Counter(),0.0
When I Turned Nine,,,2004.0,,,110,Counter(),0.0
The Great Match,,,2006.0,,,65,Counter(),0.0
Goonda,,,,,,86,Counter(),0.0
The Blood of Hussain,,Drama,1980.0,6.9,168.0,27,Counter(),0.0
